variant,trades,combined_pnl_usdt,mean_pnl_usdt,median_pnl_usdt,profit_factor,win_rate,median_duration_hours,p10_pnl_usdt,p90_pnl_usdt,family,stop_mode,cap_days,take_profit_pct,trail_giveback_pct,partial_take_profit_pct,positive_years,years_tested,worst_year_pnl_usdt,best_year_pnl_usdt
FIXEDTP_FIXED3_TP20_CAP1D,3928.0,6813.93308700003,1.7347080160387043,-9.73635449999997,1.2137582135438298,0.1664969450101833,40.0,-9.736354500000028,59.16018,FIXED_TP,FIXED3,1,0.2,,,6,8,-241.63103099999628,2610.2891190000023
FIXEDTP_FIXED3_TP20_CAP2D,3928.0,6813.93308700003,1.7347080160387043,-9.73635449999997,1.2137582135438298,0.1664969450101833,40.0,-9.736354500000028,59.16018,FIXED_TP,FIXED3,2,0.2,,,6,8,-241.63103099999628,2610.2891190000023
FIXEDTP_FIXED3_TP20_CAP3D,3928.0,6813.93308700003,1.7347080160387043,-9.73635449999997,1.2137582135438298,0.1664969450101833,40.0,-9.736354500000028,59.16018,FIXED_TP,FIXED3,3,0.2,,,6,8,-241.63103099999628,2610.2891190000023
FIXEDTP_FIXED3_TP20_CAP4D,3928.0,6813.93308700003,1.7347080160387043,-9.73635449999997,1.2137582135438298,0.1664969450101833,40.0,-9.736354500000028,59.16018,FIXED_TP,FIXED3,4,0.2,,,6,8,-241.63103099999628,2610.2891190000023
FIXEDTP_FIXED3_TP20_CAP5D,3928.0,6813.93308700003,1.7347080160387043,-9.73635449999997,1.2137582135438298,0.1664969450101833,40.0,-9.736354500000028,59.16018,FIXED_TP,FIXED3,5,0.2,,,6,8,-241.63103099999628,2610.2891190000023
FIXEDTP_FIXED3_TP20_CAP6D,3928.0,6813.93308700003,1.7347080160387043,-9.73635449999997,1.2137582135438298,0.1664969450101833,40.0,-9.736354500000028,59.16018,FIXED_TP,FIXED3,6,0.2,,,6,8,-241.63103099999628,2610.2891190000023
FIXEDTP_FIXED3_TP20_CAP7D,3928.0,6813.93308700003,1.7347080160387043,-9.73635449999997,1.2137582135438298,0.1664969450101833,40.0,-9.736354500000028,59.16018,FIXED_TP,FIXED3,7,0.2,,,6,8,-241.63103099999628,2610.2891190000023
FIXEDTP_FIXED3_TP20_CAP30D,3928.0,6813.93308700003,1.7347080160387043,-9.73635449999997,1.2137582135438298,0.1664969450101833,40.0,-9.736354500000028,59.16018,FIXED_TP,FIXED3,30,0.2,,,6,8,-241.63103099999628,2610.2891190000023
FIXEDTP_FIXED10_TP20_CAP1D,3905.0,15524.12499000007,3.975448140845088,-30.704864999999934,1.210838908731819,0.38591549295774646,200.0,-30.70486499999999,59.160180000000054,FIXED_TP,FIXED10,1,0.2,,,5,8,-2048.140649999986,7754.569785000012
FIXEDTP_FIXED10_TP20_CAP2D,3905.0,15524.12499000007,3.975448140845088,-30.704864999999934,1.210838908731819,0.38591549295774646,200.0,-30.70486499999999,59.160180000000054,FIXED_TP,FIXED10,2,0.2,,,5,8,-2048.140649999986,7754.569785000012
FIXEDTP_FIXED10_TP20_CAP3D,3905.0,15524.12499000007,3.975448140845088,-30.704864999999934,1.210838908731819,0.38591549295774646,200.0,-30.70486499999999,59.160180000000054,FIXED_TP,FIXED10,3,0.2,,,5,8,-2048.140649999986,7754.569785000012
FIXEDTP_FIXED10_TP20_CAP4D,3905.0,15524.12499000007,3.975448140845088,-30.704864999999934,1.210838908731819,0.38591549295774646,200.0,-30.70486499999999,59.160180000000054,FIXED_TP,FIXED10,4,0.2,,,5,8,-2048.140649999986,7754.569785000012
FIXEDTP_FIXED10_TP20_CAP5D,3905.0,15524.12499000007,3.975448140845088,-30.704864999999934,1.210838908731819,0.38591549295774646,200.0,-30.70486499999999,59.160180000000054,FIXED_TP,FIXED10,5,0.2,,,5,8,-2048.140649999986,7754.569785000012
FIXEDTP_FIXED10_TP20_CAP6D,3905.0,15524.12499000007,3.975448140845088,-30.704864999999934,1.210838908731819,0.38591549295774646,200.0,-30.70486499999999,59.160180000000054,FIXED_TP,FIXED10,6,0.2,,,5,8,-2048.140649999986,7754.569785000012
FIXEDTP_FIXED10_TP20_CAP7D,3905.0,15524.12499000007,3.975448140845088,-30.704864999999934,1.210838908731819,0.38591549295774646,200.0,-30.70486499999999,59.160180000000054,FIXED_TP,FIXED10,7,0.2,,,5,8,-2048.140649999986,7754.569785000012
FIXEDTP_FIXED10_TP20_CAP30D,3905.0,15524.12499000007,3.975448140845088,-30.704864999999934,1.210838908731819,0.38591549295774646,200.0,-30.70486499999999,59.160180000000054,FIXED_TP,FIXED10,30,0.2,,,5,8,-2048.140649999986,7754.569785000012
FIXEDTP_FIXED5_TP20_CAP1D,3920.0,9417.031687500017,2.4023040019132695,-15.727357499999984,1.2015373858896847,0.24209183673469387,85.0,-15.727357500000041,59.16018,FIXED_TP,FIXED5,1,0.2,,,5,8,-984.7376174999973,3700.6516650000012
FIXEDTP_FIXED5_TP20_CAP2D,3920.0,9417.031687500017,2.4023040019132695,-15.727357499999984,1.2015373858896847,0.24209183673469387,85.0,-15.727357500000041,59.16018,FIXED_TP,FIXED5,2,0.2,,,5,8,-984.7376174999973,3700.6516650000012
FIXEDTP_FIXED5_TP20_CAP3D,3920.0,9417.031687500017,2.4023040019132695,-15.727357499999984,1.2015373858896847,0.24209183673469387,85.0,-15.727357500000041,59.16018,FIXED_TP,FIXED5,3,0.2,,,5,8,-984.7376174999973,3700.6516650000012
FIXEDTP_FIXED5_TP20_CAP4D,3920.0,9417.031687500017,2.4023040019132695,-15.727357499999984,1.2015373858896847,0.24209183673469387,85.0,-15.727357500000041,59.16018,FIXED_TP,FIXED5,4,0.2,,,5,8,-984.7376174999973,3700.6516650000012
FIXEDTP_FIXED5_TP20_CAP5D,3920.0,9417.031687500017,2.4023040019132695,-15.727357499999984,1.2015373858896847,0.24209183673469387,85.0,-15.727357500000041,59.16018,FIXED_TP,FIXED5,5,0.2,,,5,8,-984.7376174999973,3700.6516650000012
FIXEDTP_FIXED5_TP20_CAP6D,3920.0,9417.031687500017,2.4023040019132695,-15.727357499999984,1.2015373858896847,0.24209183673469387,85.0,-15.727357500000041,59.16018,FIXED_TP,FIXED5,6,0.2,,,5,8,-984.7376174999973,3700.6516650000012
FIXEDTP_FIXED5_TP20_CAP7D,3920.0,9417.031687500017,2.4023040019132695,-15.727357499999984,1.2015373858896847,0.24209183673469387,85.0,-15.727357500000041,59.16018,FIXED_TP,FIXED5,7,0.2,,,5,8,-984.7376174999973,3700.6516650000012
FIXEDTP_FIXED5_TP20_CAP30D,3920.0,9417.031687500017,2.4023040019132695,-15.727357499999984,1.2015373858896847,0.24209183673469387,85.0,-15.727357500000041,59.16018,FIXED_TP,FIXED5,30,0.2,,,5,8,-984.7376174999973,3700.6516650000012
FIXEDTP_FIXED7_TP20_CAP1D,3912.0,11768.508162,3.0083098573619633,-21.7183605,1.1995099728972425,0.3057259713701431,133.0,-21.718360500000056,59.16018,FIXED_TP,FIXED7,1,0.2,,,5,8,-978.7466144999995,5588.822200499999
FIXEDTP_FIXED7_TP20_CAP2D,3912.0,11768.508162,3.0083098573619633,-21.7183605,1.1995099728972425,0.3057259713701431,133.0,-21.718360500000056,59.16018,FIXED_TP,FIXED7,2,0.2,,,5,8,-978.7466144999995,5588.822200499999
FIXEDTP_FIXED7_TP20_CAP3D,3912.0,11768.508162,3.0083098573619633,-21.7183605,1.1995099728972425,0.3057259713701431,133.0,-21.718360500000056,59.16018,FIXED_TP,FIXED7,3,0.2,,,5,8,-978.7466144999995,5588.822200499999
FIXEDTP_FIXED7_TP20_CAP4D,3912.0,11768.508162,3.0083098573619633,-21.7183605,1.1995099728972425,0.3057259713701431,133.0,-21.718360500000056,59.16018,FIXED_TP,FIXED7,4,0.2,,,5,8,-978.7466144999995,5588.822200499999
FIXEDTP_FIXED7_TP20_CAP5D,3912.0,11768.508162,3.0083098573619633,-21.7183605,1.1995099728972425,0.3057259713701431,133.0,-21.718360500000056,59.16018,FIXED_TP,FIXED7,5,0.2,,,5,8,-978.7466144999995,5588.822200499999
FIXEDTP_FIXED7_TP20_CAP6D,3912.0,11768.508162,3.0083098573619633,-21.7183605,1.1995099728972425,0.3057259713701431,133.0,-21.718360500000056,59.16018,FIXED_TP,FIXED7,6,0.2,,,5,8,-978.7466144999995,5588.822200499999
FIXEDTP_FIXED7_TP20_CAP7D,3912.0,11768.508162,3.0083098573619633,-21.7183605,1.1995099728972425,0.3057259713701431,133.0,-21.718360500000056,59.16018,FIXED_TP,FIXED7,7,0.2,,,5,8,-978.7466144999995,5588.822200499999
FIXEDTP_FIXED7_TP20_CAP30D,3912.0,11768.508162,3.0083098573619633,-21.7183605,1.1995099728972425,0.3057259713701431,133.0,-21.718360500000056,59.16018,FIXED_TP,FIXED7,30,0.2,,,5,8,-978.7466144999995,5588.822200499999
FIXEDTP_STRUCT_CAP10_TP20_CAP1D,3924.0,12305.950618709965,3.1360730424847008,-20.0639599490952,1.1892745482713882,0.3330784913353721,155.0,-30.70486499999999,59.160180000000054,FIXED_TP,STRUCT_CAP10,1,0.2,,,5,8,-2204.948869403009,7242.994420730942
FIXEDTP_STRUCT_CAP10_TP20_CAP2D,3924.0,12305.950618709965,3.1360730424847008,-20.0639599490952,1.1892745482713882,0.3330784913353721,155.0,-30.70486499999999,59.160180000000054,FIXED_TP,STRUCT_CAP10,2,0.2,,,5,8,-2204.948869403009,7242.994420730942
FIXEDTP_STRUCT_CAP10_TP20_CAP3D,3924.0,12305.950618709965,3.1360730424847008,-20.0639599490952,1.1892745482713882,0.3330784913353721,155.0,-30.70486499999999,59.160180000000054,FIXED_TP,STRUCT_CAP10,3,0.2,,,5,8,-2204.948869403009,7242.994420730942
FIXEDTP_STRUCT_CAP10_TP20_CAP4D,3924.0,12305.950618709965,3.1360730424847008,-20.0639599490952,1.1892745482713882,0.3330784913353721,155.0,-30.70486499999999,59.160180000000054,FIXED_TP,STRUCT_CAP10,4,0.2,,,5,8,-2204.948869403009,7242.994420730942
FIXEDTP_STRUCT_CAP10_TP20_CAP5D,3924.0,12305.950618709965,3.1360730424847008,-20.0639599490952,1.1892745482713882,0.3330784913353721,155.0,-30.70486499999999,59.160180000000054,FIXED_TP,STRUCT_CAP10,5,0.2,,,5,8,-2204.948869403009,7242.994420730942
FIXEDTP_STRUCT_CAP10_TP20_CAP6D,3924.0,12305.950618709965,3.1360730424847008,-20.0639599490952,1.1892745482713882,0.3330784913353721,155.0,-30.70486499999999,59.160180000000054,FIXED_TP,STRUCT_CAP10,6,0.2,,,5,8,-2204.948869403009,7242.994420730942
FIXEDTP_STRUCT_CAP10_TP20_CAP7D,3924.0,12305.950618709965,3.1360730424847008,-20.0639599490952,1.1892745482713882,0.3330784913353721,155.0,-30.70486499999999,59.160180000000054,FIXED_TP,STRUCT_CAP10,7,0.2,,,5,8,-2204.948869403009,7242.994420730942
FIXEDTP_STRUCT_CAP10_TP20_CAP30D,3924.0,12305.950618709965,3.1360730424847008,-20.0639599490952,1.1892745482713882,0.3330784913353721,155.0,-30.70486499999999,59.160180000000054,FIXED_TP,STRUCT_CAP10,30,0.2,,,5,8,-2204.948869403009,7242.994420730942
FIXEDTP_STRUCT_CAP10_TP10_CAP1D,3932.0,5615.481754728113,1.4281489711922972,-10.056523733006646,1.1125267286129419,0.48346897253306204,97.0,-30.70486499999999,29.205165000000093,FIXED_TP,STRUCT_CAP10,1,0.1,,,5,8,-2345.9893743032967,3954.3955920115154
FIXEDTP_STRUCT_CAP10_TP10_CAP2D,3932.0,5615.481754728113,1.4281489711922972,-10.056523733006646,1.1125267286129419,0.48346897253306204,97.0,-30.70486499999999,29.205165000000093,FIXED_TP,STRUCT_CAP10,2,0.1,,,5,8,-2345.9893743032967,3954.3955920115154
FIXEDTP_STRUCT_CAP10_TP10_CAP3D,3932.0,5615.481754728113,1.4281489711922972,-10.056523733006646,1.1125267286129419,0.48346897253306204,97.0,-30.70486499999999,29.205165000000093,FIXED_TP,STRUCT_CAP10,3,0.1,,,5,8,-2345.9893743032967,3954.3955920115154
FIXEDTP_STRUCT_CAP10_TP10_CAP4D,3932.0,5615.481754728113,1.4281489711922972,-10.056523733006646,1.1125267286129419,0.48346897253306204,97.0,-30.70486499999999,29.205165000000093,FIXED_TP,STRUCT_CAP10,4,0.1,,,5,8,-2345.9893743032967,3954.3955920115154
FIXEDTP_STRUCT_CAP10_TP10_CAP5D,3932.0,5615.481754728113,1.4281489711922972,-10.056523733006646,1.1125267286129419,0.48346897253306204,97.0,-30.70486499999999,29.205165000000093,FIXED_TP,STRUCT_CAP10,5,0.1,,,5,8,-2345.9893743032967,3954.3955920115154
FIXEDTP_STRUCT_CAP10_TP10_CAP6D,3932.0,5615.481754728113,1.4281489711922972,-10.056523733006646,1.1125267286129419,0.48346897253306204,97.0,-30.70486499999999,29.205165000000093,FIXED_TP,STRUCT_CAP10,6,0.1,,,5,8,-2345.9893743032967,3954.3955920115154
FIXEDTP_STRUCT_CAP10_TP10_CAP7D,3932.0,5615.481754728113,1.4281489711922972,-10.056523733006646,1.1125267286129419,0.48346897253306204,97.0,-30.70486499999999,29.205165000000093,FIXED_TP,STRUCT_CAP10,7,0.1,,,5,8,-2345.9893743032967,3954.3955920115154
FIXEDTP_STRUCT_CAP10_TP10_CAP30D,3932.0,5615.481754728113,1.4281489711922972,-10.056523733006646,1.1125267286129419,0.48346897253306204,97.0,-30.70486499999999,29.205165000000093,FIXED_TP,STRUCT_CAP10,30,0.1,,,5,8,-2345.9893743032967,3954.3955920115154
FIXEDTP_FIXED7_TP10_CAP1D,3925.0,4890.075172500067,1.2458790248407814,-21.7183605,1.104481938871636,0.45095541401273886,84.0,-21.7183605,29.205165000000093,FIXED_TP,FIXED7,1,0.1,,,6,8,-1326.2247884999883,2500.4601540000144
FIXEDTP_FIXED7_TP10_CAP2D,3925.0,4890.075172500067,1.2458790248407814,-21.7183605,1.104481938871636,0.45095541401273886,84.0,-21.7183605,29.205165000000093,FIXED_TP,FIXED7,2,0.1,,,6,8,-1326.2247884999883,2500.4601540000144
FIXEDTP_FIXED7_TP10_CAP3D,3925.0,4890.075172500067,1.2458790248407814,-21.7183605,1.104481938871636,0.45095541401273886,84.0,-21.7183605,29.205165000000093,FIXED_TP,FIXED7,3,0.1,,,6,8,-1326.2247884999883,2500.4601540000144
FIXEDTP_FIXED7_TP10_CAP4D,3925.0,4890.075172500067,1.2458790248407814,-21.7183605,1.104481938871636,0.45095541401273886,84.0,-21.7183605,29.205165000000093,FIXED_TP,FIXED7,4,0.1,,,6,8,-1326.2247884999883,2500.4601540000144
FIXEDTP_FIXED7_TP10_CAP5D,3925.0,4890.075172500067,1.2458790248407814,-21.7183605,1.104481938871636,0.45095541401273886,84.0,-21.7183605,29.205165000000093,FIXED_TP,FIXED7,5,0.1,,,6,8,-1326.2247884999883,2500.4601540000144
FIXEDTP_FIXED7_TP10_CAP6D,3925.0,4890.075172500067,1.2458790248407814,-21.7183605,1.104481938871636,0.45095541401273886,84.0,-21.7183605,29.205165000000093,FIXED_TP,FIXED7,6,0.1,,,6,8,-1326.2247884999883,2500.4601540000144
FIXEDTP_FIXED7_TP10_CAP7D,3925.0,4890.075172500067,1.2458790248407814,-21.7183605,1.104481938871636,0.45095541401273886,84.0,-21.7183605,29.205165000000093,FIXED_TP,FIXED7,7,0.1,,,6,8,-1326.2247884999883,2500.4601540000144
FIXEDTP_FIXED7_TP10_CAP30D,3925.0,4890.075172500067,1.2458790248407814,-21.7183605,1.104481938871636,0.45095541401273886,84.0,-21.7183605,29.205165000000093,FIXED_TP,FIXED7,30,0.1,,,6,8,-1326.2247884999883,2500.4601540000144
FIXEDTP_FIXED5_TP10_CAP1D,3928.0,3779.4900675000736,0.9621919723778192,-15.727357499999984,1.0973321595893895,0.3714358452138493,58.0,-15.727357500000041,29.205165000000036,FIXED_TP,FIXED5,1,0.1,,,6,8,-849.9400499999886,1648.7331375000076
FIXEDTP_FIXED5_TP10_CAP2D,3928.0,3779.4900675000736,0.9621919723778192,-15.727357499999984,1.0973321595893895,0.3714358452138493,58.0,-15.727357500000041,29.205165000000036,FIXED_TP,FIXED5,2,0.1,,,6,8,-849.9400499999886,1648.7331375000076
FIXEDTP_FIXED5_TP10_CAP3D,3928.0,3779.4900675000736,0.9621919723778192,-15.727357499999984,1.0973321595893895,0.3714358452138493,58.0,-15.727357500000041,29.205165000000036,FIXED_TP,FIXED5,3,0.1,,,6,8,-849.9400499999886,1648.7331375000076
FIXEDTP_FIXED5_TP10_CAP4D,3928.0,3779.4900675000736,0.9621919723778192,-15.727357499999984,1.0973321595893895,0.3714358452138493,58.0,-15.727357500000041,29.205165000000036,FIXED_TP,FIXED5,4,0.1,,,6,8,-849.9400499999886,1648.7331375000076
FIXEDTP_FIXED5_TP10_CAP5D,3928.0,3779.4900675000736,0.9621919723778192,-15.727357499999984,1.0973321595893895,0.3714358452138493,58.0,-15.727357500000041,29.205165000000036,FIXED_TP,FIXED5,5,0.1,,,6,8,-849.9400499999886,1648.7331375000076
FIXEDTP_FIXED5_TP10_CAP6D,3928.0,3779.4900675000736,0.9621919723778192,-15.727357499999984,1.0973321595893895,0.3714358452138493,58.0,-15.727357500000041,29.205165000000036,FIXED_TP,FIXED5,6,0.1,,,6,8,-849.9400499999886,1648.7331375000076
FIXEDTP_FIXED5_TP10_CAP7D,3928.0,3779.4900675000736,0.9621919723778192,-15.727357499999984,1.0973321595893895,0.3714358452138493,58.0,-15.727357500000041,29.205165000000036,FIXED_TP,FIXED5,7,0.1,,,6,8,-849.9400499999886,1648.7331375000076
FIXEDTP_FIXED5_TP10_CAP30D,3928.0,3779.4900675000736,0.9621919723778192,-15.727357499999984,1.0973321595893895,0.3714358452138493,58.0,-15.727357500000041,29.205165000000036,FIXED_TP,FIXED5,30,0.1,,,6,8,-849.9400499999886,1648.7331375000076
FIXEDTP_FIXED10_TP10_CAP1D,3925.0,5354.377905000133,1.3641727146497153,29.20516499999998,1.0956042048158392,0.5352866242038217,117.0,-30.70486499999999,29.205165000000093,FIXED_TP,FIXED10,1,0.1,,,6,8,-2587.330919999976,3530.9126700000284
FIXEDTP_FIXED10_TP10_CAP2D,3925.0,5354.377905000133,1.3641727146497153,29.20516499999998,1.0956042048158392,0.5352866242038217,117.0,-30.70486499999999,29.205165000000093,FIXED_TP,FIXED10,2,0.1,,,6,8,-2587.330919999976,3530.9126700000284
FIXEDTP_FIXED10_TP10_CAP3D,3925.0,5354.377905000133,1.3641727146497153,29.20516499999998,1.0956042048158392,0.5352866242038217,117.0,-30.70486499999999,29.205165000000093,FIXED_TP,FIXED10,3,0.1,,,6,8,-2587.330919999976,3530.9126700000284
FIXEDTP_FIXED10_TP10_CAP4D,3925.0,5354.377905000133,1.3641727146497153,29.20516499999998,1.0956042048158392,0.5352866242038217,117.0,-30.70486499999999,29.205165000000093,FIXED_TP,FIXED10,4,0.1,,,6,8,-2587.330919999976,3530.9126700000284
FIXEDTP_FIXED10_TP10_CAP5D,3925.0,5354.377905000133,1.3641727146497153,29.20516499999998,1.0956042048158392,0.5352866242038217,117.0,-30.70486499999999,29.205165000000093,FIXED_TP,FIXED10,5,0.1,,,6,8,-2587.330919999976,3530.9126700000284
FIXEDTP_FIXED10_TP10_CAP6D,3925.0,5354.377905000133,1.3641727146497153,29.20516499999998,1.0956042048158392,0.5352866242038217,117.0,-30.70486499999999,29.205165000000093,FIXED_TP,FIXED10,6,0.1,,,6,8,-2587.330919999976,3530.9126700000284
FIXEDTP_FIXED10_TP10_CAP7D,3925.0,5354.377905000133,1.3641727146497153,29.20516499999998,1.0956042048158392,0.5352866242038217,117.0,-30.70486499999999,29.205165000000093,FIXED_TP,FIXED10,7,0.1,,,6,8,-2587.330919999976,3530.9126700000284
FIXEDTP_FIXED10_TP10_CAP30D,3925.0,5354.377905000133,1.3641727146497153,29.20516499999998,1.0956042048158392,0.5352866242038217,117.0,-30.70486499999999,29.205165000000093,FIXED_TP,FIXED10,30,0.1,,,6,8,-2587.330919999976,3530.9126700000284
FIXEDTP_FIXED3_TP10_CAP1D,3931.0,1914.038584500071,0.4869088233274157,-9.73635449999997,1.0678119284072394,0.2625286186720936,31.0,-9.736354500000028,29.205165000000036,FIXED_TP,FIXED3,1,0.1,,,7,8,-389.87131949999264,1109.542867500007
FIXEDTP_FIXED3_TP10_CAP2D,3931.0,1914.038584500071,0.4869088233274157,-9.73635449999997,1.0678119284072394,0.2625286186720936,31.0,-9.736354500000028,29.205165000000036,FIXED_TP,FIXED3,2,0.1,,,7,8,-389.87131949999264,1109.542867500007
FIXEDTP_FIXED3_TP10_CAP3D,3931.0,1914.038584500071,0.4869088233274157,-9.73635449999997,1.0678119284072394,0.2625286186720936,31.0,-9.736354500000028,29.205165000000036,FIXED_TP,FIXED3,3,0.1,,,7,8,-389.87131949999264,1109.542867500007
FIXEDTP_FIXED3_TP10_CAP4D,3931.0,1914.038584500071,0.4869088233274157,-9.73635449999997,1.0678119284072394,0.2625286186720936,31.0,-9.736354500000028,29.205165000000036,FIXED_TP,FIXED3,4,0.1,,,7,8,-389.87131949999264,1109.542867500007
FIXEDTP_FIXED3_TP10_CAP5D,3931.0,1914.038584500071,0.4869088233274157,-9.73635449999997,1.0678119284072394,0.2625286186720936,31.0,-9.736354500000028,29.205165000000036,FIXED_TP,FIXED3,5,0.1,,,7,8,-389.87131949999264,1109.542867500007
FIXEDTP_FIXED3_TP10_CAP6D,3931.0,1914.038584500071,0.4869088233274157,-9.73635449999997,1.0678119284072394,0.2625286186720936,31.0,-9.736354500000028,29.205165000000036,FIXED_TP,FIXED3,6,0.1,,,7,8,-389.87131949999264,1109.542867500007
FIXEDTP_FIXED3_TP10_CAP7D,3931.0,1914.038584500071,0.4869088233274157,-9.73635449999997,1.0678119284072394,0.2625286186720936,31.0,-9.736354500000028,29.205165000000036,FIXED_TP,FIXED3,7,0.1,,,7,8,-389.87131949999264,1109.542867500007
FIXEDTP_FIXED3_TP10_CAP30D,3931.0,1914.038584500071,0.4869088233274157,-9.73635449999997,1.0678119284072394,0.2625286186720936,31.0,-9.736354500000028,29.205165000000036,FIXED_TP,FIXED3,30,0.1,,,7,8,-389.87131949999264,1109.542867500007
FULL_TRAIL_FIXED5_GB60_CAP7D,3898.0,24317.77982950058,6.238527406234115,-0.7498500000000341,1.7899196726382967,0.11646998460749101,68.0,-15.727357500000041,39.08707225044785,FULL_TRAIL,FIXED5,7,,0.6,,5,8,-2597.860645707677,14236.45016272158
FULL_TRAIL_FIXED5_GB60_CAP30D,3898.0,24317.77982950058,6.238527406234115,-0.7498500000000341,1.7899196726382967,0.11646998460749101,68.0,-15.727357500000041,39.08707225044785,FULL_TRAIL,FIXED5,30,,0.6,,5,8,-2597.860645707677,14236.45016272158
FULL_TRAIL_FIXED5_GB60_CAP90D,3898.0,24317.77982950058,6.238527406234115,-0.7498500000000341,1.7899196726382967,0.11646998460749101,68.0,-15.727357500000041,39.08707225044785,FULL_TRAIL,FIXED5,90,,0.6,,5,8,-2597.860645707677,14236.45016272158
FULL_TRAIL_FIXED5_GB60_CAP180D,3898.0,24317.77982950058,6.238527406234115,-0.7498500000000341,1.7899196726382967,0.11646998460749101,68.0,-15.727357500000041,39.08707225044785,FULL_TRAIL,FIXED5,180,,0.6,,5,8,-2597.860645707677,14236.45016272158
FULL_TRAIL_FIXED5_GB60_CAP365D,3898.0,24317.77982950058,6.238527406234115,-0.7498500000000341,1.7899196726382967,0.11646998460749101,68.0,-15.727357500000041,39.08707225044785,FULL_TRAIL,FIXED5,365,,0.6,,5,8,-2597.860645707677,14236.45016272158
FULL_TRAIL_FIXED7_GB60_CAP7D,3892.0,25646.548582291995,6.589555134196298,-0.7498499999999773,1.7247316136693223,0.13309352517985612,98.0,-21.7183605,43.25158668061512,FULL_TRAIL,FIXED7,7,,0.6,,5,8,-2830.5834502487137,14712.868761861748
FULL_TRAIL_FIXED7_GB60_CAP30D,3892.0,25646.548582291995,6.589555134196298,-0.7498499999999773,1.7247316136693223,0.13309352517985612,98.0,-21.7183605,43.25158668061512,FULL_TRAIL,FIXED7,30,,0.6,,5,8,-2830.5834502487137,14712.868761861748
FULL_TRAIL_FIXED7_GB60_CAP90D,3892.0,25646.548582291995,6.589555134196298,-0.7498499999999773,1.7247316136693223,0.13309352517985612,98.0,-21.7183605,43.25158668061512,FULL_TRAIL,FIXED7,90,,0.6,,5,8,-2830.5834502487137,14712.868761861748
FULL_TRAIL_FIXED7_GB60_CAP180D,3892.0,25646.548582291995,6.589555134196298,-0.7498499999999773,1.7247316136693223,0.13309352517985612,98.0,-21.7183605,43.25158668061512,FULL_TRAIL,FIXED7,180,,0.6,,5,8,-2830.5834502487137,14712.868761861748
FULL_TRAIL_FIXED7_GB60_CAP365D,3892.0,25646.548582291995,6.589555134196298,-0.7498499999999773,1.7247316136693223,0.13309352517985612,98.0,-21.7183605,43.25158668061512,FULL_TRAIL,FIXED7,365,,0.6,,5,8,-2830.5834502487137,14712.868761861748
FULL_TRAIL_STRUCT_CAP10_GB60_CAP7D,3903.0,26045.402706955487,6.673175174725976,-0.7498499999999773,1.7095839705288658,0.13681783243658724,112.0,-30.70486499999999,43.86833248579311,FULL_TRAIL,STRUCT_CAP10,7,,0.6,,5,8,-3238.25577247079,16131.736307970363
FULL_TRAIL_STRUCT_CAP10_GB60_CAP30D,3903.0,26045.402706955487,6.673175174725976,-0.7498499999999773,1.7095839705288658,0.13681783243658724,112.0,-30.70486499999999,43.86833248579311,FULL_TRAIL,STRUCT_CAP10,30,,0.6,,5,8,-3238.25577247079,16131.736307970363
FULL_TRAIL_STRUCT_CAP10_GB60_CAP90D,3903.0,26045.402706955487,6.673175174725976,-0.7498499999999773,1.7095839705288658,0.13681783243658724,112.0,-30.70486499999999,43.86833248579311,FULL_TRAIL,STRUCT_CAP10,90,,0.6,,5,8,-3238.25577247079,16131.736307970363
FULL_TRAIL_STRUCT_CAP10_GB60_CAP180D,3903.0,26045.402706955487,6.673175174725976,-0.7498499999999773,1.7095839705288658,0.13681783243658724,112.0,-30.70486499999999,43.86833248579311,FULL_TRAIL,STRUCT_CAP10,180,,0.6,,5,8,-3238.25577247079,16131.736307970363
FULL_TRAIL_STRUCT_CAP10_GB60_CAP365D,3903.0,26045.402706955487,6.673175174725976,-0.7498499999999773,1.7095839705288658,0.13681783243658724,112.0,-30.70486499999999,43.86833248579311,FULL_TRAIL,STRUCT_CAP10,365,,0.6,,5,8,-3238.25577247079,16131.736307970363
FULL_TRAIL_FIXED10_GB60_CAP7D,3886.0,27384.071184621516,7.046853109784229,-0.7498499999999773,1.6770490223811871,0.1546577457539887,139.0,-30.70486499999999,46.85175105420235,FULL_TRAIL,FIXED10,7,,0.6,,5,8,-3013.173749457761,16240.325424143075
FULL_TRAIL_FIXED10_GB60_CAP30D,3886.0,27384.071184621516,7.046853109784229,-0.7498499999999773,1.6770490223811871,0.1546577457539887,139.0,-30.70486499999999,46.85175105420235,FULL_TRAIL,FIXED10,30,,0.6,,5,8,-3013.173749457761,16240.325424143075
FULL_TRAIL_FIXED10_GB60_CAP90D,3886.0,27384.071184621516,7.046853109784229,-0.7498499999999773,1.6770490223811871,0.1546577457539887,139.0,-30.70486499999999,46.85175105420235,FULL_TRAIL,FIXED10,90,,0.6,,5,8,-3013.173749457761,16240.325424143075
FULL_TRAIL_FIXED10_GB60_CAP180D,3886.0,27384.071184621516,7.046853109784229,-0.7498499999999773,1.6770490223811871,0.1546577457539887,139.0,-30.70486499999999,46.85175105420235,FULL_TRAIL,FIXED10,180,,0.6,,5,8,-3013.173749457761,16240.325424143075
