variant,trades,combined_pnl_usdt,mean_pnl_usdt,median_pnl_usdt,profit_factor,win_rate,median_duration_hours,p10_pnl_usdt,p90_pnl_usdt,family,stop_mode,cap_days,take_profit_pct,trail_giveback_pct,partial_take_profit_pct,positive_years,years_tested,worst_year_pnl_usdt,best_year_pnl_usdt
HALF_TP_RUNNER_STRUCT_CAP10_PT20_GB40_CAP30D,3901.0,13983.81658929737,3.5846748498583363,-20.167097810870864,1.2150813577965316,0.32914637272494235,204.0,-30.70486499999999,67.32704764209304,HALF_TP_RUNNER,STRUCT_CAP10,30,,0.4,0.2,5,8,-3287.5642966019996,9147.321557685476
HALF_TP_RUNNER_STRUCT_CAP10_PT20_GB40_CAP90D,3901.0,13983.81658929737,3.5846748498583363,-20.167097810870864,1.2150813577965316,0.32914637272494235,204.0,-30.70486499999999,67.32704764209304,HALF_TP_RUNNER,STRUCT_CAP10,90,,0.4,0.2,5,8,-3287.5642966019996,9147.321557685476
HALF_TP_RUNNER_STRUCT_CAP10_PT20_GB40_CAP180D,3901.0,13983.81658929737,3.5846748498583363,-20.167097810870864,1.2150813577965316,0.32914637272494235,204.0,-30.70486499999999,67.32704764209304,HALF_TP_RUNNER,STRUCT_CAP10,180,,0.4,0.2,5,8,-3287.5642966019996,9147.321557685476
HALF_TP_RUNNER_STRUCT_CAP10_PT20_GB40_CAP365D,3901.0,13983.81658929737,3.5846748498583363,-20.167097810870864,1.2150813577965316,0.32914637272494235,204.0,-30.70486499999999,67.32704764209304,HALF_TP_RUNNER,STRUCT_CAP10,365,,0.4,0.2,5,8,-3287.5642966019996,9147.321557685476
HALF_TP_RUNNER_STRUCT_CAP10_PT10_GB40_CAP7D,3909.0,10577.241068779964,2.7058687819851532,-10.410732577882229,1.2119537356199455,0.4804297774366846,167.0,-30.70486499999999,48.939134957013344,HALF_TP_RUNNER,STRUCT_CAP10,7,,0.4,0.1,5,8,-2588.0797626163953,7176.770301457552
HALF_TP_RUNNER_STRUCT_CAP10_PT10_GB40_CAP30D,3909.0,10577.241068779964,2.7058687819851532,-10.410732577882229,1.2119537356199455,0.4804297774366846,167.0,-30.70486499999999,48.939134957013344,HALF_TP_RUNNER,STRUCT_CAP10,30,,0.4,0.1,5,8,-2588.0797626163953,7176.770301457552
HALF_TP_RUNNER_STRUCT_CAP10_PT10_GB40_CAP90D,3909.0,10577.241068779964,2.7058687819851532,-10.410732577882229,1.2119537356199455,0.4804297774366846,167.0,-30.70486499999999,48.939134957013344,HALF_TP_RUNNER,STRUCT_CAP10,90,,0.4,0.1,5,8,-2588.0797626163953,7176.770301457552
HALF_TP_RUNNER_STRUCT_CAP10_PT10_GB40_CAP180D,3909.0,10577.241068779964,2.7058687819851532,-10.410732577882229,1.2119537356199455,0.4804297774366846,167.0,-30.70486499999999,48.939134957013344,HALF_TP_RUNNER,STRUCT_CAP10,180,,0.4,0.1,5,8,-2588.0797626163953,7176.770301457552
HALF_TP_RUNNER_STRUCT_CAP10_PT10_GB40_CAP365D,3909.0,10577.241068779964,2.7058687819851532,-10.410732577882229,1.2119537356199455,0.4804297774366846,167.0,-30.70486499999999,48.939134957013344,HALF_TP_RUNNER,STRUCT_CAP10,365,,0.4,0.1,5,8,-2588.0797626163953,7176.770301457552
HALF_TP_RUNNER_FIXED10_PT10_GB40_CAP7D,3893.0,11787.239549214235,3.02780363452716,14.227657500000001,1.2104650967994042,0.531466735165682,207.0,-30.70486499999999,50.35204029307504,HALF_TP_RUNNER,FIXED10,7,,0.4,0.1,5,8,-2697.6331467927475,7334.702822556703
HALF_TP_RUNNER_FIXED10_PT10_GB40_CAP30D,3893.0,11787.239549214235,3.02780363452716,14.227657500000001,1.2104650967994042,0.531466735165682,207.0,-30.70486499999999,50.35204029307504,HALF_TP_RUNNER,FIXED10,30,,0.4,0.1,5,8,-2697.6331467927475,7334.702822556703
HALF_TP_RUNNER_FIXED10_PT10_GB40_CAP90D,3893.0,11787.239549214235,3.02780363452716,14.227657500000001,1.2104650967994042,0.531466735165682,207.0,-30.70486499999999,50.35204029307504,HALF_TP_RUNNER,FIXED10,90,,0.4,0.1,5,8,-2697.6331467927475,7334.702822556703
HALF_TP_RUNNER_FIXED10_PT10_GB40_CAP180D,3893.0,11787.239549214235,3.02780363452716,14.227657500000001,1.2104650967994042,0.531466735165682,207.0,-30.70486499999999,50.35204029307504,HALF_TP_RUNNER,FIXED10,180,,0.4,0.1,5,8,-2697.6331467927475,7334.702822556703
HALF_TP_RUNNER_FIXED10_PT10_GB40_CAP365D,3893.0,11787.239549214235,3.02780363452716,14.227657500000001,1.2104650967994042,0.531466735165682,207.0,-30.70486499999999,50.35204029307504,HALF_TP_RUNNER,FIXED10,365,,0.4,0.1,5,8,-2697.6331467927475,7334.702822556703
HALF_TP_RUNNER_STRUCT_CAP10_PT20_GB30_CAP7D,3905.0,13609.176327594436,3.4850643604595226,-20.134084854865375,1.2093191157320877,0.3298335467349552,196.0,-30.70486499999999,69.84528450308912,HALF_TP_RUNNER,STRUCT_CAP10,7,,0.3,0.2,5,8,-2826.356762774415,8318.86247750319
HALF_TP_RUNNER_STRUCT_CAP10_PT20_GB30_CAP30D,3905.0,13609.176327594436,3.4850643604595226,-20.134084854865375,1.2093191157320877,0.3298335467349552,196.0,-30.70486499999999,69.84528450308912,HALF_TP_RUNNER,STRUCT_CAP10,30,,0.3,0.2,5,8,-2826.356762774415,8318.86247750319
HALF_TP_RUNNER_STRUCT_CAP10_PT20_GB30_CAP90D,3905.0,13609.176327594436,3.4850643604595226,-20.134084854865375,1.2093191157320877,0.3298335467349552,196.0,-30.70486499999999,69.84528450308912,HALF_TP_RUNNER,STRUCT_CAP10,90,,0.3,0.2,5,8,-2826.356762774415,8318.86247750319
HALF_TP_RUNNER_STRUCT_CAP10_PT20_GB30_CAP180D,3905.0,13609.176327594436,3.4850643604595226,-20.134084854865375,1.2093191157320877,0.3298335467349552,196.0,-30.70486499999999,69.84528450308912,HALF_TP_RUNNER,STRUCT_CAP10,180,,0.3,0.2,5,8,-2826.356762774415,8318.86247750319
HALF_TP_RUNNER_STRUCT_CAP10_PT20_GB30_CAP365D,3905.0,13609.176327594436,3.4850643604595226,-20.134084854865375,1.2093191157320877,0.3298335467349552,196.0,-30.70486499999999,69.84528450308912,HALF_TP_RUNNER,STRUCT_CAP10,365,,0.3,0.2,5,8,-2826.356762774415,8318.86247750319
HALF_TP_RUNNER_FIXED7_PT10_GB40_CAP7D,3897.0,9671.992359450698,2.481907200269617,-21.7183605,1.2066529611139731,0.4470105209135232,146.0,-21.7183605,48.0517703974857,HALF_TP_RUNNER,FIXED7,7,,0.4,0.1,5,8,-1554.2341422257673,5788.9859889385925
HALF_TP_RUNNER_FIXED7_PT10_GB40_CAP30D,3897.0,9671.992359450698,2.481907200269617,-21.7183605,1.2066529611139731,0.4470105209135232,146.0,-21.7183605,48.0517703974857,HALF_TP_RUNNER,FIXED7,30,,0.4,0.1,5,8,-1554.2341422257673,5788.9859889385925
HALF_TP_RUNNER_FIXED7_PT10_GB40_CAP90D,3897.0,9671.992359450698,2.481907200269617,-21.7183605,1.2066529611139731,0.4470105209135232,146.0,-21.7183605,48.0517703974857,HALF_TP_RUNNER,FIXED7,90,,0.4,0.1,5,8,-1554.2341422257673,5788.9859889385925
HALF_TP_RUNNER_FIXED7_PT10_GB40_CAP180D,3897.0,9671.992359450698,2.481907200269617,-21.7183605,1.2066529611139731,0.4470105209135232,146.0,-21.7183605,48.0517703974857,HALF_TP_RUNNER,FIXED7,180,,0.4,0.1,5,8,-1554.2341422257673,5788.9859889385925
HALF_TP_RUNNER_FIXED7_PT10_GB40_CAP365D,3897.0,9671.992359450698,2.481907200269617,-21.7183605,1.2066529611139731,0.4470105209135232,146.0,-21.7183605,48.0517703974857,HALF_TP_RUNNER,FIXED7,365,,0.4,0.1,5,8,-1554.2341422257673,5788.9859889385925
HALF_TP_RUNNER_FIXED10_PT10_GB30_CAP7D,3897.0,11504.798805827304,2.952219349711908,14.227657500000001,1.2054220230458899,0.5319476520400308,202.0,-30.70486499999999,53.84643081239303,HALF_TP_RUNNER,FIXED10,7,,0.3,0.1,5,8,-2372.422071074604,6473.018212126608
HALF_TP_RUNNER_FIXED10_PT10_GB30_CAP30D,3897.0,11504.798805827304,2.952219349711908,14.227657500000001,1.2054220230458899,0.5319476520400308,202.0,-30.70486499999999,53.84643081239303,HALF_TP_RUNNER,FIXED10,30,,0.3,0.1,5,8,-2372.422071074604,6473.018212126608
HALF_TP_RUNNER_FIXED10_PT10_GB30_CAP90D,3897.0,11504.798805827304,2.952219349711908,14.227657500000001,1.2054220230458899,0.5319476520400308,202.0,-30.70486499999999,53.84643081239303,HALF_TP_RUNNER,FIXED10,90,,0.3,0.1,5,8,-2372.422071074604,6473.018212126608
HALF_TP_RUNNER_FIXED10_PT10_GB30_CAP180D,3897.0,11504.798805827304,2.952219349711908,14.227657500000001,1.2054220230458899,0.5319476520400308,202.0,-30.70486499999999,53.84643081239303,HALF_TP_RUNNER,FIXED10,180,,0.3,0.1,5,8,-2372.422071074604,6473.018212126608
HALF_TP_RUNNER_FIXED10_PT10_GB30_CAP365D,3897.0,11504.798805827304,2.952219349711908,14.227657500000001,1.2054220230458899,0.5319476520400308,202.0,-30.70486499999999,53.84643081239303,HALF_TP_RUNNER,FIXED10,365,,0.3,0.1,5,8,-2372.422071074604,6473.018212126608
HALF_TP_RUNNER_FIXED5_PT10_GB30_CAP7D,3908.0,7860.526842393514,2.0113937672450137,-15.727357499999984,1.2024299679100858,0.36821903787103377,90.0,-15.727357500000041,49.77496274342121,HALF_TP_RUNNER,FIXED5,7,,0.3,0.1,5,8,-977.0408702284673,3691.6033826215667
HALF_TP_RUNNER_FIXED5_PT10_GB30_CAP30D,3908.0,7860.526842393514,2.0113937672450137,-15.727357499999984,1.2024299679100858,0.36821903787103377,90.0,-15.727357500000041,49.77496274342121,HALF_TP_RUNNER,FIXED5,30,,0.3,0.1,5,8,-977.0408702284673,3691.6033826215667
HALF_TP_RUNNER_FIXED5_PT10_GB30_CAP90D,3908.0,7860.526842393514,2.0113937672450137,-15.727357499999984,1.2024299679100858,0.36821903787103377,90.0,-15.727357500000041,49.77496274342121,HALF_TP_RUNNER,FIXED5,90,,0.3,0.1,5,8,-977.0408702284673,3691.6033826215667
HALF_TP_RUNNER_FIXED5_PT10_GB30_CAP180D,3908.0,7860.526842393514,2.0113937672450137,-15.727357499999984,1.2024299679100858,0.36821903787103377,90.0,-15.727357500000041,49.77496274342121,HALF_TP_RUNNER,FIXED5,180,,0.3,0.1,5,8,-977.0408702284673,3691.6033826215667
HALF_TP_RUNNER_FIXED5_PT10_GB30_CAP365D,3908.0,7860.526842393514,2.0113937672450137,-15.727357499999984,1.2024299679100858,0.36821903787103377,90.0,-15.727357500000041,49.77496274342121,HALF_TP_RUNNER,FIXED5,365,,0.3,0.1,5,8,-977.0408702284673,3691.6033826215667
HALF_TP_RUNNER_STRUCT_CAP10_PT10_GB30_CAP7D,3912.0,9999.204177894853,2.5560337878054327,-10.356168223348604,1.200370650999622,0.4808282208588957,163.5,-30.70486499999999,52.35584368716038,HALF_TP_RUNNER,STRUCT_CAP10,7,,0.3,0.1,5,8,-2179.3575946903143,6273.593996573234
HALF_TP_RUNNER_STRUCT_CAP10_PT10_GB30_CAP30D,3912.0,9999.204177894853,2.5560337878054327,-10.356168223348604,1.200370650999622,0.4808282208588957,163.5,-30.70486499999999,52.35584368716038,HALF_TP_RUNNER,STRUCT_CAP10,30,,0.3,0.1,5,8,-2179.3575946903143,6273.593996573234
HALF_TP_RUNNER_STRUCT_CAP10_PT10_GB30_CAP90D,3912.0,9999.204177894853,2.5560337878054327,-10.356168223348604,1.200370650999622,0.4808282208588957,163.5,-30.70486499999999,52.35584368716038,HALF_TP_RUNNER,STRUCT_CAP10,90,,0.3,0.1,5,8,-2179.3575946903143,6273.593996573234
HALF_TP_RUNNER_STRUCT_CAP10_PT10_GB30_CAP180D,3912.0,9999.204177894853,2.5560337878054327,-10.356168223348604,1.200370650999622,0.4808282208588957,163.5,-30.70486499999999,52.35584368716038,HALF_TP_RUNNER,STRUCT_CAP10,180,,0.3,0.1,5,8,-2179.3575946903143,6273.593996573234
HALF_TP_RUNNER_STRUCT_CAP10_PT10_GB30_CAP365D,3912.0,9999.204177894853,2.5560337878054327,-10.356168223348604,1.200370650999622,0.4808282208588957,163.5,-30.70486499999999,52.35584368716038,HALF_TP_RUNNER,STRUCT_CAP10,365,,0.3,0.1,5,8,-2179.3575946903143,6273.593996573234
HALF_TP_RUNNER_FIXED7_PT10_GB30_CAP7D,3901.0,9222.288341651925,2.3640831432073637,-21.7183605,1.1970445305601423,0.4475775442194309,142.0,-21.7183605,51.72297435149864,HALF_TP_RUNNER,FIXED7,7,,0.3,0.1,5,8,-1238.1664359724607,4762.14318376826
HALF_TP_RUNNER_FIXED7_PT10_GB30_CAP30D,3901.0,9222.288341651925,2.3640831432073637,-21.7183605,1.1970445305601423,0.4475775442194309,142.0,-21.7183605,51.72297435149864,HALF_TP_RUNNER,FIXED7,30,,0.3,0.1,5,8,-1238.1664359724607,4762.14318376826
HALF_TP_RUNNER_FIXED7_PT10_GB30_CAP90D,3901.0,9222.288341651925,2.3640831432073637,-21.7183605,1.1970445305601423,0.4475775442194309,142.0,-21.7183605,51.72297435149864,HALF_TP_RUNNER,FIXED7,90,,0.3,0.1,5,8,-1238.1664359724607,4762.14318376826
HALF_TP_RUNNER_FIXED7_PT10_GB30_CAP180D,3901.0,9222.288341651925,2.3640831432073637,-21.7183605,1.1970445305601423,0.4475775442194309,142.0,-21.7183605,51.72297435149864,HALF_TP_RUNNER,FIXED7,180,,0.3,0.1,5,8,-1238.1664359724607,4762.14318376826
HALF_TP_RUNNER_FIXED7_PT10_GB30_CAP365D,3901.0,9222.288341651925,2.3640831432073637,-21.7183605,1.1970445305601423,0.4475775442194309,142.0,-21.7183605,51.72297435149864,HALF_TP_RUNNER,FIXED7,365,,0.3,0.1,5,8,-1238.1664359724607,4762.14318376826
TIME_FIXED3_CAP1D,3815.0,-37144.19241749997,-9.736354499999994,-9.73635449999997,0.0,0.0,41.0,-9.736354500000028,-9.73635449999997,TIME_ONLY,FIXED3,1,,,,0,8,-7516.465673999994,-1567.553074499999
TIME_FIXED3_CAP2D,3815.0,-37144.19241749997,-9.736354499999994,-9.73635449999997,0.0,0.0,41.0,-9.736354500000028,-9.73635449999997,TIME_ONLY,FIXED3,2,,,,0,8,-7516.465673999994,-1567.553074499999
TIME_FIXED3_CAP3D,3815.0,-37144.19241749997,-9.736354499999994,-9.73635449999997,0.0,0.0,41.0,-9.736354500000028,-9.73635449999997,TIME_ONLY,FIXED3,3,,,,0,8,-7516.465673999994,-1567.553074499999
TIME_FIXED3_CAP4D,3815.0,-37144.19241749997,-9.736354499999994,-9.73635449999997,0.0,0.0,41.0,-9.736354500000028,-9.73635449999997,TIME_ONLY,FIXED3,4,,,,0,8,-7516.465673999994,-1567.553074499999
TIME_FIXED3_CAP5D,3815.0,-37144.19241749997,-9.736354499999994,-9.73635449999997,0.0,0.0,41.0,-9.736354500000028,-9.73635449999997,TIME_ONLY,FIXED3,5,,,,0,8,-7516.465673999994,-1567.553074499999
TIME_FIXED3_CAP6D,3815.0,-37144.19241749997,-9.736354499999994,-9.73635449999997,0.0,0.0,41.0,-9.736354500000028,-9.73635449999997,TIME_ONLY,FIXED3,6,,,,0,8,-7516.465673999994,-1567.553074499999
TIME_FIXED3_CAP7D,3815.0,-37144.19241749997,-9.736354499999994,-9.73635449999997,0.0,0.0,41.0,-9.736354500000028,-9.73635449999997,TIME_ONLY,FIXED3,7,,,,0,8,-7516.465673999994,-1567.553074499999
TIME_FIXED3_CAP30D,3815.0,-37144.19241749997,-9.736354499999994,-9.73635449999997,0.0,0.0,41.0,-9.736354500000028,-9.73635449999997,TIME_ONLY,FIXED3,30,,,,0,8,-7516.465673999994,-1567.553074499999
TIME_FIXED5_CAP1D,3742.0,-58851.771765,-15.7273575,-15.727357499999984,0.0,0.0,99.5,-15.727357500000041,-15.727357499999984,TIME_ONLY,FIXED5,1,,,,0,8,-11921.336984999998,-2532.1045575000007
TIME_FIXED5_CAP2D,3742.0,-58851.771765,-15.7273575,-15.727357499999984,0.0,0.0,99.5,-15.727357500000041,-15.727357499999984,TIME_ONLY,FIXED5,2,,,,0,8,-11921.336984999998,-2532.1045575000007
TIME_FIXED5_CAP3D,3742.0,-58851.771765,-15.7273575,-15.727357499999984,0.0,0.0,99.5,-15.727357500000041,-15.727357499999984,TIME_ONLY,FIXED5,3,,,,0,8,-11921.336984999998,-2532.1045575000007
TIME_FIXED5_CAP4D,3742.0,-58851.771765,-15.7273575,-15.727357499999984,0.0,0.0,99.5,-15.727357500000041,-15.727357499999984,TIME_ONLY,FIXED5,4,,,,0,8,-11921.336984999998,-2532.1045575000007
TIME_FIXED5_CAP5D,3742.0,-58851.771765,-15.7273575,-15.727357499999984,0.0,0.0,99.5,-15.727357500000041,-15.727357499999984,TIME_ONLY,FIXED5,5,,,,0,8,-11921.336984999998,-2532.1045575000007
TIME_FIXED5_CAP6D,3742.0,-58851.771765,-15.7273575,-15.727357499999984,0.0,0.0,99.5,-15.727357500000041,-15.727357499999984,TIME_ONLY,FIXED5,6,,,,0,8,-11921.336984999998,-2532.1045575000007
TIME_FIXED5_CAP7D,3742.0,-58851.771765,-15.7273575,-15.727357499999984,0.0,0.0,99.5,-15.727357500000041,-15.727357499999984,TIME_ONLY,FIXED5,7,,,,0,8,-11921.336984999998,-2532.1045575000007
TIME_FIXED5_CAP30D,3742.0,-58851.771765,-15.7273575,-15.727357499999984,0.0,0.0,99.5,-15.727357500000041,-15.727357499999984,TIME_ONLY,FIXED5,30,,,,0,8,-11921.336984999998,-2532.1045575000007
TIME_FIXED7_CAP1D,3678.0,-79880.129919,-21.7183605,-21.7183605,0.0,0.0,185.0,-21.718360500000056,-21.7183605,TIME_ONLY,FIXED7,1,,,,0,8,-16158.460212000004,-3474.9376800000005
TIME_FIXED7_CAP2D,3678.0,-79880.129919,-21.7183605,-21.7183605,0.0,0.0,185.0,-21.718360500000056,-21.7183605,TIME_ONLY,FIXED7,2,,,,0,8,-16158.460212000004,-3474.9376800000005
TIME_FIXED7_CAP3D,3678.0,-79880.129919,-21.7183605,-21.7183605,0.0,0.0,185.0,-21.718360500000056,-21.7183605,TIME_ONLY,FIXED7,3,,,,0,8,-16158.460212000004,-3474.9376800000005
TIME_FIXED7_CAP4D,3678.0,-79880.129919,-21.7183605,-21.7183605,0.0,0.0,185.0,-21.718360500000056,-21.7183605,TIME_ONLY,FIXED7,4,,,,0,8,-16158.460212000004,-3474.9376800000005
TIME_FIXED7_CAP5D,3678.0,-79880.129919,-21.7183605,-21.7183605,0.0,0.0,185.0,-21.718360500000056,-21.7183605,TIME_ONLY,FIXED7,5,,,,0,8,-16158.460212000004,-3474.9376800000005
TIME_FIXED7_CAP6D,3678.0,-79880.129919,-21.7183605,-21.7183605,0.0,0.0,185.0,-21.718360500000056,-21.7183605,TIME_ONLY,FIXED7,6,,,,0,8,-16158.460212000004,-3474.9376800000005
TIME_FIXED7_CAP7D,3678.0,-79880.129919,-21.7183605,-21.7183605,0.0,0.0,185.0,-21.718360500000056,-21.7183605,TIME_ONLY,FIXED7,7,,,,0,8,-16158.460212000004,-3474.9376800000005
TIME_FIXED7_CAP30D,3678.0,-79880.129919,-21.7183605,-21.7183605,0.0,0.0,185.0,-21.718360500000056,-21.7183605,TIME_ONLY,FIXED7,30,,,,0,8,-16158.460212000004,-3474.9376800000005
TIME_STRUCT_CAP10_CAP1D,3708.0,-94094.12648888052,-25.37597801749744,-28.36685687233649,0.0,0.0,238.0,-30.70486499999999,-15.071221299695496,TIME_ONLY,STRUCT_CAP10,1,,,,0,8,-18823.218075913956,-3997.7358458205463
TIME_STRUCT_CAP10_CAP2D,3708.0,-94094.12648888052,-25.37597801749744,-28.36685687233649,0.0,0.0,238.0,-30.70486499999999,-15.071221299695496,TIME_ONLY,STRUCT_CAP10,2,,,,0,8,-18823.218075913956,-3997.7358458205463
TIME_STRUCT_CAP10_CAP3D,3708.0,-94094.12648888052,-25.37597801749744,-28.36685687233649,0.0,0.0,238.0,-30.70486499999999,-15.071221299695496,TIME_ONLY,STRUCT_CAP10,3,,,,0,8,-18823.218075913956,-3997.7358458205463
TIME_STRUCT_CAP10_CAP4D,3708.0,-94094.12648888052,-25.37597801749744,-28.36685687233649,0.0,0.0,238.0,-30.70486499999999,-15.071221299695496,TIME_ONLY,STRUCT_CAP10,4,,,,0,8,-18823.218075913956,-3997.7358458205463
TIME_STRUCT_CAP10_CAP5D,3708.0,-94094.12648888052,-25.37597801749744,-28.36685687233649,0.0,0.0,238.0,-30.70486499999999,-15.071221299695496,TIME_ONLY,STRUCT_CAP10,5,,,,0,8,-18823.218075913956,-3997.7358458205463
TIME_STRUCT_CAP10_CAP6D,3708.0,-94094.12648888052,-25.37597801749744,-28.36685687233649,0.0,0.0,238.0,-30.70486499999999,-15.071221299695496,TIME_ONLY,STRUCT_CAP10,6,,,,0,8,-18823.218075913956,-3997.7358458205463
TIME_STRUCT_CAP10_CAP7D,3708.0,-94094.12648888052,-25.37597801749744,-28.36685687233649,0.0,0.0,238.0,-30.70486499999999,-15.071221299695496,TIME_ONLY,STRUCT_CAP10,7,,,,0,8,-18823.218075913956,-3997.7358458205463
TIME_STRUCT_CAP10_CAP30D,3708.0,-94094.12648888052,-25.37597801749744,-28.36685687233649,0.0,0.0,238.0,-30.70486499999999,-15.071221299695496,TIME_ONLY,STRUCT_CAP10,30,,,,0,8,-18823.218075913956,-3997.7358458205463
TIME_FIXED10_CAP1D,3575.0,-109769.89237499991,-30.704864999999973,-30.70486499999999,0.0,0.0,318.0,-30.70486499999999,-30.704864999999934,TIME_ONLY,FIXED10,1,,,,0,8,-22199.617394999987,-4882.073534999997
TIME_FIXED10_CAP2D,3575.0,-109769.89237499991,-30.704864999999973,-30.70486499999999,0.0,0.0,318.0,-30.70486499999999,-30.704864999999934,TIME_ONLY,FIXED10,2,,,,0,8,-22199.617394999987,-4882.073534999997
TIME_FIXED10_CAP3D,3575.0,-109769.89237499991,-30.704864999999973,-30.70486499999999,0.0,0.0,318.0,-30.70486499999999,-30.704864999999934,TIME_ONLY,FIXED10,3,,,,0,8,-22199.617394999987,-4882.073534999997
TIME_FIXED10_CAP4D,3575.0,-109769.89237499991,-30.704864999999973,-30.70486499999999,0.0,0.0,318.0,-30.70486499999999,-30.704864999999934,TIME_ONLY,FIXED10,4,,,,0,8,-22199.617394999987,-4882.073534999997
TIME_FIXED10_CAP5D,3575.0,-109769.89237499991,-30.704864999999973,-30.70486499999999,0.0,0.0,318.0,-30.70486499999999,-30.704864999999934,TIME_ONLY,FIXED10,5,,,,0,8,-22199.617394999987,-4882.073534999997
TIME_FIXED10_CAP6D,3575.0,-109769.89237499991,-30.704864999999973,-30.70486499999999,0.0,0.0,318.0,-30.70486499999999,-30.704864999999934,TIME_ONLY,FIXED10,6,,,,0,8,-22199.617394999987,-4882.073534999997
TIME_FIXED10_CAP7D,3575.0,-109769.89237499991,-30.704864999999973,-30.70486499999999,0.0,0.0,318.0,-30.70486499999999,-30.704864999999934,TIME_ONLY,FIXED10,7,,,,0,8,-22199.617394999987,-4882.073534999997
TIME_FIXED10_CAP30D,3575.0,-109769.89237499991,-30.704864999999973,-30.70486499999999,0.0,0.0,318.0,-30.70486499999999,-30.704864999999934,TIME_ONLY,FIXED10,30,,,,0,8,-22199.617394999987,-4882.073534999997
