variant,stage,trades,combined_pnl_usdt,mean_pnl_usdt,median_pnl_usdt,profit_factor,win_rate,median_duration_hours,p10_pnl_usdt,p90_pnl_usdt,family,stop_mode,cap_days,take_profit_pct,trail_giveback_pct,partial_take_profit_pct
HALF_TP_RUNNER_FIXED5_PT20_GB60_CAP180D,BREAKOUT_ATTEMPT,393.0,2940.1040948720993,7.481180902982441,-15.727357499999984,1.6380273968741272,0.2544529262086514,94.0,-15.727357500000041,55.98907835462128,HALF_TP_RUNNER,FIXED5,180,,0.6,0.2
HALF_TP_RUNNER_FIXED5_PT20_GB60_CAP365D,BREAKOUT_ATTEMPT,393.0,2940.1040948720993,7.481180902982441,-15.727357499999984,1.6380273968741272,0.2544529262086514,94.0,-15.727357500000041,55.98907835462128,HALF_TP_RUNNER,FIXED5,365,,0.6,0.2
FULL_TRAIL_FIXED7_GB30_CAP7D,BREAKOUT_ATTEMPT,399.0,2146.625826342897,5.3800146023631505,-0.7498499999999773,1.6403461466245617,0.16791979949874686,90.0,-21.7183605,71.93990825042222,FULL_TRAIL,FIXED7,7,,0.3,
FULL_TRAIL_FIXED7_GB30_CAP30D,BREAKOUT_ATTEMPT,399.0,2146.625826342897,5.3800146023631505,-0.7498499999999773,1.6403461466245617,0.16791979949874686,90.0,-21.7183605,71.93990825042222,FULL_TRAIL,FIXED7,30,,0.3,
FULL_TRAIL_FIXED7_GB30_CAP90D,BREAKOUT_ATTEMPT,399.0,2146.625826342897,5.3800146023631505,-0.7498499999999773,1.6403461466245617,0.16791979949874686,90.0,-21.7183605,71.93990825042222,FULL_TRAIL,FIXED7,90,,0.3,
FULL_TRAIL_FIXED7_GB30_CAP180D,BREAKOUT_ATTEMPT,399.0,2146.625826342897,5.3800146023631505,-0.7498499999999773,1.6403461466245617,0.16791979949874686,90.0,-21.7183605,71.93990825042222,FULL_TRAIL,FIXED7,180,,0.3,
FULL_TRAIL_FIXED7_GB30_CAP365D,BREAKOUT_ATTEMPT,399.0,2146.625826342897,5.3800146023631505,-0.7498499999999773,1.6403461466245617,0.16791979949874686,90.0,-21.7183605,71.93990825042222,FULL_TRAIL,FIXED7,365,,0.3,
HALF_TP_RUNNER_FIXED7_PT10_GB30_CAP7D,BREAKOUT_ATTEMPT,398.0,2091.2435330081303,5.254380736201332,-21.718360499999942,1.4697034090530603,0.4849246231155779,136.0,-21.7183605,53.62741293865249,HALF_TP_RUNNER,FIXED7,7,,0.3,0.1
HALF_TP_RUNNER_FIXED7_PT10_GB30_CAP30D,BREAKOUT_ATTEMPT,398.0,2091.2435330081303,5.254380736201332,-21.718360499999942,1.4697034090530603,0.4849246231155779,136.0,-21.7183605,53.62741293865249,HALF_TP_RUNNER,FIXED7,30,,0.3,0.1
HALF_TP_RUNNER_FIXED7_PT10_GB30_CAP90D,BREAKOUT_ATTEMPT,398.0,2091.2435330081303,5.254380736201332,-21.718360499999942,1.4697034090530603,0.4849246231155779,136.0,-21.7183605,53.62741293865249,HALF_TP_RUNNER,FIXED7,90,,0.3,0.1
HALF_TP_RUNNER_FIXED7_PT10_GB30_CAP180D,BREAKOUT_ATTEMPT,398.0,2091.2435330081303,5.254380736201332,-21.718360499999942,1.4697034090530603,0.4849246231155779,136.0,-21.7183605,53.62741293865249,HALF_TP_RUNNER,FIXED7,180,,0.3,0.1
HALF_TP_RUNNER_FIXED7_PT10_GB30_CAP365D,BREAKOUT_ATTEMPT,398.0,2091.2435330081303,5.254380736201332,-21.718360499999942,1.4697034090530603,0.4849246231155779,136.0,-21.7183605,53.62741293865249,HALF_TP_RUNNER,FIXED7,365,,0.3,0.1
HALF_TP_RUNNER_FIXED7_PT20_GB30_CAP7D,BREAKOUT_ATTEMPT,394.0,2583.633405039913,6.557445190456632,-21.7183605,1.4557884819791675,0.33756345177664976,150.5,-21.718360500000056,70.31356611714752,HALF_TP_RUNNER,FIXED7,7,,0.3,0.2
HALF_TP_RUNNER_FIXED7_PT20_GB30_CAP30D,BREAKOUT_ATTEMPT,394.0,2583.633405039913,6.557445190456632,-21.7183605,1.4557884819791675,0.33756345177664976,150.5,-21.718360500000056,70.31356611714752,HALF_TP_RUNNER,FIXED7,30,,0.3,0.2
HALF_TP_RUNNER_FIXED7_PT20_GB30_CAP90D,BREAKOUT_ATTEMPT,394.0,2583.633405039913,6.557445190456632,-21.7183605,1.4557884819791675,0.33756345177664976,150.5,-21.718360500000056,70.31356611714752,HALF_TP_RUNNER,FIXED7,90,,0.3,0.2
HALF_TP_RUNNER_FIXED7_PT20_GB30_CAP180D,BREAKOUT_ATTEMPT,394.0,2583.633405039913,6.557445190456632,-21.7183605,1.4557884819791675,0.33756345177664976,150.5,-21.718360500000056,70.31356611714752,HALF_TP_RUNNER,FIXED7,180,,0.3,0.2
HALF_TP_RUNNER_FIXED7_PT20_GB30_CAP365D,BREAKOUT_ATTEMPT,394.0,2583.633405039913,6.557445190456632,-21.7183605,1.4557884819791675,0.33756345177664976,150.5,-21.718360500000056,70.31356611714752,HALF_TP_RUNNER,FIXED7,365,,0.3,0.2
FULL_TRAIL_FIXED7_GB40_CAP7D,BREAKOUT_ATTEMPT,398.0,1476.7982012383447,3.710548244317449,-0.7498499999999773,1.440534175029533,0.1658291457286432,90.5,-21.7183605,66.09351444586395,FULL_TRAIL,FIXED7,7,,0.4,
FULL_TRAIL_FIXED7_GB40_CAP30D,BREAKOUT_ATTEMPT,398.0,1476.7982012383447,3.710548244317449,-0.7498499999999773,1.440534175029533,0.1658291457286432,90.5,-21.7183605,66.09351444586395,FULL_TRAIL,FIXED7,30,,0.4,
FULL_TRAIL_FIXED7_GB40_CAP90D,BREAKOUT_ATTEMPT,398.0,1476.7982012383447,3.710548244317449,-0.7498499999999773,1.440534175029533,0.1658291457286432,90.5,-21.7183605,66.09351444586395,FULL_TRAIL,FIXED7,90,,0.4,
FULL_TRAIL_FIXED7_GB40_CAP180D,BREAKOUT_ATTEMPT,398.0,1476.7982012383447,3.710548244317449,-0.7498499999999773,1.440534175029533,0.1658291457286432,90.5,-21.7183605,66.09351444586395,FULL_TRAIL,FIXED7,180,,0.4,
FULL_TRAIL_FIXED7_GB40_CAP365D,BREAKOUT_ATTEMPT,398.0,1476.7982012383447,3.710548244317449,-0.7498499999999773,1.440534175029533,0.1658291457286432,90.5,-21.7183605,66.09351444586395,FULL_TRAIL,FIXED7,365,,0.4,
HALF_TP_RUNNER_FIXED7_PT10_GB40_CAP7D,BREAKOUT_ATTEMPT,397.0,1614.693419255239,4.0672378318771765,-21.718360499999942,1.3626679492984617,0.4836272040302267,137.0,-21.7183605,49.64708512037235,HALF_TP_RUNNER,FIXED7,7,,0.4,0.1
HALF_TP_RUNNER_FIXED7_PT10_GB40_CAP30D,BREAKOUT_ATTEMPT,397.0,1614.693419255239,4.0672378318771765,-21.718360499999942,1.3626679492984617,0.4836272040302267,137.0,-21.7183605,49.64708512037235,HALF_TP_RUNNER,FIXED7,30,,0.4,0.1
HALF_TP_RUNNER_FIXED7_PT10_GB40_CAP90D,BREAKOUT_ATTEMPT,397.0,1614.693419255239,4.0672378318771765,-21.718360499999942,1.3626679492984617,0.4836272040302267,137.0,-21.7183605,49.64708512037235,HALF_TP_RUNNER,FIXED7,90,,0.4,0.1
HALF_TP_RUNNER_FIXED7_PT10_GB40_CAP180D,BREAKOUT_ATTEMPT,397.0,1614.693419255239,4.0672378318771765,-21.718360499999942,1.3626679492984617,0.4836272040302267,137.0,-21.7183605,49.64708512037235,HALF_TP_RUNNER,FIXED7,180,,0.4,0.1
HALF_TP_RUNNER_FIXED7_PT10_GB40_CAP365D,BREAKOUT_ATTEMPT,397.0,1614.693419255239,4.0672378318771765,-21.718360499999942,1.3626679492984617,0.4836272040302267,137.0,-21.7183605,49.64708512037235,HALF_TP_RUNNER,FIXED7,365,,0.4,0.1
HALF_TP_RUNNER_FIXED7_PT20_GB40_CAP7D,BREAKOUT_ATTEMPT,393.0,2122.8011182643627,5.4015295630136455,-21.7183605,1.3744913258010945,0.33587786259541985,154.0,-21.718360500000056,65.99796785986165,HALF_TP_RUNNER,FIXED7,7,,0.4,0.2
HALF_TP_RUNNER_FIXED7_PT20_GB40_CAP30D,BREAKOUT_ATTEMPT,393.0,2122.8011182643627,5.4015295630136455,-21.7183605,1.3744913258010945,0.33587786259541985,154.0,-21.718360500000056,65.99796785986165,HALF_TP_RUNNER,FIXED7,30,,0.4,0.2
HALF_TP_RUNNER_FIXED7_PT20_GB40_CAP90D,BREAKOUT_ATTEMPT,393.0,2122.8011182643627,5.4015295630136455,-21.7183605,1.3744913258010945,0.33587786259541985,154.0,-21.718360500000056,65.99796785986165,HALF_TP_RUNNER,FIXED7,90,,0.4,0.2
HALF_TP_RUNNER_FIXED7_PT20_GB40_CAP180D,BREAKOUT_ATTEMPT,393.0,2122.8011182643627,5.4015295630136455,-21.7183605,1.3744913258010945,0.33587786259541985,154.0,-21.718360500000056,65.99796785986165,HALF_TP_RUNNER,FIXED7,180,,0.4,0.2
HALF_TP_RUNNER_FIXED7_PT20_GB40_CAP365D,BREAKOUT_ATTEMPT,393.0,2122.8011182643627,5.4015295630136455,-21.7183605,1.3744913258010945,0.33587786259541985,154.0,-21.718360500000056,65.99796785986165,HALF_TP_RUNNER,FIXED7,365,,0.4,0.2
FULL_TRAIL_FIXED7_GB50_CAP7D,BREAKOUT_ATTEMPT,398.0,2068.4512849844323,5.1971137813679205,-0.7498499999999773,1.6170264018843625,0.1658291457286432,91.5,-21.7183605,55.318657786177084,FULL_TRAIL,FIXED7,7,,0.5,
FULL_TRAIL_FIXED7_GB50_CAP30D,BREAKOUT_ATTEMPT,398.0,2068.4512849844323,5.1971137813679205,-0.7498499999999773,1.6170264018843625,0.1658291457286432,91.5,-21.7183605,55.318657786177084,FULL_TRAIL,FIXED7,30,,0.5,
FULL_TRAIL_FIXED7_GB50_CAP90D,BREAKOUT_ATTEMPT,398.0,2068.4512849844323,5.1971137813679205,-0.7498499999999773,1.6170264018843625,0.1658291457286432,91.5,-21.7183605,55.318657786177084,FULL_TRAIL,FIXED7,90,,0.5,
FULL_TRAIL_FIXED7_GB50_CAP180D,BREAKOUT_ATTEMPT,398.0,2068.4512849844323,5.1971137813679205,-0.7498499999999773,1.6170264018843625,0.1658291457286432,91.5,-21.7183605,55.318657786177084,FULL_TRAIL,FIXED7,180,,0.5,
FULL_TRAIL_FIXED7_GB50_CAP365D,BREAKOUT_ATTEMPT,398.0,2068.4512849844323,5.1971137813679205,-0.7498499999999773,1.6170264018843625,0.1658291457286432,91.5,-21.7183605,55.318657786177084,FULL_TRAIL,FIXED7,365,,0.5,
HALF_TP_RUNNER_FIXED7_PT10_GB50_CAP7D,BREAKOUT_ATTEMPT,397.0,2174.0203759824517,5.4761218538600795,-21.718360499999942,1.4882954882260495,0.4836272040302267,143.0,-21.7183605,44.37090842299703,HALF_TP_RUNNER,FIXED7,7,,0.5,0.1
HALF_TP_RUNNER_FIXED7_PT10_GB50_CAP30D,BREAKOUT_ATTEMPT,397.0,2174.0203759824517,5.4761218538600795,-21.718360499999942,1.4882954882260495,0.4836272040302267,143.0,-21.7183605,44.37090842299703,HALF_TP_RUNNER,FIXED7,30,,0.5,0.1
HALF_TP_RUNNER_FIXED7_PT10_GB50_CAP90D,BREAKOUT_ATTEMPT,397.0,2174.0203759824517,5.4761218538600795,-21.718360499999942,1.4882954882260495,0.4836272040302267,143.0,-21.7183605,44.37090842299703,HALF_TP_RUNNER,FIXED7,90,,0.5,0.1
HALF_TP_RUNNER_FIXED7_PT10_GB50_CAP180D,BREAKOUT_ATTEMPT,397.0,2174.0203759824517,5.4761218538600795,-21.718360499999942,1.4882954882260495,0.4836272040302267,143.0,-21.7183605,44.37090842299703,HALF_TP_RUNNER,FIXED7,180,,0.5,0.1
HALF_TP_RUNNER_FIXED7_PT10_GB50_CAP365D,BREAKOUT_ATTEMPT,397.0,2174.0203759824517,5.4761218538600795,-21.718360499999942,1.4882954882260495,0.4836272040302267,143.0,-21.7183605,44.37090842299703,HALF_TP_RUNNER,FIXED7,365,,0.5,0.1
HALF_TP_RUNNER_FIXED7_PT20_GB50_CAP7D,BREAKOUT_ATTEMPT,393.0,2976.5879908153515,7.574015243804966,-21.7183605,1.525111077742158,0.33587786259541985,160.0,-21.718360500000056,61.98938383271601,HALF_TP_RUNNER,FIXED7,7,,0.5,0.2
HALF_TP_RUNNER_FIXED7_PT20_GB50_CAP30D,BREAKOUT_ATTEMPT,393.0,2976.5879908153515,7.574015243804966,-21.7183605,1.525111077742158,0.33587786259541985,160.0,-21.718360500000056,61.98938383271601,HALF_TP_RUNNER,FIXED7,30,,0.5,0.2
HALF_TP_RUNNER_FIXED7_PT20_GB50_CAP90D,BREAKOUT_ATTEMPT,393.0,2976.5879908153515,7.574015243804966,-21.7183605,1.525111077742158,0.33587786259541985,160.0,-21.718360500000056,61.98938383271601,HALF_TP_RUNNER,FIXED7,90,,0.5,0.2
HALF_TP_RUNNER_FIXED7_PT20_GB50_CAP180D,BREAKOUT_ATTEMPT,393.0,2976.5879908153515,7.574015243804966,-21.7183605,1.525111077742158,0.33587786259541985,160.0,-21.718360500000056,61.98938383271601,HALF_TP_RUNNER,FIXED7,180,,0.5,0.2
HALF_TP_RUNNER_FIXED7_PT20_GB50_CAP365D,BREAKOUT_ATTEMPT,393.0,2976.5879908153515,7.574015243804966,-21.7183605,1.525111077742158,0.33587786259541985,160.0,-21.718360500000056,61.98938383271601,HALF_TP_RUNNER,FIXED7,365,,0.5,0.2
FULL_TRAIL_FIXED7_GB60_CAP7D,BREAKOUT_ATTEMPT,396.0,4342.727914337998,10.966484632166662,-0.7498499999999773,2.2954512387111516,0.16161616161616163,92.5,-21.7183605,46.890952957132875,FULL_TRAIL,FIXED7,7,,0.6,
FULL_TRAIL_FIXED7_GB60_CAP30D,BREAKOUT_ATTEMPT,396.0,4342.727914337998,10.966484632166662,-0.7498499999999773,2.2954512387111516,0.16161616161616163,92.5,-21.7183605,46.890952957132875,FULL_TRAIL,FIXED7,30,,0.6,
FULL_TRAIL_FIXED7_GB60_CAP90D,BREAKOUT_ATTEMPT,396.0,4342.727914337998,10.966484632166662,-0.7498499999999773,2.2954512387111516,0.16161616161616163,92.5,-21.7183605,46.890952957132875,FULL_TRAIL,FIXED7,90,,0.6,
FULL_TRAIL_FIXED7_GB60_CAP180D,BREAKOUT_ATTEMPT,396.0,4342.727914337998,10.966484632166662,-0.7498499999999773,2.2954512387111516,0.16161616161616163,92.5,-21.7183605,46.890952957132875,FULL_TRAIL,FIXED7,180,,0.6,
FULL_TRAIL_FIXED7_GB60_CAP365D,BREAKOUT_ATTEMPT,396.0,4342.727914337998,10.966484632166662,-0.7498499999999773,2.2954512387111516,0.16161616161616163,92.5,-21.7183605,46.890952957132875,FULL_TRAIL,FIXED7,365,,0.6,
HALF_TP_RUNNER_FIXED7_PT10_GB60_CAP7D,BREAKOUT_ATTEMPT,395.0,3338.043832970122,8.450743880937017,-21.718360499999942,1.7497407849287125,0.4810126582278481,145.0,-21.7183605,41.613874715531885,HALF_TP_RUNNER,FIXED7,7,,0.6,0.1
HALF_TP_RUNNER_FIXED7_PT10_GB60_CAP30D,BREAKOUT_ATTEMPT,395.0,3338.043832970122,8.450743880937017,-21.718360499999942,1.7497407849287125,0.4810126582278481,145.0,-21.7183605,41.613874715531885,HALF_TP_RUNNER,FIXED7,30,,0.6,0.1
HALF_TP_RUNNER_FIXED7_PT10_GB60_CAP90D,BREAKOUT_ATTEMPT,395.0,3338.043832970122,8.450743880937017,-21.718360499999942,1.7497407849287125,0.4810126582278481,145.0,-21.7183605,41.613874715531885,HALF_TP_RUNNER,FIXED7,90,,0.6,0.1
HALF_TP_RUNNER_FIXED7_PT10_GB60_CAP180D,BREAKOUT_ATTEMPT,395.0,3338.043832970122,8.450743880937017,-21.718360499999942,1.7497407849287125,0.4810126582278481,145.0,-21.7183605,41.613874715531885,HALF_TP_RUNNER,FIXED7,180,,0.6,0.1
HALF_TP_RUNNER_FIXED7_PT10_GB60_CAP365D,BREAKOUT_ATTEMPT,395.0,3338.043832970122,8.450743880937017,-21.718360499999942,1.7497407849287125,0.4810126582278481,145.0,-21.7183605,41.613874715531885,HALF_TP_RUNNER,FIXED7,365,,0.6,0.1
HALF_TP_RUNNER_FIXED7_PT20_GB60_CAP7D,BREAKOUT_ATTEMPT,391.0,4116.061689426624,10.527011993418476,-21.7183605,1.72612991668893,0.33248081841432225,164.0,-21.718360500000056,61.34310900619417,HALF_TP_RUNNER,FIXED7,7,,0.6,0.2
HALF_TP_RUNNER_FIXED7_PT20_GB60_CAP30D,BREAKOUT_ATTEMPT,391.0,4116.061689426624,10.527011993418476,-21.7183605,1.72612991668893,0.33248081841432225,164.0,-21.718360500000056,61.34310900619417,HALF_TP_RUNNER,FIXED7,30,,0.6,0.2
HALF_TP_RUNNER_FIXED7_PT20_GB60_CAP90D,BREAKOUT_ATTEMPT,391.0,4116.061689426624,10.527011993418476,-21.7183605,1.72612991668893,0.33248081841432225,164.0,-21.718360500000056,61.34310900619417,HALF_TP_RUNNER,FIXED7,90,,0.6,0.2
HALF_TP_RUNNER_FIXED7_PT20_GB60_CAP180D,BREAKOUT_ATTEMPT,391.0,4116.061689426624,10.527011993418476,-21.7183605,1.72612991668893,0.33248081841432225,164.0,-21.718360500000056,61.34310900619417,HALF_TP_RUNNER,FIXED7,180,,0.6,0.2
HALF_TP_RUNNER_FIXED7_PT20_GB60_CAP365D,BREAKOUT_ATTEMPT,391.0,4116.061689426624,10.527011993418476,-21.7183605,1.72612991668893,0.33248081841432225,164.0,-21.718360500000056,61.34310900619417,HALF_TP_RUNNER,FIXED7,365,,0.6,0.2
FULL_TRAIL_FIXED10_GB30_CAP7D,BREAKOUT_ATTEMPT,399.0,2424.6466238919634,6.076808581182865,-0.7498499999999773,1.6318209800692713,0.18796992481203006,119.0,-30.70486499999999,76.28720193553436,FULL_TRAIL,FIXED10,7,,0.3,
FULL_TRAIL_FIXED10_GB30_CAP30D,BREAKOUT_ATTEMPT,399.0,2424.6466238919634,6.076808581182865,-0.7498499999999773,1.6318209800692713,0.18796992481203006,119.0,-30.70486499999999,76.28720193553436,FULL_TRAIL,FIXED10,30,,0.3,
FULL_TRAIL_FIXED10_GB30_CAP90D,BREAKOUT_ATTEMPT,399.0,2424.6466238919634,6.076808581182865,-0.7498499999999773,1.6318209800692713,0.18796992481203006,119.0,-30.70486499999999,76.28720193553436,FULL_TRAIL,FIXED10,90,,0.3,
FULL_TRAIL_FIXED10_GB30_CAP180D,BREAKOUT_ATTEMPT,399.0,2424.6466238919634,6.076808581182865,-0.7498499999999773,1.6318209800692713,0.18796992481203006,119.0,-30.70486499999999,76.28720193553436,FULL_TRAIL,FIXED10,180,,0.3,
FULL_TRAIL_FIXED10_GB30_CAP365D,BREAKOUT_ATTEMPT,399.0,2424.6466238919634,6.076808581182865,-0.7498499999999773,1.6318209800692713,0.18796992481203006,119.0,-30.70486499999999,76.28720193553436,FULL_TRAIL,FIXED10,365,,0.3,
HALF_TP_RUNNER_FIXED10_PT10_GB30_CAP7D,BREAKOUT_ATTEMPT,398.0,2383.895240916995,5.9896865349673245,14.227657500000001,1.446201191947658,0.5628140703517588,184.0,-30.70486499999999,55.62625695047671,HALF_TP_RUNNER,FIXED10,7,,0.3,0.1
HALF_TP_RUNNER_FIXED10_PT10_GB30_CAP30D,BREAKOUT_ATTEMPT,398.0,2383.895240916995,5.9896865349673245,14.227657500000001,1.446201191947658,0.5628140703517588,184.0,-30.70486499999999,55.62625695047671,HALF_TP_RUNNER,FIXED10,30,,0.3,0.1
HALF_TP_RUNNER_FIXED10_PT10_GB30_CAP90D,BREAKOUT_ATTEMPT,398.0,2383.895240916995,5.9896865349673245,14.227657500000001,1.446201191947658,0.5628140703517588,184.0,-30.70486499999999,55.62625695047671,HALF_TP_RUNNER,FIXED10,90,,0.3,0.1
HALF_TP_RUNNER_FIXED10_PT10_GB30_CAP180D,BREAKOUT_ATTEMPT,398.0,2383.895240916995,5.9896865349673245,14.227657500000001,1.446201191947658,0.5628140703517588,184.0,-30.70486499999999,55.62625695047671,HALF_TP_RUNNER,FIXED10,180,,0.3,0.1
HALF_TP_RUNNER_FIXED10_PT10_GB30_CAP365D,BREAKOUT_ATTEMPT,398.0,2383.895240916995,5.9896865349673245,14.227657500000001,1.446201191947658,0.5628140703517588,184.0,-30.70486499999999,55.62625695047671,HALF_TP_RUNNER,FIXED10,365,,0.3,0.1
HALF_TP_RUNNER_FIXED10_PT20_GB30_CAP7D,BREAKOUT_ATTEMPT,393.0,3069.090848912584,7.8093914730600105,-30.704864999999934,1.436482734740346,0.4173027989821883,225.0,-30.70486499999999,73.66140020060769,HALF_TP_RUNNER,FIXED10,7,,0.3,0.2
HALF_TP_RUNNER_FIXED10_PT20_GB30_CAP30D,BREAKOUT_ATTEMPT,393.0,3069.090848912584,7.8093914730600105,-30.704864999999934,1.436482734740346,0.4173027989821883,225.0,-30.70486499999999,73.66140020060769,HALF_TP_RUNNER,FIXED10,30,,0.3,0.2
HALF_TP_RUNNER_FIXED10_PT20_GB30_CAP90D,BREAKOUT_ATTEMPT,393.0,3069.090848912584,7.8093914730600105,-30.704864999999934,1.436482734740346,0.4173027989821883,225.0,-30.70486499999999,73.66140020060769,HALF_TP_RUNNER,FIXED10,90,,0.3,0.2
HALF_TP_RUNNER_FIXED10_PT20_GB30_CAP180D,BREAKOUT_ATTEMPT,393.0,3069.090848912584,7.8093914730600105,-30.704864999999934,1.436482734740346,0.4173027989821883,225.0,-30.70486499999999,73.66140020060769,HALF_TP_RUNNER,FIXED10,180,,0.3,0.2
HALF_TP_RUNNER_FIXED10_PT20_GB30_CAP365D,BREAKOUT_ATTEMPT,393.0,3069.090848912584,7.8093914730600105,-30.704864999999934,1.436482734740346,0.4173027989821883,225.0,-30.70486499999999,73.66140020060769,HALF_TP_RUNNER,FIXED10,365,,0.3,0.2
FULL_TRAIL_FIXED10_GB40_CAP7D,BREAKOUT_ATTEMPT,398.0,1799.597153978289,4.521600889392686,-0.7498499999999773,1.4689438973714535,0.18592964824120603,121.5,-30.70486499999999,67.54127324940394,FULL_TRAIL,FIXED10,7,,0.4,
FULL_TRAIL_FIXED10_GB40_CAP30D,BREAKOUT_ATTEMPT,398.0,1799.597153978289,4.521600889392686,-0.7498499999999773,1.4689438973714535,0.18592964824120603,121.5,-30.70486499999999,67.54127324940394,FULL_TRAIL,FIXED10,30,,0.4,
FULL_TRAIL_FIXED10_GB40_CAP90D,BREAKOUT_ATTEMPT,398.0,1799.597153978289,4.521600889392686,-0.7498499999999773,1.4689438973714535,0.18592964824120603,121.5,-30.70486499999999,67.54127324940394,FULL_TRAIL,FIXED10,90,,0.4,
FULL_TRAIL_FIXED10_GB40_CAP180D,BREAKOUT_ATTEMPT,398.0,1799.597153978289,4.521600889392686,-0.7498499999999773,1.4689438973714535,0.18592964824120603,121.5,-30.70486499999999,67.54127324940394,FULL_TRAIL,FIXED10,180,,0.4,
FULL_TRAIL_FIXED10_GB40_CAP365D,BREAKOUT_ATTEMPT,398.0,1799.597153978289,4.521600889392686,-0.7498499999999773,1.4689438973714535,0.18592964824120603,121.5,-30.70486499999999,67.54127324940394,FULL_TRAIL,FIXED10,365,,0.4,
HALF_TP_RUNNER_FIXED10_PT10_GB40_CAP7D,BREAKOUT_ATTEMPT,397.0,1878.6862888832104,4.732207276783905,14.227657500000001,1.351639638775804,0.5617128463476071,187.0,-30.70486499999999,51.37630653975806,HALF_TP_RUNNER,FIXED10,7,,0.4,0.1
HALF_TP_RUNNER_FIXED10_PT10_GB40_CAP30D,BREAKOUT_ATTEMPT,397.0,1878.6862888832104,4.732207276783905,14.227657500000001,1.351639638775804,0.5617128463476071,187.0,-30.70486499999999,51.37630653975806,HALF_TP_RUNNER,FIXED10,30,,0.4,0.1
HALF_TP_RUNNER_FIXED10_PT10_GB40_CAP90D,BREAKOUT_ATTEMPT,397.0,1878.6862888832104,4.732207276783905,14.227657500000001,1.351639638775804,0.5617128463476071,187.0,-30.70486499999999,51.37630653975806,HALF_TP_RUNNER,FIXED10,90,,0.4,0.1
HALF_TP_RUNNER_FIXED10_PT10_GB40_CAP180D,BREAKOUT_ATTEMPT,397.0,1878.6862888832104,4.732207276783905,14.227657500000001,1.351639638775804,0.5617128463476071,187.0,-30.70486499999999,51.37630653975806,HALF_TP_RUNNER,FIXED10,180,,0.4,0.1
HALF_TP_RUNNER_FIXED10_PT10_GB40_CAP365D,BREAKOUT_ATTEMPT,397.0,1878.6862888832104,4.732207276783905,14.227657500000001,1.351639638775804,0.5617128463476071,187.0,-30.70486499999999,51.37630653975806,HALF_TP_RUNNER,FIXED10,365,,0.4,0.1
HALF_TP_RUNNER_FIXED10_PT20_GB40_CAP7D,BREAKOUT_ATTEMPT,392.0,2709.9312817082546,6.913090004357792,-30.704864999999934,1.3854034549734893,0.41581632653061223,240.0,-30.70486499999999,68.85266213049199,HALF_TP_RUNNER,FIXED10,7,,0.4,0.2
HALF_TP_RUNNER_FIXED10_PT20_GB40_CAP30D,BREAKOUT_ATTEMPT,392.0,2709.9312817082546,6.913090004357792,-30.704864999999934,1.3854034549734893,0.41581632653061223,240.0,-30.70486499999999,68.85266213049199,HALF_TP_RUNNER,FIXED10,30,,0.4,0.2
HALF_TP_RUNNER_FIXED10_PT20_GB40_CAP90D,BREAKOUT_ATTEMPT,392.0,2709.9312817082546,6.913090004357792,-30.704864999999934,1.3854034549734893,0.41581632653061223,240.0,-30.70486499999999,68.85266213049199,HALF_TP_RUNNER,FIXED10,90,,0.4,0.2
HALF_TP_RUNNER_FIXED10_PT20_GB40_CAP180D,BREAKOUT_ATTEMPT,392.0,2709.9312817082546,6.913090004357792,-30.704864999999934,1.3854034549734893,0.41581632653061223,240.0,-30.70486499999999,68.85266213049199,HALF_TP_RUNNER,FIXED10,180,,0.4,0.2
HALF_TP_RUNNER_FIXED10_PT20_GB40_CAP365D,BREAKOUT_ATTEMPT,392.0,2709.9312817082546,6.913090004357792,-30.704864999999934,1.3854034549734893,0.41581632653061223,240.0,-30.70486499999999,68.85266213049199,HALF_TP_RUNNER,FIXED10,365,,0.4,0.2
FULL_TRAIL_FIXED10_GB50_CAP7D,BREAKOUT_ATTEMPT,398.0,2378.5636624772706,5.976290609239373,-0.7498499999999773,1.6198125572506135,0.18592964824120603,124.5,-30.70486499999999,57.88068926620642,FULL_TRAIL,FIXED10,7,,0.5,
FULL_TRAIL_FIXED10_GB50_CAP30D,BREAKOUT_ATTEMPT,398.0,2378.5636624772706,5.976290609239373,-0.7498499999999773,1.6198125572506135,0.18592964824120603,124.5,-30.70486499999999,57.88068926620642,FULL_TRAIL,FIXED10,30,,0.5,
FULL_TRAIL_FIXED10_GB50_CAP90D,BREAKOUT_ATTEMPT,398.0,2378.5636624772706,5.976290609239373,-0.7498499999999773,1.6198125572506135,0.18592964824120603,124.5,-30.70486499999999,57.88068926620642,FULL_TRAIL,FIXED10,90,,0.5,
FULL_TRAIL_FIXED10_GB50_CAP180D,BREAKOUT_ATTEMPT,398.0,2378.5636624772706,5.976290609239373,-0.7498499999999773,1.6198125572506135,0.18592964824120603,124.5,-30.70486499999999,57.88068926620642,FULL_TRAIL,FIXED10,180,,0.5,
FULL_TRAIL_FIXED10_GB50_CAP365D,BREAKOUT_ATTEMPT,398.0,2378.5636624772706,5.976290609239373,-0.7498499999999773,1.6198125572506135,0.18592964824120603,124.5,-30.70486499999999,57.88068926620642,FULL_TRAIL,FIXED10,365,,0.5,
