variant,stage,trades,combined_pnl_usdt,mean_pnl_usdt,median_pnl_usdt,profit_factor,win_rate,median_duration_hours,p10_pnl_usdt,p90_pnl_usdt,family,stop_mode,cap_days,take_profit_pct,trail_giveback_pct,partial_take_profit_pct
HALF_TP_RUNNER_FIXED10_PT10_GB50_CAP7D,BREAKOUT_ATTEMPT,397.0,2467.265884480551,6.214775527658818,14.227657500000001,1.461805938285921,0.5617128463476071,195.0,-30.70486499999999,47.45348617032392,HALF_TP_RUNNER,FIXED10,7,,0.5,0.1
HALF_TP_RUNNER_FIXED10_PT10_GB50_CAP30D,BREAKOUT_ATTEMPT,397.0,2467.265884480551,6.214775527658818,14.227657500000001,1.461805938285921,0.5617128463476071,195.0,-30.70486499999999,47.45348617032392,HALF_TP_RUNNER,FIXED10,30,,0.5,0.1
HALF_TP_RUNNER_FIXED10_PT10_GB50_CAP90D,BREAKOUT_ATTEMPT,397.0,2467.265884480551,6.214775527658818,14.227657500000001,1.461805938285921,0.5617128463476071,195.0,-30.70486499999999,47.45348617032392,HALF_TP_RUNNER,FIXED10,90,,0.5,0.1
HALF_TP_RUNNER_FIXED10_PT10_GB50_CAP180D,BREAKOUT_ATTEMPT,397.0,2467.265884480551,6.214775527658818,14.227657500000001,1.461805938285921,0.5617128463476071,195.0,-30.70486499999999,47.45348617032392,HALF_TP_RUNNER,FIXED10,180,,0.5,0.1
HALF_TP_RUNNER_FIXED10_PT10_GB50_CAP365D,BREAKOUT_ATTEMPT,397.0,2467.265884480551,6.214775527658818,14.227657500000001,1.461805938285921,0.5617128463476071,195.0,-30.70486499999999,47.45348617032392,HALF_TP_RUNNER,FIXED10,365,,0.5,0.1
HALF_TP_RUNNER_FIXED10_PT20_GB50_CAP7D,BREAKOUT_ATTEMPT,392.0,3643.3071796345175,9.294150968455401,-30.704864999999934,1.5181471515675242,0.41581632653061223,256.5,-30.70486499999999,65.8219669523785,HALF_TP_RUNNER,FIXED10,7,,0.5,0.2
HALF_TP_RUNNER_FIXED10_PT20_GB50_CAP30D,BREAKOUT_ATTEMPT,392.0,3643.3071796345175,9.294150968455401,-30.704864999999934,1.5181471515675242,0.41581632653061223,256.5,-30.70486499999999,65.8219669523785,HALF_TP_RUNNER,FIXED10,30,,0.5,0.2
HALF_TP_RUNNER_FIXED10_PT20_GB50_CAP90D,BREAKOUT_ATTEMPT,392.0,3643.3071796345175,9.294150968455401,-30.704864999999934,1.5181471515675242,0.41581632653061223,256.5,-30.70486499999999,65.8219669523785,HALF_TP_RUNNER,FIXED10,90,,0.5,0.2
HALF_TP_RUNNER_FIXED10_PT20_GB50_CAP180D,BREAKOUT_ATTEMPT,392.0,3643.3071796345175,9.294150968455401,-30.704864999999934,1.5181471515675242,0.41581632653061223,256.5,-30.70486499999999,65.8219669523785,HALF_TP_RUNNER,FIXED10,180,,0.5,0.2
HALF_TP_RUNNER_FIXED10_PT20_GB50_CAP365D,BREAKOUT_ATTEMPT,392.0,3643.3071796345175,9.294150968455401,-30.704864999999934,1.5181471515675242,0.41581632653061223,256.5,-30.70486499999999,65.8219669523785,HALF_TP_RUNNER,FIXED10,365,,0.5,0.2
FULL_TRAIL_FIXED10_GB60_CAP7D,BREAKOUT_ATTEMPT,396.0,4577.973904081869,11.5605401618229,-0.7498499999999773,2.1929408311738525,0.18181818181818182,125.5,-30.70486499999999,49.615071321278506,FULL_TRAIL,FIXED10,7,,0.6,
FULL_TRAIL_FIXED10_GB60_CAP30D,BREAKOUT_ATTEMPT,396.0,4577.973904081869,11.5605401618229,-0.7498499999999773,2.1929408311738525,0.18181818181818182,125.5,-30.70486499999999,49.615071321278506,FULL_TRAIL,FIXED10,30,,0.6,
FULL_TRAIL_FIXED10_GB60_CAP90D,BREAKOUT_ATTEMPT,396.0,4577.973904081869,11.5605401618229,-0.7498499999999773,2.1929408311738525,0.18181818181818182,125.5,-30.70486499999999,49.615071321278506,FULL_TRAIL,FIXED10,90,,0.6,
FULL_TRAIL_FIXED10_GB60_CAP180D,BREAKOUT_ATTEMPT,396.0,4577.973904081869,11.5605401618229,-0.7498499999999773,2.1929408311738525,0.18181818181818182,125.5,-30.70486499999999,49.615071321278506,FULL_TRAIL,FIXED10,180,,0.6,
FULL_TRAIL_FIXED10_GB60_CAP365D,BREAKOUT_ATTEMPT,396.0,4577.973904081869,11.5605401618229,-0.7498499999999773,2.1929408311738525,0.18181818181818182,125.5,-30.70486499999999,49.615071321278506,FULL_TRAIL,FIXED10,365,,0.6,
HALF_TP_RUNNER_FIXED10_PT10_GB60_CAP7D,BREAKOUT_ATTEMPT,395.0,3919.1825334031705,9.921981097223217,14.227657500000001,1.7335657573578027,0.5594936708860759,202.0,-30.70486499999999,47.109529936339996,HALF_TP_RUNNER,FIXED10,7,,0.6,0.1
HALF_TP_RUNNER_FIXED10_PT10_GB60_CAP30D,BREAKOUT_ATTEMPT,395.0,3919.1825334031705,9.921981097223217,14.227657500000001,1.7335657573578027,0.5594936708860759,202.0,-30.70486499999999,47.109529936339996,HALF_TP_RUNNER,FIXED10,30,,0.6,0.1
HALF_TP_RUNNER_FIXED10_PT10_GB60_CAP90D,BREAKOUT_ATTEMPT,395.0,3919.1825334031705,9.921981097223217,14.227657500000001,1.7335657573578027,0.5594936708860759,202.0,-30.70486499999999,47.109529936339996,HALF_TP_RUNNER,FIXED10,90,,0.6,0.1
HALF_TP_RUNNER_FIXED10_PT10_GB60_CAP180D,BREAKOUT_ATTEMPT,395.0,3919.1825334031705,9.921981097223217,14.227657500000001,1.7335657573578027,0.5594936708860759,202.0,-30.70486499999999,47.109529936339996,HALF_TP_RUNNER,FIXED10,180,,0.6,0.1
HALF_TP_RUNNER_FIXED10_PT10_GB60_CAP365D,BREAKOUT_ATTEMPT,395.0,3919.1825334031705,9.921981097223217,14.227657500000001,1.7335657573578027,0.5594936708860759,202.0,-30.70486499999999,47.109529936339996,HALF_TP_RUNNER,FIXED10,365,,0.6,0.1
HALF_TP_RUNNER_FIXED10_PT20_GB60_CAP7D,BREAKOUT_ATTEMPT,390.0,4994.3320032165275,12.805979495426994,-30.704864999999934,1.71028842034362,0.4128205128205128,266.5,-30.70486499999999,68.71613721121135,HALF_TP_RUNNER,FIXED10,7,,0.6,0.2
HALF_TP_RUNNER_FIXED10_PT20_GB60_CAP30D,BREAKOUT_ATTEMPT,390.0,4994.3320032165275,12.805979495426994,-30.704864999999934,1.71028842034362,0.4128205128205128,266.5,-30.70486499999999,68.71613721121135,HALF_TP_RUNNER,FIXED10,30,,0.6,0.2
HALF_TP_RUNNER_FIXED10_PT20_GB60_CAP90D,BREAKOUT_ATTEMPT,390.0,4994.3320032165275,12.805979495426994,-30.704864999999934,1.71028842034362,0.4128205128205128,266.5,-30.70486499999999,68.71613721121135,HALF_TP_RUNNER,FIXED10,90,,0.6,0.2
HALF_TP_RUNNER_FIXED10_PT20_GB60_CAP180D,BREAKOUT_ATTEMPT,390.0,4994.3320032165275,12.805979495426994,-30.704864999999934,1.71028842034362,0.4128205128205128,266.5,-30.70486499999999,68.71613721121135,HALF_TP_RUNNER,FIXED10,180,,0.6,0.2
HALF_TP_RUNNER_FIXED10_PT20_GB60_CAP365D,BREAKOUT_ATTEMPT,390.0,4994.3320032165275,12.805979495426994,-30.704864999999934,1.71028842034362,0.4128205128205128,266.5,-30.70486499999999,68.71613721121135,HALF_TP_RUNNER,FIXED10,365,,0.6,0.2
FULL_TRAIL_STRUCT_CAP10_GB30_CAP7D,BREAKOUT_ATTEMPT,400.0,2418.9318534192566,6.0473296335481415,-0.7498499999999773,1.6678636282449155,0.18,108.0,-30.70486499999999,75.96219366690705,FULL_TRAIL,STRUCT_CAP10,7,,0.3,
FULL_TRAIL_STRUCT_CAP10_GB30_CAP30D,BREAKOUT_ATTEMPT,400.0,2418.9318534192566,6.0473296335481415,-0.7498499999999773,1.6678636282449155,0.18,108.0,-30.70486499999999,75.96219366690705,FULL_TRAIL,STRUCT_CAP10,30,,0.3,
FULL_TRAIL_STRUCT_CAP10_GB30_CAP90D,BREAKOUT_ATTEMPT,400.0,2418.9318534192566,6.0473296335481415,-0.7498499999999773,1.6678636282449155,0.18,108.0,-30.70486499999999,75.96219366690705,FULL_TRAIL,STRUCT_CAP10,90,,0.3,
FULL_TRAIL_STRUCT_CAP10_GB30_CAP180D,BREAKOUT_ATTEMPT,400.0,2418.9318534192566,6.0473296335481415,-0.7498499999999773,1.6678636282449155,0.18,108.0,-30.70486499999999,75.96219366690705,FULL_TRAIL,STRUCT_CAP10,180,,0.3,
FULL_TRAIL_STRUCT_CAP10_GB30_CAP365D,BREAKOUT_ATTEMPT,400.0,2418.9318534192566,6.0473296335481415,-0.7498499999999773,1.6678636282449155,0.18,108.0,-30.70486499999999,75.96219366690705,FULL_TRAIL,STRUCT_CAP10,365,,0.3,
HALF_TP_RUNNER_STRUCT_CAP10_PT10_GB30_CAP7D,BREAKOUT_ATTEMPT,400.0,2508.7266943911454,6.271816735977864,14.227657500000001,1.5049097882292894,0.5425,164.5,-30.70486499999999,55.493380253525736,HALF_TP_RUNNER,STRUCT_CAP10,7,,0.3,0.1
HALF_TP_RUNNER_STRUCT_CAP10_PT10_GB30_CAP30D,BREAKOUT_ATTEMPT,400.0,2508.7266943911454,6.271816735977864,14.227657500000001,1.5049097882292894,0.5425,164.5,-30.70486499999999,55.493380253525736,HALF_TP_RUNNER,STRUCT_CAP10,30,,0.3,0.1
HALF_TP_RUNNER_STRUCT_CAP10_PT10_GB30_CAP90D,BREAKOUT_ATTEMPT,400.0,2508.7266943911454,6.271816735977864,14.227657500000001,1.5049097882292894,0.5425,164.5,-30.70486499999999,55.493380253525736,HALF_TP_RUNNER,STRUCT_CAP10,90,,0.3,0.1
HALF_TP_RUNNER_STRUCT_CAP10_PT10_GB30_CAP180D,BREAKOUT_ATTEMPT,400.0,2508.7266943911454,6.271816735977864,14.227657500000001,1.5049097882292894,0.5425,164.5,-30.70486499999999,55.493380253525736,HALF_TP_RUNNER,STRUCT_CAP10,180,,0.3,0.1
HALF_TP_RUNNER_STRUCT_CAP10_PT10_GB30_CAP365D,BREAKOUT_ATTEMPT,400.0,2508.7266943911454,6.271816735977864,14.227657500000001,1.5049097882292894,0.5425,164.5,-30.70486499999999,55.493380253525736,HALF_TP_RUNNER,STRUCT_CAP10,365,,0.3,0.1
HALF_TP_RUNNER_STRUCT_CAP10_PT20_GB30_CAP7D,BREAKOUT_ATTEMPT,397.0,3136.700205041522,7.901008073152449,-21.956926310633317,1.479411734421886,0.3954659949622166,206.0,-30.70486499999999,73.20398788414326,HALF_TP_RUNNER,STRUCT_CAP10,7,,0.3,0.2
HALF_TP_RUNNER_STRUCT_CAP10_PT20_GB30_CAP30D,BREAKOUT_ATTEMPT,397.0,3136.700205041522,7.901008073152449,-21.956926310633317,1.479411734421886,0.3954659949622166,206.0,-30.70486499999999,73.20398788414326,HALF_TP_RUNNER,STRUCT_CAP10,30,,0.3,0.2
HALF_TP_RUNNER_STRUCT_CAP10_PT20_GB30_CAP90D,BREAKOUT_ATTEMPT,397.0,3136.700205041522,7.901008073152449,-21.956926310633317,1.479411734421886,0.3954659949622166,206.0,-30.70486499999999,73.20398788414326,HALF_TP_RUNNER,STRUCT_CAP10,90,,0.3,0.2
HALF_TP_RUNNER_STRUCT_CAP10_PT20_GB30_CAP180D,BREAKOUT_ATTEMPT,397.0,3136.700205041522,7.901008073152449,-21.956926310633317,1.479411734421886,0.3954659949622166,206.0,-30.70486499999999,73.20398788414326,HALF_TP_RUNNER,STRUCT_CAP10,180,,0.3,0.2
HALF_TP_RUNNER_STRUCT_CAP10_PT20_GB30_CAP365D,BREAKOUT_ATTEMPT,397.0,3136.700205041522,7.901008073152449,-21.956926310633317,1.479411734421886,0.3954659949622166,206.0,-30.70486499999999,73.20398788414326,HALF_TP_RUNNER,STRUCT_CAP10,365,,0.3,0.2
FULL_TRAIL_STRUCT_CAP10_GB40_CAP7D,BREAKOUT_ATTEMPT,399.0,1749.9977938825045,4.385959383164172,-0.7498499999999773,1.4831718902667221,0.17794486215538846,109.0,-30.70486499999999,66.51078122444879,FULL_TRAIL,STRUCT_CAP10,7,,0.4,
FULL_TRAIL_STRUCT_CAP10_GB40_CAP30D,BREAKOUT_ATTEMPT,399.0,1749.9977938825045,4.385959383164172,-0.7498499999999773,1.4831718902667221,0.17794486215538846,109.0,-30.70486499999999,66.51078122444879,FULL_TRAIL,STRUCT_CAP10,30,,0.4,
FULL_TRAIL_STRUCT_CAP10_GB40_CAP90D,BREAKOUT_ATTEMPT,399.0,1749.9977938825045,4.385959383164172,-0.7498499999999773,1.4831718902667221,0.17794486215538846,109.0,-30.70486499999999,66.51078122444879,FULL_TRAIL,STRUCT_CAP10,90,,0.4,
FULL_TRAIL_STRUCT_CAP10_GB40_CAP180D,BREAKOUT_ATTEMPT,399.0,1749.9977938825045,4.385959383164172,-0.7498499999999773,1.4831718902667221,0.17794486215538846,109.0,-30.70486499999999,66.51078122444879,FULL_TRAIL,STRUCT_CAP10,180,,0.4,
FULL_TRAIL_STRUCT_CAP10_GB40_CAP365D,BREAKOUT_ATTEMPT,399.0,1749.9977938825045,4.385959383164172,-0.7498499999999773,1.4831718902667221,0.17794486215538846,109.0,-30.70486499999999,66.51078122444879,FULL_TRAIL,STRUCT_CAP10,365,,0.4,
HALF_TP_RUNNER_STRUCT_CAP10_PT10_GB40_CAP7D,BREAKOUT_ATTEMPT,399.0,1986.9678635037358,4.979869332089564,14.227657500000001,1.3998998876294717,0.5413533834586466,170.0,-30.70486499999999,51.23852652364284,HALF_TP_RUNNER,STRUCT_CAP10,7,,0.4,0.1
HALF_TP_RUNNER_STRUCT_CAP10_PT10_GB40_CAP30D,BREAKOUT_ATTEMPT,399.0,1986.9678635037358,4.979869332089564,14.227657500000001,1.3998998876294717,0.5413533834586466,170.0,-30.70486499999999,51.23852652364284,HALF_TP_RUNNER,STRUCT_CAP10,30,,0.4,0.1
HALF_TP_RUNNER_STRUCT_CAP10_PT10_GB40_CAP90D,BREAKOUT_ATTEMPT,399.0,1986.9678635037358,4.979869332089564,14.227657500000001,1.3998998876294717,0.5413533834586466,170.0,-30.70486499999999,51.23852652364284,HALF_TP_RUNNER,STRUCT_CAP10,90,,0.4,0.1
HALF_TP_RUNNER_STRUCT_CAP10_PT10_GB40_CAP180D,BREAKOUT_ATTEMPT,399.0,1986.9678635037358,4.979869332089564,14.227657500000001,1.3998998876294717,0.5413533834586466,170.0,-30.70486499999999,51.23852652364284,HALF_TP_RUNNER,STRUCT_CAP10,180,,0.4,0.1
HALF_TP_RUNNER_STRUCT_CAP10_PT10_GB40_CAP365D,BREAKOUT_ATTEMPT,399.0,1986.9678635037358,4.979869332089564,14.227657500000001,1.3998998876294717,0.5413533834586466,170.0,-30.70486499999999,51.23852652364284,HALF_TP_RUNNER,STRUCT_CAP10,365,,0.4,0.1
HALF_TP_RUNNER_STRUCT_CAP10_PT20_GB40_CAP7D,BREAKOUT_ATTEMPT,396.0,2770.5621423106754,6.99636904623908,-22.004305790797545,1.4234513709132732,0.3939393939393939,210.0,-30.70486499999999,68.50438185403048,HALF_TP_RUNNER,STRUCT_CAP10,7,,0.4,0.2
HALF_TP_RUNNER_STRUCT_CAP10_PT20_GB40_CAP30D,BREAKOUT_ATTEMPT,396.0,2770.5621423106754,6.99636904623908,-22.004305790797545,1.4234513709132732,0.3939393939393939,210.0,-30.70486499999999,68.50438185403048,HALF_TP_RUNNER,STRUCT_CAP10,30,,0.4,0.2
HALF_TP_RUNNER_STRUCT_CAP10_PT20_GB40_CAP90D,BREAKOUT_ATTEMPT,396.0,2770.5621423106754,6.99636904623908,-22.004305790797545,1.4234513709132732,0.3939393939393939,210.0,-30.70486499999999,68.50438185403048,HALF_TP_RUNNER,STRUCT_CAP10,90,,0.4,0.2
HALF_TP_RUNNER_STRUCT_CAP10_PT20_GB40_CAP180D,BREAKOUT_ATTEMPT,396.0,2770.5621423106754,6.99636904623908,-22.004305790797545,1.4234513709132732,0.3939393939393939,210.0,-30.70486499999999,68.50438185403048,HALF_TP_RUNNER,STRUCT_CAP10,180,,0.4,0.2
HALF_TP_RUNNER_STRUCT_CAP10_PT20_GB40_CAP365D,BREAKOUT_ATTEMPT,396.0,2770.5621423106754,6.99636904623908,-22.004305790797545,1.4234513709132732,0.3939393939393939,210.0,-30.70486499999999,68.50438185403048,HALF_TP_RUNNER,STRUCT_CAP10,365,,0.4,0.2
FULL_TRAIL_STRUCT_CAP10_GB50_CAP7D,BREAKOUT_ATTEMPT,399.0,2329.532181283971,5.838426519508699,-0.7498499999999773,1.6431805065142309,0.17794486215538846,110.0,-30.70486499999999,56.19673329719252,FULL_TRAIL,STRUCT_CAP10,7,,0.5,
FULL_TRAIL_STRUCT_CAP10_GB50_CAP30D,BREAKOUT_ATTEMPT,399.0,2329.532181283971,5.838426519508699,-0.7498499999999773,1.6431805065142309,0.17794486215538846,110.0,-30.70486499999999,56.19673329719252,FULL_TRAIL,STRUCT_CAP10,30,,0.5,
FULL_TRAIL_STRUCT_CAP10_GB50_CAP90D,BREAKOUT_ATTEMPT,399.0,2329.532181283971,5.838426519508699,-0.7498499999999773,1.6431805065142309,0.17794486215538846,110.0,-30.70486499999999,56.19673329719252,FULL_TRAIL,STRUCT_CAP10,90,,0.5,
FULL_TRAIL_STRUCT_CAP10_GB50_CAP180D,BREAKOUT_ATTEMPT,399.0,2329.532181283971,5.838426519508699,-0.7498499999999773,1.6431805065142309,0.17794486215538846,110.0,-30.70486499999999,56.19673329719252,FULL_TRAIL,STRUCT_CAP10,180,,0.5,
FULL_TRAIL_STRUCT_CAP10_GB50_CAP365D,BREAKOUT_ATTEMPT,399.0,2329.532181283971,5.838426519508699,-0.7498499999999773,1.6431805065142309,0.17794486215538846,110.0,-30.70486499999999,56.19673329719252,FULL_TRAIL,STRUCT_CAP10,365,,0.5,
HALF_TP_RUNNER_STRUCT_CAP10_PT10_GB50_CAP7D,BREAKOUT_ATTEMPT,399.0,2535.2287349098024,6.353956729097249,14.227657500000001,1.5102436253889273,0.5413533834586466,174.0,-30.70486499999999,46.94213342400147,HALF_TP_RUNNER,STRUCT_CAP10,7,,0.5,0.1
HALF_TP_RUNNER_STRUCT_CAP10_PT10_GB50_CAP30D,BREAKOUT_ATTEMPT,399.0,2535.2287349098024,6.353956729097249,14.227657500000001,1.5102436253889273,0.5413533834586466,174.0,-30.70486499999999,46.94213342400147,HALF_TP_RUNNER,STRUCT_CAP10,30,,0.5,0.1
HALF_TP_RUNNER_STRUCT_CAP10_PT10_GB50_CAP90D,BREAKOUT_ATTEMPT,399.0,2535.2287349098024,6.353956729097249,14.227657500000001,1.5102436253889273,0.5413533834586466,174.0,-30.70486499999999,46.94213342400147,HALF_TP_RUNNER,STRUCT_CAP10,90,,0.5,0.1
HALF_TP_RUNNER_STRUCT_CAP10_PT10_GB50_CAP180D,BREAKOUT_ATTEMPT,399.0,2535.2287349098024,6.353956729097249,14.227657500000001,1.5102436253889273,0.5413533834586466,174.0,-30.70486499999999,46.94213342400147,HALF_TP_RUNNER,STRUCT_CAP10,180,,0.5,0.1
HALF_TP_RUNNER_STRUCT_CAP10_PT10_GB50_CAP365D,BREAKOUT_ATTEMPT,399.0,2535.2287349098024,6.353956729097249,14.227657500000001,1.5102436253889273,0.5413533834586466,174.0,-30.70486499999999,46.94213342400147,HALF_TP_RUNNER,STRUCT_CAP10,365,,0.5,0.1
HALF_TP_RUNNER_STRUCT_CAP10_PT20_GB50_CAP7D,BREAKOUT_ATTEMPT,396.0,3673.1906993727716,9.27573408932518,-22.004305790797545,1.561408680758935,0.3939393939393939,225.0,-30.70486499999999,64.314589692407,HALF_TP_RUNNER,STRUCT_CAP10,7,,0.5,0.2
HALF_TP_RUNNER_STRUCT_CAP10_PT20_GB50_CAP30D,BREAKOUT_ATTEMPT,396.0,3673.1906993727716,9.27573408932518,-22.004305790797545,1.561408680758935,0.3939393939393939,225.0,-30.70486499999999,64.314589692407,HALF_TP_RUNNER,STRUCT_CAP10,30,,0.5,0.2
HALF_TP_RUNNER_STRUCT_CAP10_PT20_GB50_CAP90D,BREAKOUT_ATTEMPT,396.0,3673.1906993727716,9.27573408932518,-22.004305790797545,1.561408680758935,0.3939393939393939,225.0,-30.70486499999999,64.314589692407,HALF_TP_RUNNER,STRUCT_CAP10,90,,0.5,0.2
HALF_TP_RUNNER_STRUCT_CAP10_PT20_GB50_CAP180D,BREAKOUT_ATTEMPT,396.0,3673.1906993727716,9.27573408932518,-22.004305790797545,1.561408680758935,0.3939393939393939,225.0,-30.70486499999999,64.314589692407,HALF_TP_RUNNER,STRUCT_CAP10,180,,0.5,0.2
HALF_TP_RUNNER_STRUCT_CAP10_PT20_GB50_CAP365D,BREAKOUT_ATTEMPT,396.0,3673.1906993727716,9.27573408932518,-22.004305790797545,1.561408680758935,0.3939393939393939,225.0,-30.70486499999999,64.314589692407,HALF_TP_RUNNER,STRUCT_CAP10,365,,0.5,0.2
FULL_TRAIL_STRUCT_CAP10_GB60_CAP7D,BREAKOUT_ATTEMPT,397.0,4582.3302938037805,11.542393687163175,-0.7498499999999773,2.2651748462902854,0.17380352644836272,110.0,-30.70486499999999,48.94134589159774,FULL_TRAIL,STRUCT_CAP10,7,,0.6,
FULL_TRAIL_STRUCT_CAP10_GB60_CAP30D,BREAKOUT_ATTEMPT,397.0,4582.3302938037805,11.542393687163175,-0.7498499999999773,2.2651748462902854,0.17380352644836272,110.0,-30.70486499999999,48.94134589159774,FULL_TRAIL,STRUCT_CAP10,30,,0.6,
FULL_TRAIL_STRUCT_CAP10_GB60_CAP90D,BREAKOUT_ATTEMPT,397.0,4582.3302938037805,11.542393687163175,-0.7498499999999773,2.2651748462902854,0.17380352644836272,110.0,-30.70486499999999,48.94134589159774,FULL_TRAIL,STRUCT_CAP10,90,,0.6,
FULL_TRAIL_STRUCT_CAP10_GB60_CAP180D,BREAKOUT_ATTEMPT,397.0,4582.3302938037805,11.542393687163175,-0.7498499999999773,2.2651748462902854,0.17380352644836272,110.0,-30.70486499999999,48.94134589159774,FULL_TRAIL,STRUCT_CAP10,180,,0.6,
FULL_TRAIL_STRUCT_CAP10_GB60_CAP365D,BREAKOUT_ATTEMPT,397.0,4582.3302938037805,11.542393687163175,-0.7498499999999773,2.2651748462902854,0.17380352644836272,110.0,-30.70486499999999,48.94134589159774,FULL_TRAIL,STRUCT_CAP10,365,,0.6,
HALF_TP_RUNNER_STRUCT_CAP10_PT10_GB60_CAP7D,BREAKOUT_ATTEMPT,397.0,4028.4307511680277,10.147180733420724,14.227657500000001,1.810767518843756,0.5390428211586902,179.0,-30.70486499999999,44.905752887749,HALF_TP_RUNNER,STRUCT_CAP10,7,,0.6,0.1
HALF_TP_RUNNER_STRUCT_CAP10_PT10_GB60_CAP30D,BREAKOUT_ATTEMPT,397.0,4028.4307511680277,10.147180733420724,14.227657500000001,1.810767518843756,0.5390428211586902,179.0,-30.70486499999999,44.905752887749,HALF_TP_RUNNER,STRUCT_CAP10,30,,0.6,0.1
HALF_TP_RUNNER_STRUCT_CAP10_PT10_GB60_CAP90D,BREAKOUT_ATTEMPT,397.0,4028.4307511680277,10.147180733420724,14.227657500000001,1.810767518843756,0.5390428211586902,179.0,-30.70486499999999,44.905752887749,HALF_TP_RUNNER,STRUCT_CAP10,90,,0.6,0.1
HALF_TP_RUNNER_STRUCT_CAP10_PT10_GB60_CAP180D,BREAKOUT_ATTEMPT,397.0,4028.4307511680277,10.147180733420724,14.227657500000001,1.810767518843756,0.5390428211586902,179.0,-30.70486499999999,44.905752887749,HALF_TP_RUNNER,STRUCT_CAP10,180,,0.6,0.1
HALF_TP_RUNNER_STRUCT_CAP10_PT10_GB60_CAP365D,BREAKOUT_ATTEMPT,397.0,4028.4307511680277,10.147180733420724,14.227657500000001,1.810767518843756,0.5390428211586902,179.0,-30.70486499999999,44.905752887749,HALF_TP_RUNNER,STRUCT_CAP10,365,,0.6,0.1
HALF_TP_RUNNER_STRUCT_CAP10_PT20_GB60_CAP7D,BREAKOUT_ATTEMPT,394.0,5075.072273617496,12.880894095475877,-22.276229479735488,1.7756715790373667,0.39086294416243655,235.0,-30.70486499999999,67.10781490640301,HALF_TP_RUNNER,STRUCT_CAP10,7,,0.6,0.2
HALF_TP_RUNNER_STRUCT_CAP10_PT20_GB60_CAP30D,BREAKOUT_ATTEMPT,394.0,5075.072273617496,12.880894095475877,-22.276229479735488,1.7756715790373667,0.39086294416243655,235.0,-30.70486499999999,67.10781490640301,HALF_TP_RUNNER,STRUCT_CAP10,30,,0.6,0.2
HALF_TP_RUNNER_STRUCT_CAP10_PT20_GB60_CAP90D,BREAKOUT_ATTEMPT,394.0,5075.072273617496,12.880894095475877,-22.276229479735488,1.7756715790373667,0.39086294416243655,235.0,-30.70486499999999,67.10781490640301,HALF_TP_RUNNER,STRUCT_CAP10,90,,0.6,0.2
HALF_TP_RUNNER_STRUCT_CAP10_PT20_GB60_CAP180D,BREAKOUT_ATTEMPT,394.0,5075.072273617496,12.880894095475877,-22.276229479735488,1.7756715790373667,0.39086294416243655,235.0,-30.70486499999999,67.10781490640301,HALF_TP_RUNNER,STRUCT_CAP10,180,,0.6,0.2
HALF_TP_RUNNER_STRUCT_CAP10_PT20_GB60_CAP365D,BREAKOUT_ATTEMPT,394.0,5075.072273617496,12.880894095475877,-22.276229479735488,1.7756715790373667,0.39086294416243655,235.0,-30.70486499999999,67.10781490640301,HALF_TP_RUNNER,STRUCT_CAP10,365,,0.6,0.2
