variant,year,trades,combined_pnl_usdt,mean_pnl_usdt,win_rate,family,stop_mode,cap_days,take_profit_pct,trail_giveback_pct,partial_take_profit_pct
FIXEDTP_FIXED7_TP10_CAP6D,2023,804,2500.4601540000144,3.110025067164197,0.48756218905472637,FIXED_TP,FIXED7,6,0.1,,
FIXEDTP_FIXED7_TP20_CAP6D,2023,804,5588.822200499999,6.951271393656715,0.35447761194029853,FIXED_TP,FIXED7,6,0.2,,
TIME_FIXED7_CAP7D,2023,744,-16158.460212000004,-21.718360500000006,0.0,TIME_ONLY,FIXED7,7,,,
FIXEDTP_FIXED7_TP10_CAP7D,2023,804,2500.4601540000144,3.110025067164197,0.48756218905472637,FIXED_TP,FIXED7,7,0.1,,
FIXEDTP_FIXED7_TP20_CAP7D,2023,804,5588.822200499999,6.951271393656715,0.35447761194029853,FIXED_TP,FIXED7,7,0.2,,
TIME_FIXED7_CAP30D,2023,744,-16158.460212000004,-21.718360500000006,0.0,TIME_ONLY,FIXED7,30,,,
FIXEDTP_FIXED7_TP10_CAP30D,2023,804,2500.4601540000144,3.110025067164197,0.48756218905472637,FIXED_TP,FIXED7,30,0.1,,
FIXEDTP_FIXED7_TP20_CAP30D,2023,804,5588.822200499999,6.951271393656715,0.35447761194029853,FIXED_TP,FIXED7,30,0.2,,
FIXEDTP_FIXED10_TP10_CAP1D,2023,804,3530.9126700000284,4.39168242537317,0.585820895522388,FIXED_TP,FIXED10,1,0.1,,
FIXEDTP_FIXED10_TP20_CAP1D,2023,804,7754.569785000012,9.644987294776135,0.4490049751243781,FIXED_TP,FIXED10,1,0.2,,
FIXEDTP_FIXED10_TP10_CAP2D,2023,804,3530.9126700000284,4.39168242537317,0.585820895522388,FIXED_TP,FIXED10,2,0.1,,
FIXEDTP_FIXED10_TP20_CAP2D,2023,804,7754.569785000012,9.644987294776135,0.4490049751243781,FIXED_TP,FIXED10,2,0.2,,
FIXEDTP_FIXED10_TP10_CAP3D,2023,804,3530.9126700000284,4.39168242537317,0.585820895522388,FIXED_TP,FIXED10,3,0.1,,
FIXEDTP_FIXED10_TP20_CAP3D,2023,804,7754.569785000012,9.644987294776135,0.4490049751243781,FIXED_TP,FIXED10,3,0.2,,
FIXEDTP_FIXED10_TP10_CAP4D,2023,804,3530.9126700000284,4.39168242537317,0.585820895522388,FIXED_TP,FIXED10,4,0.1,,
FIXEDTP_FIXED10_TP20_CAP4D,2023,804,7754.569785000012,9.644987294776135,0.4490049751243781,FIXED_TP,FIXED10,4,0.2,,
FIXEDTP_FIXED10_TP10_CAP5D,2023,804,3530.9126700000284,4.39168242537317,0.585820895522388,FIXED_TP,FIXED10,5,0.1,,
FIXEDTP_FIXED10_TP20_CAP5D,2023,804,7754.569785000012,9.644987294776135,0.4490049751243781,FIXED_TP,FIXED10,5,0.2,,
FIXEDTP_FIXED10_TP10_CAP6D,2023,804,3530.9126700000284,4.39168242537317,0.585820895522388,FIXED_TP,FIXED10,6,0.1,,
FIXEDTP_FIXED10_TP20_CAP6D,2023,804,7754.569785000012,9.644987294776135,0.4490049751243781,FIXED_TP,FIXED10,6,0.2,,
FIXEDTP_FIXED10_TP10_CAP7D,2023,804,3530.9126700000284,4.39168242537317,0.585820895522388,FIXED_TP,FIXED10,7,0.1,,
FIXEDTP_FIXED10_TP20_CAP7D,2023,804,7754.569785000012,9.644987294776135,0.4490049751243781,FIXED_TP,FIXED10,7,0.2,,
FIXEDTP_FIXED10_TP10_CAP30D,2023,804,3530.9126700000284,4.39168242537317,0.585820895522388,FIXED_TP,FIXED10,30,0.1,,
FIXEDTP_FIXED10_TP20_CAP30D,2023,804,7754.569785000012,9.644987294776135,0.4490049751243781,FIXED_TP,FIXED10,30,0.2,,
FIXEDTP_STRUCT_CAP10_TP10_CAP1D,2023,804,3954.3955920115154,4.918402477626263,0.5199004975124378,FIXED_TP,STRUCT_CAP10,1,0.1,,
FIXEDTP_STRUCT_CAP10_TP20_CAP1D,2023,804,7242.994420730942,9.008699528272315,0.38308457711442784,FIXED_TP,STRUCT_CAP10,1,0.2,,
FIXEDTP_STRUCT_CAP10_TP10_CAP2D,2023,804,3954.3955920115154,4.918402477626263,0.5199004975124378,FIXED_TP,STRUCT_CAP10,2,0.1,,
FIXEDTP_STRUCT_CAP10_TP20_CAP2D,2023,804,7242.994420730942,9.008699528272315,0.38308457711442784,FIXED_TP,STRUCT_CAP10,2,0.2,,
FIXEDTP_STRUCT_CAP10_TP10_CAP3D,2023,804,3954.3955920115154,4.918402477626263,0.5199004975124378,FIXED_TP,STRUCT_CAP10,3,0.1,,
FIXEDTP_STRUCT_CAP10_TP20_CAP3D,2023,804,7242.994420730942,9.008699528272315,0.38308457711442784,FIXED_TP,STRUCT_CAP10,3,0.2,,
FIXEDTP_STRUCT_CAP10_TP10_CAP4D,2023,804,3954.3955920115154,4.918402477626263,0.5199004975124378,FIXED_TP,STRUCT_CAP10,4,0.1,,
FIXEDTP_STRUCT_CAP10_TP20_CAP4D,2023,804,7242.994420730942,9.008699528272315,0.38308457711442784,FIXED_TP,STRUCT_CAP10,4,0.2,,
FIXEDTP_STRUCT_CAP10_TP10_CAP5D,2023,804,3954.3955920115154,4.918402477626263,0.5199004975124378,FIXED_TP,STRUCT_CAP10,5,0.1,,
FIXEDTP_STRUCT_CAP10_TP20_CAP5D,2023,804,7242.994420730942,9.008699528272315,0.38308457711442784,FIXED_TP,STRUCT_CAP10,5,0.2,,
FIXEDTP_STRUCT_CAP10_TP10_CAP6D,2023,804,3954.3955920115154,4.918402477626263,0.5199004975124378,FIXED_TP,STRUCT_CAP10,6,0.1,,
FIXEDTP_STRUCT_CAP10_TP20_CAP6D,2023,804,7242.994420730942,9.008699528272315,0.38308457711442784,FIXED_TP,STRUCT_CAP10,6,0.2,,
FIXEDTP_STRUCT_CAP10_TP10_CAP7D,2023,804,3954.3955920115154,4.918402477626263,0.5199004975124378,FIXED_TP,STRUCT_CAP10,7,0.1,,
FIXEDTP_STRUCT_CAP10_TP20_CAP7D,2023,804,7242.994420730942,9.008699528272315,0.38308457711442784,FIXED_TP,STRUCT_CAP10,7,0.2,,
FIXEDTP_STRUCT_CAP10_TP10_CAP30D,2023,804,3954.3955920115154,4.918402477626263,0.5199004975124378,FIXED_TP,STRUCT_CAP10,30,0.1,,
FIXEDTP_STRUCT_CAP10_TP20_CAP30D,2023,804,7242.994420730942,9.008699528272315,0.38308457711442784,FIXED_TP,STRUCT_CAP10,30,0.2,,
FULL_TRAIL_FIXED5_GB30_CAP7D,2023,804,5502.957030418173,6.844473918430564,0.16169154228855723,FULL_TRAIL,FIXED5,7,,0.3,
FULL_TRAIL_FIXED5_GB30_CAP30D,2023,804,5502.957030418173,6.844473918430564,0.16169154228855723,FULL_TRAIL,FIXED5,30,,0.3,
FULL_TRAIL_FIXED5_GB30_CAP90D,2023,804,5502.957030418173,6.844473918430564,0.16169154228855723,FULL_TRAIL,FIXED5,90,,0.3,
FULL_TRAIL_FIXED5_GB30_CAP180D,2023,804,5502.957030418173,6.844473918430564,0.16169154228855723,FULL_TRAIL,FIXED5,180,,0.3,
FULL_TRAIL_FIXED5_GB30_CAP365D,2023,804,5502.957030418173,6.844473918430564,0.16169154228855723,FULL_TRAIL,FIXED5,365,,0.3,
HALF_TP_RUNNER_FIXED5_PT10_GB30_CAP7D,2023,804,3691.6033826215667,4.591546495797968,0.3880597014925373,HALF_TP_RUNNER,FIXED5,7,,0.3,0.1
HALF_TP_RUNNER_FIXED5_PT10_GB30_CAP30D,2023,804,3691.6033826215667,4.591546495797968,0.3880597014925373,HALF_TP_RUNNER,FIXED5,30,,0.3,0.1
HALF_TP_RUNNER_FIXED5_PT10_GB30_CAP90D,2023,804,3691.6033826215667,4.591546495797968,0.3880597014925373,HALF_TP_RUNNER,FIXED5,90,,0.3,0.1
HALF_TP_RUNNER_FIXED5_PT10_GB30_CAP180D,2023,804,3691.6033826215667,4.591546495797968,0.3880597014925373,HALF_TP_RUNNER,FIXED5,180,,0.3,0.1
HALF_TP_RUNNER_FIXED5_PT10_GB30_CAP365D,2023,804,3691.6033826215667,4.591546495797968,0.3880597014925373,HALF_TP_RUNNER,FIXED5,365,,0.3,0.1
HALF_TP_RUNNER_FIXED5_PT20_GB30_CAP7D,2023,804,4587.865366925326,5.706300207618565,0.26741293532338306,HALF_TP_RUNNER,FIXED5,7,,0.3,0.2
HALF_TP_RUNNER_FIXED5_PT20_GB30_CAP30D,2023,804,4587.865366925326,5.706300207618565,0.26741293532338306,HALF_TP_RUNNER,FIXED5,30,,0.3,0.2
HALF_TP_RUNNER_FIXED5_PT20_GB30_CAP90D,2023,804,4587.865366925326,5.706300207618565,0.26741293532338306,HALF_TP_RUNNER,FIXED5,90,,0.3,0.2
HALF_TP_RUNNER_FIXED5_PT20_GB30_CAP180D,2023,804,4587.865366925326,5.706300207618565,0.26741293532338306,HALF_TP_RUNNER,FIXED5,180,,0.3,0.2
HALF_TP_RUNNER_FIXED5_PT20_GB30_CAP365D,2023,804,4587.865366925326,5.706300207618565,0.26741293532338306,HALF_TP_RUNNER,FIXED5,365,,0.3,0.2
FULL_TRAIL_FIXED5_GB40_CAP7D,2023,804,7430.806536193357,9.242296686807657,0.16169154228855723,FULL_TRAIL,FIXED5,7,,0.4,
FULL_TRAIL_FIXED5_GB40_CAP30D,2023,804,7430.806536193357,9.242296686807657,0.16169154228855723,FULL_TRAIL,FIXED5,30,,0.4,
FULL_TRAIL_FIXED5_GB40_CAP90D,2023,804,7430.806536193357,9.242296686807657,0.16169154228855723,FULL_TRAIL,FIXED5,90,,0.4,
FULL_TRAIL_FIXED5_GB40_CAP180D,2023,804,7430.806536193357,9.242296686807657,0.16169154228855723,FULL_TRAIL,FIXED5,180,,0.4,
FULL_TRAIL_FIXED5_GB40_CAP365D,2023,804,7430.806536193357,9.242296686807657,0.16169154228855723,FULL_TRAIL,FIXED5,365,,0.4,
HALF_TP_RUNNER_FIXED5_PT10_GB40_CAP7D,2023,804,4762.513729534743,5.923524539222317,0.3880597014925373,HALF_TP_RUNNER,FIXED5,7,,0.4,0.1
HALF_TP_RUNNER_FIXED5_PT10_GB40_CAP30D,2023,804,4762.513729534743,5.923524539222317,0.3880597014925373,HALF_TP_RUNNER,FIXED5,30,,0.4,0.1
HALF_TP_RUNNER_FIXED5_PT10_GB40_CAP90D,2023,804,4762.513729534743,5.923524539222317,0.3880597014925373,HALF_TP_RUNNER,FIXED5,90,,0.4,0.1
HALF_TP_RUNNER_FIXED5_PT10_GB40_CAP180D,2023,804,4762.513729534743,5.923524539222317,0.3880597014925373,HALF_TP_RUNNER,FIXED5,180,,0.4,0.1
HALF_TP_RUNNER_FIXED5_PT10_GB40_CAP365D,2023,804,4762.513729534743,5.923524539222317,0.3880597014925373,HALF_TP_RUNNER,FIXED5,365,,0.4,0.1
HALF_TP_RUNNER_FIXED5_PT20_GB40_CAP7D,2023,804,5658.550514466625,7.037998152321673,0.26741293532338306,HALF_TP_RUNNER,FIXED5,7,,0.4,0.2
HALF_TP_RUNNER_FIXED5_PT20_GB40_CAP30D,2023,804,5658.550514466625,7.037998152321673,0.26741293532338306,HALF_TP_RUNNER,FIXED5,30,,0.4,0.2
HALF_TP_RUNNER_FIXED5_PT20_GB40_CAP90D,2023,804,5658.550514466625,7.037998152321673,0.26741293532338306,HALF_TP_RUNNER,FIXED5,90,,0.4,0.2
HALF_TP_RUNNER_FIXED5_PT20_GB40_CAP180D,2023,804,5658.550514466625,7.037998152321673,0.26741293532338306,HALF_TP_RUNNER,FIXED5,180,,0.4,0.2
HALF_TP_RUNNER_FIXED5_PT20_GB40_CAP365D,2023,804,5658.550514466625,7.037998152321673,0.26741293532338306,HALF_TP_RUNNER,FIXED5,365,,0.4,0.2
FULL_TRAIL_FIXED5_GB50_CAP7D,2023,804,11709.466654535507,14.564013251909834,0.16169154228855723,FULL_TRAIL,FIXED5,7,,0.5,
FULL_TRAIL_FIXED5_GB50_CAP30D,2023,804,11709.466654535507,14.564013251909834,0.16169154228855723,FULL_TRAIL,FIXED5,30,,0.5,
FULL_TRAIL_FIXED5_GB50_CAP90D,2023,804,11709.466654535507,14.564013251909834,0.16169154228855723,FULL_TRAIL,FIXED5,90,,0.5,
FULL_TRAIL_FIXED5_GB50_CAP180D,2023,804,11709.466654535507,14.564013251909834,0.16169154228855723,FULL_TRAIL,FIXED5,180,,0.5,
FULL_TRAIL_FIXED5_GB50_CAP365D,2023,804,11709.466654535507,14.564013251909834,0.16169154228855723,FULL_TRAIL,FIXED5,365,,0.5,
HALF_TP_RUNNER_FIXED5_PT10_GB50_CAP7D,2023,804,6856.871426119524,8.528447047412342,0.3880597014925373,HALF_TP_RUNNER,FIXED5,7,,0.5,0.1
HALF_TP_RUNNER_FIXED5_PT10_GB50_CAP30D,2023,804,6856.871426119524,8.528447047412342,0.3880597014925373,HALF_TP_RUNNER,FIXED5,30,,0.5,0.1
HALF_TP_RUNNER_FIXED5_PT10_GB50_CAP90D,2023,804,6856.871426119524,8.528447047412342,0.3880597014925373,HALF_TP_RUNNER,FIXED5,90,,0.5,0.1
HALF_TP_RUNNER_FIXED5_PT10_GB50_CAP180D,2023,804,6856.871426119524,8.528447047412342,0.3880597014925373,HALF_TP_RUNNER,FIXED5,180,,0.5,0.1
HALF_TP_RUNNER_FIXED5_PT10_GB50_CAP365D,2023,804,6856.871426119524,8.528447047412342,0.3880597014925373,HALF_TP_RUNNER,FIXED5,365,,0.5,0.1
HALF_TP_RUNNER_FIXED5_PT20_GB50_CAP7D,2023,804,8242.670366749297,10.252077570583703,0.26741293532338306,HALF_TP_RUNNER,FIXED5,7,,0.5,0.2
HALF_TP_RUNNER_FIXED5_PT20_GB50_CAP30D,2023,804,8242.670366749297,10.252077570583703,0.26741293532338306,HALF_TP_RUNNER,FIXED5,30,,0.5,0.2
HALF_TP_RUNNER_FIXED5_PT20_GB50_CAP90D,2023,804,8242.670366749297,10.252077570583703,0.26741293532338306,HALF_TP_RUNNER,FIXED5,90,,0.5,0.2
HALF_TP_RUNNER_FIXED5_PT20_GB50_CAP180D,2023,804,8242.670366749297,10.252077570583703,0.26741293532338306,HALF_TP_RUNNER,FIXED5,180,,0.5,0.2
HALF_TP_RUNNER_FIXED5_PT20_GB50_CAP365D,2023,804,8242.670366749297,10.252077570583703,0.26741293532338306,HALF_TP_RUNNER,FIXED5,365,,0.5,0.2
FULL_TRAIL_FIXED5_GB60_CAP7D,2023,798,14236.45016272158,17.840163111179923,0.15538847117794485,FULL_TRAIL,FIXED5,7,,0.6,
FULL_TRAIL_FIXED5_GB60_CAP30D,2023,798,14236.45016272158,17.840163111179923,0.15538847117794485,FULL_TRAIL,FIXED5,30,,0.6,
FULL_TRAIL_FIXED5_GB60_CAP90D,2023,798,14236.45016272158,17.840163111179923,0.15538847117794485,FULL_TRAIL,FIXED5,90,,0.6,
FULL_TRAIL_FIXED5_GB60_CAP180D,2023,798,14236.45016272158,17.840163111179923,0.15538847117794485,FULL_TRAIL,FIXED5,180,,0.6,
FULL_TRAIL_FIXED5_GB60_CAP365D,2023,798,14236.45016272158,17.840163111179923,0.15538847117794485,FULL_TRAIL,FIXED5,365,,0.6,
HALF_TP_RUNNER_FIXED5_PT10_GB60_CAP7D,2023,798,8289.51310699177,10.387861036330538,0.38345864661654133,HALF_TP_RUNNER,FIXED5,7,,0.6,0.1
HALF_TP_RUNNER_FIXED5_PT10_GB60_CAP30D,2023,798,8289.51310699177,10.387861036330538,0.38345864661654133,HALF_TP_RUNNER,FIXED5,30,,0.6,0.1
HALF_TP_RUNNER_FIXED5_PT10_GB60_CAP90D,2023,798,8289.51310699177,10.387861036330538,0.38345864661654133,HALF_TP_RUNNER,FIXED5,90,,0.6,0.1
HALF_TP_RUNNER_FIXED5_PT10_GB60_CAP180D,2023,798,8289.51310699177,10.387861036330538,0.38345864661654133,HALF_TP_RUNNER,FIXED5,180,,0.6,0.1
HALF_TP_RUNNER_FIXED5_PT10_GB60_CAP365D,2023,798,8289.51310699177,10.387861036330538,0.38345864661654133,HALF_TP_RUNNER,FIXED5,365,,0.6,0.1
HALF_TP_RUNNER_FIXED5_PT20_GB60_CAP7D,2023,798,9465.586494797499,11.861637211525688,0.2619047619047619,HALF_TP_RUNNER,FIXED5,7,,0.6,0.2
HALF_TP_RUNNER_FIXED5_PT20_GB60_CAP30D,2023,798,9465.586494797499,11.861637211525688,0.2619047619047619,HALF_TP_RUNNER,FIXED5,30,,0.6,0.2
HALF_TP_RUNNER_FIXED5_PT20_GB60_CAP90D,2023,798,9465.586494797499,11.861637211525688,0.2619047619047619,HALF_TP_RUNNER,FIXED5,90,,0.6,0.2
HALF_TP_RUNNER_FIXED5_PT20_GB60_CAP180D,2023,798,9465.586494797499,11.861637211525688,0.2619047619047619,HALF_TP_RUNNER,FIXED5,180,,0.6,0.2
HALF_TP_RUNNER_FIXED5_PT20_GB60_CAP365D,2023,798,9465.586494797499,11.861637211525688,0.2619047619047619,HALF_TP_RUNNER,FIXED5,365,,0.6,0.2
FULL_TRAIL_FIXED7_GB30_CAP7D,2023,804,5744.636979842532,7.145070870450911,0.17412935323383086,FULL_TRAIL,FIXED7,7,,0.3,
FULL_TRAIL_FIXED7_GB30_CAP30D,2023,804,5744.636979842532,7.145070870450911,0.17412935323383086,FULL_TRAIL,FIXED7,30,,0.3,
FULL_TRAIL_FIXED7_GB30_CAP90D,2023,804,5744.636979842532,7.145070870450911,0.17412935323383086,FULL_TRAIL,FIXED7,90,,0.3,
FULL_TRAIL_FIXED7_GB30_CAP180D,2023,804,5744.636979842532,7.145070870450911,0.17412935323383086,FULL_TRAIL,FIXED7,180,,0.3,
FULL_TRAIL_FIXED7_GB30_CAP365D,2023,804,5744.636979842532,7.145070870450911,0.17412935323383086,FULL_TRAIL,FIXED7,365,,0.3,
HALF_TP_RUNNER_FIXED7_PT10_GB30_CAP7D,2023,804,4762.14318376826,5.923063661403309,0.48756218905472637,HALF_TP_RUNNER,FIXED7,7,,0.3,0.1
HALF_TP_RUNNER_FIXED7_PT10_GB30_CAP30D,2023,804,4762.14318376826,5.923063661403309,0.48756218905472637,HALF_TP_RUNNER,FIXED7,30,,0.3,0.1
HALF_TP_RUNNER_FIXED7_PT10_GB30_CAP90D,2023,804,4762.14318376826,5.923063661403309,0.48756218905472637,HALF_TP_RUNNER,FIXED7,90,,0.3,0.1
HALF_TP_RUNNER_FIXED7_PT10_GB30_CAP180D,2023,804,4762.14318376826,5.923063661403309,0.48756218905472637,HALF_TP_RUNNER,FIXED7,180,,0.3,0.1
HALF_TP_RUNNER_FIXED7_PT10_GB30_CAP365D,2023,804,4762.14318376826,5.923063661403309,0.48756218905472637,HALF_TP_RUNNER,FIXED7,365,,0.3,0.1
HALF_TP_RUNNER_FIXED7_PT20_GB30_CAP7D,2023,804,6669.979292103819,8.295994144407734,0.35447761194029853,HALF_TP_RUNNER,FIXED7,7,,0.3,0.2
HALF_TP_RUNNER_FIXED7_PT20_GB30_CAP30D,2023,804,6669.979292103819,8.295994144407734,0.35447761194029853,HALF_TP_RUNNER,FIXED7,30,,0.3,0.2
HALF_TP_RUNNER_FIXED7_PT20_GB30_CAP90D,2023,804,6669.979292103819,8.295994144407734,0.35447761194029853,HALF_TP_RUNNER,FIXED7,90,,0.3,0.2
HALF_TP_RUNNER_FIXED7_PT20_GB30_CAP180D,2023,804,6669.979292103819,8.295994144407734,0.35447761194029853,HALF_TP_RUNNER,FIXED7,180,,0.3,0.2
HALF_TP_RUNNER_FIXED7_PT20_GB30_CAP365D,2023,804,6669.979292103819,8.295994144407734,0.35447761194029853,HALF_TP_RUNNER,FIXED7,365,,0.3,0.2
FULL_TRAIL_FIXED7_GB40_CAP7D,2023,804,7545.465236511925,9.384907010586971,0.17412935323383086,FULL_TRAIL,FIXED7,7,,0.4,
FULL_TRAIL_FIXED7_GB40_CAP30D,2023,804,7545.465236511925,9.384907010586971,0.17412935323383086,FULL_TRAIL,FIXED7,30,,0.4,
FULL_TRAIL_FIXED7_GB40_CAP90D,2023,804,7545.465236511925,9.384907010586971,0.17412935323383086,FULL_TRAIL,FIXED7,90,,0.4,
FULL_TRAIL_FIXED7_GB40_CAP180D,2023,804,7545.465236511925,9.384907010586971,0.17412935323383086,FULL_TRAIL,FIXED7,180,,0.4,
FULL_TRAIL_FIXED7_GB40_CAP365D,2023,804,7545.465236511925,9.384907010586971,0.17412935323383086,FULL_TRAIL,FIXED7,365,,0.4,
HALF_TP_RUNNER_FIXED7_PT10_GB40_CAP7D,2023,804,5788.9859889385925,7.200231329525613,0.48756218905472637,HALF_TP_RUNNER,FIXED7,7,,0.4,0.1
HALF_TP_RUNNER_FIXED7_PT10_GB40_CAP30D,2023,804,5788.9859889385925,7.200231329525613,0.48756218905472637,HALF_TP_RUNNER,FIXED7,30,,0.4,0.1
HALF_TP_RUNNER_FIXED7_PT10_GB40_CAP90D,2023,804,5788.9859889385925,7.200231329525613,0.48756218905472637,HALF_TP_RUNNER,FIXED7,90,,0.4,0.1
HALF_TP_RUNNER_FIXED7_PT10_GB40_CAP180D,2023,804,5788.9859889385925,7.200231329525613,0.48756218905472637,HALF_TP_RUNNER,FIXED7,180,,0.4,0.1
HALF_TP_RUNNER_FIXED7_PT10_GB40_CAP365D,2023,804,5788.9859889385925,7.200231329525613,0.48756218905472637,HALF_TP_RUNNER,FIXED7,365,,0.4,0.1
HALF_TP_RUNNER_FIXED7_PT20_GB40_CAP7D,2023,804,7622.199559286128,9.480347710554884,0.35447761194029853,HALF_TP_RUNNER,FIXED7,7,,0.4,0.2
HALF_TP_RUNNER_FIXED7_PT20_GB40_CAP30D,2023,804,7622.199559286128,9.480347710554884,0.35447761194029853,HALF_TP_RUNNER,FIXED7,30,,0.4,0.2
HALF_TP_RUNNER_FIXED7_PT20_GB40_CAP90D,2023,804,7622.199559286128,9.480347710554884,0.35447761194029853,HALF_TP_RUNNER,FIXED7,90,,0.4,0.2
HALF_TP_RUNNER_FIXED7_PT20_GB40_CAP180D,2023,804,7622.199559286128,9.480347710554884,0.35447761194029853,HALF_TP_RUNNER,FIXED7,180,,0.4,0.2
HALF_TP_RUNNER_FIXED7_PT20_GB40_CAP365D,2023,804,7622.199559286128,9.480347710554884,0.35447761194029853,HALF_TP_RUNNER,FIXED7,365,,0.4,0.2
FULL_TRAIL_FIXED7_GB50_CAP7D,2023,804,12339.330224929123,15.347425652896918,0.17412935323383086,FULL_TRAIL,FIXED7,7,,0.5,
FULL_TRAIL_FIXED7_GB50_CAP30D,2023,804,12339.330224929123,15.347425652896918,0.17412935323383086,FULL_TRAIL,FIXED7,30,,0.5,
FULL_TRAIL_FIXED7_GB50_CAP90D,2023,804,12339.330224929123,15.347425652896918,0.17412935323383086,FULL_TRAIL,FIXED7,90,,0.5,
FULL_TRAIL_FIXED7_GB50_CAP180D,2023,804,12339.330224929123,15.347425652896918,0.17412935323383086,FULL_TRAIL,FIXED7,180,,0.5,
FULL_TRAIL_FIXED7_GB50_CAP365D,2023,804,12339.330224929123,15.347425652896918,0.17412935323383086,FULL_TRAIL,FIXED7,365,,0.5,
HALF_TP_RUNNER_FIXED7_PT10_GB50_CAP7D,2023,804,8026.8510761034695,9.983645617044116,0.48756218905472637,HALF_TP_RUNNER,FIXED7,7,,0.5,0.1
HALF_TP_RUNNER_FIXED7_PT10_GB50_CAP30D,2023,804,8026.8510761034695,9.983645617044116,0.48756218905472637,HALF_TP_RUNNER,FIXED7,30,,0.5,0.1
HALF_TP_RUNNER_FIXED7_PT10_GB50_CAP90D,2023,804,8026.8510761034695,9.983645617044116,0.48756218905472637,HALF_TP_RUNNER,FIXED7,90,,0.5,0.1
HALF_TP_RUNNER_FIXED7_PT10_GB50_CAP180D,2023,804,8026.8510761034695,9.983645617044116,0.48756218905472637,HALF_TP_RUNNER,FIXED7,180,,0.5,0.1
HALF_TP_RUNNER_FIXED7_PT10_GB50_CAP365D,2023,804,8026.8510761034695,9.983645617044116,0.48756218905472637,HALF_TP_RUNNER,FIXED7,365,,0.5,0.1
HALF_TP_RUNNER_FIXED7_PT20_GB50_CAP7D,2023,804,10572.7113111515,13.150138446705844,0.35447761194029853,HALF_TP_RUNNER,FIXED7,7,,0.5,0.2
HALF_TP_RUNNER_FIXED7_PT20_GB50_CAP30D,2023,804,10572.7113111515,13.150138446705844,0.35447761194029853,HALF_TP_RUNNER,FIXED7,30,,0.5,0.2
HALF_TP_RUNNER_FIXED7_PT20_GB50_CAP90D,2023,804,10572.7113111515,13.150138446705844,0.35447761194029853,HALF_TP_RUNNER,FIXED7,90,,0.5,0.2
HALF_TP_RUNNER_FIXED7_PT20_GB50_CAP180D,2023,804,10572.7113111515,13.150138446705844,0.35447761194029853,HALF_TP_RUNNER,FIXED7,180,,0.5,0.2
HALF_TP_RUNNER_FIXED7_PT20_GB50_CAP365D,2023,804,10572.7113111515,13.150138446705844,0.35447761194029853,HALF_TP_RUNNER,FIXED7,365,,0.5,0.2
FULL_TRAIL_FIXED7_GB60_CAP7D,2023,798,14712.868761861748,18.437178899576125,0.16791979949874686,FULL_TRAIL,FIXED7,7,,0.6,
FULL_TRAIL_FIXED7_GB60_CAP30D,2023,798,14712.868761861748,18.437178899576125,0.16791979949874686,FULL_TRAIL,FIXED7,30,,0.6,
FULL_TRAIL_FIXED7_GB60_CAP90D,2023,798,14712.868761861748,18.437178899576125,0.16791979949874686,FULL_TRAIL,FIXED7,90,,0.6,
FULL_TRAIL_FIXED7_GB60_CAP180D,2023,798,14712.868761861748,18.437178899576125,0.16791979949874686,FULL_TRAIL,FIXED7,180,,0.6,
FULL_TRAIL_FIXED7_GB60_CAP365D,2023,798,14712.868761861748,18.437178899576125,0.16791979949874686,FULL_TRAIL,FIXED7,365,,0.6,
HALF_TP_RUNNER_FIXED7_PT10_GB60_CAP7D,2023,798,9453.884910324417,11.84697357183511,0.48370927318295737,HALF_TP_RUNNER,FIXED7,7,,0.6,0.1
HALF_TP_RUNNER_FIXED7_PT10_GB60_CAP30D,2023,798,9453.884910324417,11.84697357183511,0.48370927318295737,HALF_TP_RUNNER,FIXED7,30,,0.6,0.1
HALF_TP_RUNNER_FIXED7_PT10_GB60_CAP90D,2023,798,9453.884910324417,11.84697357183511,0.48370927318295737,HALF_TP_RUNNER,FIXED7,90,,0.6,0.1
HALF_TP_RUNNER_FIXED7_PT10_GB60_CAP180D,2023,798,9453.884910324417,11.84697357183511,0.48370927318295737,HALF_TP_RUNNER,FIXED7,180,,0.6,0.1
HALF_TP_RUNNER_FIXED7_PT10_GB60_CAP365D,2023,798,9453.884910324417,11.84697357183511,0.48370927318295737,HALF_TP_RUNNER,FIXED7,365,,0.6,0.1
HALF_TP_RUNNER_FIXED7_PT20_GB60_CAP7D,2023,798,11965.4710477469,14.994324621236716,0.34962406015037595,HALF_TP_RUNNER,FIXED7,7,,0.6,0.2
HALF_TP_RUNNER_FIXED7_PT20_GB60_CAP30D,2023,798,11965.4710477469,14.994324621236716,0.34962406015037595,HALF_TP_RUNNER,FIXED7,30,,0.6,0.2
HALF_TP_RUNNER_FIXED7_PT20_GB60_CAP90D,2023,798,11965.4710477469,14.994324621236716,0.34962406015037595,HALF_TP_RUNNER,FIXED7,90,,0.6,0.2
HALF_TP_RUNNER_FIXED7_PT20_GB60_CAP180D,2023,798,11965.4710477469,14.994324621236716,0.34962406015037595,HALF_TP_RUNNER,FIXED7,180,,0.6,0.2
HALF_TP_RUNNER_FIXED7_PT20_GB60_CAP365D,2023,798,11965.4710477469,14.994324621236716,0.34962406015037595,HALF_TP_RUNNER,FIXED7,365,,0.6,0.2
FULL_TRAIL_FIXED10_GB30_CAP7D,2023,804,6962.667363591704,8.66003403431804,0.19900497512437812,FULL_TRAIL,FIXED10,7,,0.3,
