variant,year,trades,combined_pnl_usdt,mean_pnl_usdt,win_rate,family,stop_mode,cap_days,take_profit_pct,trail_giveback_pct,partial_take_profit_pct
TIME_FIXED3_CAP1D,2021,256,-2492.506751999998,-9.736354499999992,0.0,TIME_ONLY,FIXED3,1,,,
FIXEDTP_FIXED3_TP10_CAP1D,2021,257,106.8387000000054,0.41571478599223893,0.2607003891050584,FIXED_TP,FIXED3,1,0.1,,
FIXEDTP_FIXED3_TP20_CAP1D,2021,257,529.2044115000027,2.059161134241256,0.17120622568093385,FIXED_TP,FIXED3,1,0.2,,
TIME_FIXED3_CAP2D,2021,256,-2492.506751999998,-9.736354499999992,0.0,TIME_ONLY,FIXED3,2,,,
FIXEDTP_FIXED3_TP10_CAP2D,2021,257,106.8387000000054,0.41571478599223893,0.2607003891050584,FIXED_TP,FIXED3,2,0.1,,
FIXEDTP_FIXED3_TP20_CAP2D,2021,257,529.2044115000027,2.059161134241256,0.17120622568093385,FIXED_TP,FIXED3,2,0.2,,
TIME_FIXED3_CAP3D,2021,256,-2492.506751999998,-9.736354499999992,0.0,TIME_ONLY,FIXED3,3,,,
FIXEDTP_FIXED3_TP10_CAP3D,2021,257,106.8387000000054,0.41571478599223893,0.2607003891050584,FIXED_TP,FIXED3,3,0.1,,
FIXEDTP_FIXED3_TP20_CAP3D,2021,257,529.2044115000027,2.059161134241256,0.17120622568093385,FIXED_TP,FIXED3,3,0.2,,
TIME_FIXED3_CAP4D,2021,256,-2492.506751999998,-9.736354499999992,0.0,TIME_ONLY,FIXED3,4,,,
FIXEDTP_FIXED3_TP10_CAP4D,2021,257,106.8387000000054,0.41571478599223893,0.2607003891050584,FIXED_TP,FIXED3,4,0.1,,
FIXEDTP_FIXED3_TP20_CAP4D,2021,257,529.2044115000027,2.059161134241256,0.17120622568093385,FIXED_TP,FIXED3,4,0.2,,
TIME_FIXED3_CAP5D,2021,256,-2492.506751999998,-9.736354499999992,0.0,TIME_ONLY,FIXED3,5,,,
FIXEDTP_FIXED3_TP10_CAP5D,2021,257,106.8387000000054,0.41571478599223893,0.2607003891050584,FIXED_TP,FIXED3,5,0.1,,
FIXEDTP_FIXED3_TP20_CAP5D,2021,257,529.2044115000027,2.059161134241256,0.17120622568093385,FIXED_TP,FIXED3,5,0.2,,
TIME_FIXED3_CAP6D,2021,256,-2492.506751999998,-9.736354499999992,0.0,TIME_ONLY,FIXED3,6,,,
FIXEDTP_FIXED3_TP10_CAP6D,2021,257,106.8387000000054,0.41571478599223893,0.2607003891050584,FIXED_TP,FIXED3,6,0.1,,
FIXEDTP_FIXED3_TP20_CAP6D,2021,257,529.2044115000027,2.059161134241256,0.17120622568093385,FIXED_TP,FIXED3,6,0.2,,
TIME_FIXED3_CAP7D,2021,256,-2492.506751999998,-9.736354499999992,0.0,TIME_ONLY,FIXED3,7,,,
FIXEDTP_FIXED3_TP10_CAP7D,2021,257,106.8387000000054,0.41571478599223893,0.2607003891050584,FIXED_TP,FIXED3,7,0.1,,
FIXEDTP_FIXED3_TP20_CAP7D,2021,257,529.2044115000027,2.059161134241256,0.17120622568093385,FIXED_TP,FIXED3,7,0.2,,
TIME_FIXED3_CAP30D,2021,256,-2492.506751999998,-9.736354499999992,0.0,TIME_ONLY,FIXED3,30,,,
FIXEDTP_FIXED3_TP10_CAP30D,2021,257,106.8387000000054,0.41571478599223893,0.2607003891050584,FIXED_TP,FIXED3,30,0.1,,
FIXEDTP_FIXED3_TP20_CAP30D,2021,257,529.2044115000027,2.059161134241256,0.17120622568093385,FIXED_TP,FIXED3,30,0.2,,
TIME_FIXED5_CAP1D,2021,255,-4010.4761624999996,-15.727357499999998,0.0,TIME_ONLY,FIXED5,1,,,
FIXEDTP_FIXED5_TP10_CAP1D,2021,257,945.5791200000054,3.6792961867704492,0.43190661478599224,FIXED_TP,FIXED5,1,0.1,,
FIXEDTP_FIXED5_TP20_CAP1D,2021,257,1499.7468975000008,5.835591040856034,0.28793774319066145,FIXED_TP,FIXED5,1,0.2,,
TIME_FIXED5_CAP2D,2021,255,-4010.4761624999996,-15.727357499999998,0.0,TIME_ONLY,FIXED5,2,,,
FIXEDTP_FIXED5_TP10_CAP2D,2021,257,945.5791200000054,3.6792961867704492,0.43190661478599224,FIXED_TP,FIXED5,2,0.1,,
FIXEDTP_FIXED5_TP20_CAP2D,2021,257,1499.7468975000008,5.835591040856034,0.28793774319066145,FIXED_TP,FIXED5,2,0.2,,
TIME_FIXED5_CAP3D,2021,255,-4010.4761624999996,-15.727357499999998,0.0,TIME_ONLY,FIXED5,3,,,
FIXEDTP_FIXED5_TP10_CAP3D,2021,257,945.5791200000054,3.6792961867704492,0.43190661478599224,FIXED_TP,FIXED5,3,0.1,,
FIXEDTP_FIXED5_TP20_CAP3D,2021,257,1499.7468975000008,5.835591040856034,0.28793774319066145,FIXED_TP,FIXED5,3,0.2,,
TIME_FIXED5_CAP4D,2021,255,-4010.4761624999996,-15.727357499999998,0.0,TIME_ONLY,FIXED5,4,,,
FIXEDTP_FIXED5_TP10_CAP4D,2021,257,945.5791200000054,3.6792961867704492,0.43190661478599224,FIXED_TP,FIXED5,4,0.1,,
FIXEDTP_FIXED5_TP20_CAP4D,2021,257,1499.7468975000008,5.835591040856034,0.28793774319066145,FIXED_TP,FIXED5,4,0.2,,
TIME_FIXED5_CAP5D,2021,255,-4010.4761624999996,-15.727357499999998,0.0,TIME_ONLY,FIXED5,5,,,
FIXEDTP_FIXED5_TP10_CAP5D,2021,257,945.5791200000054,3.6792961867704492,0.43190661478599224,FIXED_TP,FIXED5,5,0.1,,
FIXEDTP_FIXED5_TP20_CAP5D,2021,257,1499.7468975000008,5.835591040856034,0.28793774319066145,FIXED_TP,FIXED5,5,0.2,,
TIME_FIXED5_CAP6D,2021,255,-4010.4761624999996,-15.727357499999998,0.0,TIME_ONLY,FIXED5,6,,,
FIXEDTP_FIXED5_TP10_CAP6D,2021,257,945.5791200000054,3.6792961867704492,0.43190661478599224,FIXED_TP,FIXED5,6,0.1,,
FIXEDTP_FIXED5_TP20_CAP6D,2021,257,1499.7468975000008,5.835591040856034,0.28793774319066145,FIXED_TP,FIXED5,6,0.2,,
TIME_FIXED5_CAP7D,2021,255,-4010.4761624999996,-15.727357499999998,0.0,TIME_ONLY,FIXED5,7,,,
FIXEDTP_FIXED5_TP10_CAP7D,2021,257,945.5791200000054,3.6792961867704492,0.43190661478599224,FIXED_TP,FIXED5,7,0.1,,
FIXEDTP_FIXED5_TP20_CAP7D,2021,257,1499.7468975000008,5.835591040856034,0.28793774319066145,FIXED_TP,FIXED5,7,0.2,,
TIME_FIXED5_CAP30D,2021,255,-4010.4761624999996,-15.727357499999998,0.0,TIME_ONLY,FIXED5,30,,,
FIXEDTP_FIXED5_TP10_CAP30D,2021,257,945.5791200000054,3.6792961867704492,0.43190661478599224,FIXED_TP,FIXED5,30,0.1,,
FIXEDTP_FIXED5_TP20_CAP30D,2021,257,1499.7468975000008,5.835591040856034,0.28793774319066145,FIXED_TP,FIXED5,30,0.2,,
TIME_FIXED7_CAP1D,2021,255,-5538.181927500002,-21.718360500000006,0.0,TIME_ONLY,FIXED7,1,,,
FIXEDTP_FIXED7_TP10_CAP1D,2021,257,1547.6749215000066,6.022081406614811,0.5447470817120622,FIXED_TP,FIXED7,1,0.1,,
FIXEDTP_FIXED7_TP20_CAP1D,2021,257,2506.235401500001,9.751888721789888,0.38910505836575876,FIXED_TP,FIXED7,1,0.2,,
TIME_FIXED7_CAP2D,2021,255,-5538.181927500002,-21.718360500000006,0.0,TIME_ONLY,FIXED7,2,,,
FIXEDTP_FIXED7_TP10_CAP2D,2021,257,1547.6749215000066,6.022081406614811,0.5447470817120622,FIXED_TP,FIXED7,2,0.1,,
FIXEDTP_FIXED7_TP20_CAP2D,2021,257,2506.235401500001,9.751888721789888,0.38910505836575876,FIXED_TP,FIXED7,2,0.2,,
TIME_FIXED7_CAP3D,2021,255,-5538.181927500002,-21.718360500000006,0.0,TIME_ONLY,FIXED7,3,,,
FIXEDTP_FIXED7_TP10_CAP3D,2021,257,1547.6749215000066,6.022081406614811,0.5447470817120622,FIXED_TP,FIXED7,3,0.1,,
FIXEDTP_FIXED7_TP20_CAP3D,2021,257,2506.235401500001,9.751888721789888,0.38910505836575876,FIXED_TP,FIXED7,3,0.2,,
TIME_FIXED7_CAP4D,2021,255,-5538.181927500002,-21.718360500000006,0.0,TIME_ONLY,FIXED7,4,,,
FIXEDTP_FIXED7_TP10_CAP4D,2021,257,1547.6749215000066,6.022081406614811,0.5447470817120622,FIXED_TP,FIXED7,4,0.1,,
FIXEDTP_FIXED7_TP20_CAP4D,2021,257,2506.235401500001,9.751888721789888,0.38910505836575876,FIXED_TP,FIXED7,4,0.2,,
TIME_FIXED7_CAP5D,2021,255,-5538.181927500002,-21.718360500000006,0.0,TIME_ONLY,FIXED7,5,,,
FIXEDTP_FIXED7_TP10_CAP5D,2021,257,1547.6749215000066,6.022081406614811,0.5447470817120622,FIXED_TP,FIXED7,5,0.1,,
FIXEDTP_FIXED7_TP20_CAP5D,2021,257,2506.235401500001,9.751888721789888,0.38910505836575876,FIXED_TP,FIXED7,5,0.2,,
TIME_FIXED7_CAP6D,2021,255,-5538.181927500002,-21.718360500000006,0.0,TIME_ONLY,FIXED7,6,,,
FIXEDTP_FIXED7_TP10_CAP6D,2021,257,1547.6749215000066,6.022081406614811,0.5447470817120622,FIXED_TP,FIXED7,6,0.1,,
FIXEDTP_FIXED7_TP20_CAP6D,2021,257,2506.235401500001,9.751888721789888,0.38910505836575876,FIXED_TP,FIXED7,6,0.2,,
TIME_FIXED7_CAP7D,2021,255,-5538.181927500002,-21.718360500000006,0.0,TIME_ONLY,FIXED7,7,,,
FIXEDTP_FIXED7_TP10_CAP7D,2021,257,1547.6749215000066,6.022081406614811,0.5447470817120622,FIXED_TP,FIXED7,7,0.1,,
FIXEDTP_FIXED7_TP20_CAP7D,2021,257,2506.235401500001,9.751888721789888,0.38910505836575876,FIXED_TP,FIXED7,7,0.2,,
TIME_FIXED7_CAP30D,2021,255,-5538.181927500002,-21.718360500000006,0.0,TIME_ONLY,FIXED7,30,,,
FIXEDTP_FIXED7_TP10_CAP30D,2021,257,1547.6749215000066,6.022081406614811,0.5447470817120622,FIXED_TP,FIXED7,30,0.1,,
FIXEDTP_FIXED7_TP20_CAP30D,2021,257,2506.235401500001,9.751888721789888,0.38910505836575876,FIXED_TP,FIXED7,30,0.2,,
TIME_FIXED10_CAP1D,2021,253,-7768.330844999995,-30.70486499999998,0.0,TIME_ONLY,FIXED10,1,,,
FIXEDTP_FIXED10_TP10_CAP1D,2021,257,1634.5444650000097,6.360095194552567,0.6186770428015564,FIXED_TP,FIXED10,1,0.1,,
FIXEDTP_FIXED10_TP20_CAP1D,2021,257,2892.6550950000046,11.255467295719862,0.4669260700389105,FIXED_TP,FIXED10,1,0.2,,
TIME_FIXED10_CAP2D,2021,253,-7768.330844999995,-30.70486499999998,0.0,TIME_ONLY,FIXED10,2,,,
FIXEDTP_FIXED10_TP10_CAP2D,2021,257,1634.5444650000097,6.360095194552567,0.6186770428015564,FIXED_TP,FIXED10,2,0.1,,
FIXEDTP_FIXED10_TP20_CAP2D,2021,257,2892.6550950000046,11.255467295719862,0.4669260700389105,FIXED_TP,FIXED10,2,0.2,,
TIME_FIXED10_CAP3D,2021,253,-7768.330844999995,-30.70486499999998,0.0,TIME_ONLY,FIXED10,3,,,
FIXEDTP_FIXED10_TP10_CAP3D,2021,257,1634.5444650000097,6.360095194552567,0.6186770428015564,FIXED_TP,FIXED10,3,0.1,,
FIXEDTP_FIXED10_TP20_CAP3D,2021,257,2892.6550950000046,11.255467295719862,0.4669260700389105,FIXED_TP,FIXED10,3,0.2,,
TIME_FIXED10_CAP4D,2021,253,-7768.330844999995,-30.70486499999998,0.0,TIME_ONLY,FIXED10,4,,,
FIXEDTP_FIXED10_TP10_CAP4D,2021,257,1634.5444650000097,6.360095194552567,0.6186770428015564,FIXED_TP,FIXED10,4,0.1,,
FIXEDTP_FIXED10_TP20_CAP4D,2021,257,2892.6550950000046,11.255467295719862,0.4669260700389105,FIXED_TP,FIXED10,4,0.2,,
TIME_FIXED10_CAP5D,2021,253,-7768.330844999995,-30.70486499999998,0.0,TIME_ONLY,FIXED10,5,,,
FIXEDTP_FIXED10_TP10_CAP5D,2021,257,1634.5444650000097,6.360095194552567,0.6186770428015564,FIXED_TP,FIXED10,5,0.1,,
FIXEDTP_FIXED10_TP20_CAP5D,2021,257,2892.6550950000046,11.255467295719862,0.4669260700389105,FIXED_TP,FIXED10,5,0.2,,
TIME_FIXED10_CAP6D,2021,253,-7768.330844999995,-30.70486499999998,0.0,TIME_ONLY,FIXED10,6,,,
FIXEDTP_FIXED10_TP10_CAP6D,2021,257,1634.5444650000097,6.360095194552567,0.6186770428015564,FIXED_TP,FIXED10,6,0.1,,
FIXEDTP_FIXED10_TP20_CAP6D,2021,257,2892.6550950000046,11.255467295719862,0.4669260700389105,FIXED_TP,FIXED10,6,0.2,,
TIME_FIXED10_CAP7D,2021,253,-7768.330844999995,-30.70486499999998,0.0,TIME_ONLY,FIXED10,7,,,
FIXEDTP_FIXED10_TP10_CAP7D,2021,257,1634.5444650000097,6.360095194552567,0.6186770428015564,FIXED_TP,FIXED10,7,0.1,,
FIXEDTP_FIXED10_TP20_CAP7D,2021,257,2892.6550950000046,11.255467295719862,0.4669260700389105,FIXED_TP,FIXED10,7,0.2,,
TIME_FIXED10_CAP30D,2021,253,-7768.330844999995,-30.70486499999998,0.0,TIME_ONLY,FIXED10,30,,,
FIXEDTP_FIXED10_TP10_CAP30D,2021,257,1634.5444650000097,6.360095194552567,0.6186770428015564,FIXED_TP,FIXED10,30,0.1,,
FIXEDTP_FIXED10_TP20_CAP30D,2021,257,2892.6550950000046,11.255467295719862,0.4669260700389105,FIXED_TP,FIXED10,30,0.2,,
TIME_STRUCT_CAP10_CAP1D,2021,253,-7416.213720778435,-29.3130977105867,0.0,TIME_ONLY,STRUCT_CAP10,1,,,
FIXEDTP_STRUCT_CAP10_TP10_CAP1D,2021,257,1814.0737107032953,7.058652570829943,0.6186770428015564,FIXED_TP,STRUCT_CAP10,1,0.1,,
FIXEDTP_STRUCT_CAP10_TP20_CAP1D,2021,257,3028.164003596477,11.782739313604969,0.46303501945525294,FIXED_TP,STRUCT_CAP10,1,0.2,,
TIME_STRUCT_CAP10_CAP2D,2021,253,-7416.213720778435,-29.3130977105867,0.0,TIME_ONLY,STRUCT_CAP10,2,,,
FIXEDTP_STRUCT_CAP10_TP10_CAP2D,2021,257,1814.0737107032953,7.058652570829943,0.6186770428015564,FIXED_TP,STRUCT_CAP10,2,0.1,,
FIXEDTP_STRUCT_CAP10_TP20_CAP2D,2021,257,3028.164003596477,11.782739313604969,0.46303501945525294,FIXED_TP,STRUCT_CAP10,2,0.2,,
TIME_STRUCT_CAP10_CAP3D,2021,253,-7416.213720778435,-29.3130977105867,0.0,TIME_ONLY,STRUCT_CAP10,3,,,
FIXEDTP_STRUCT_CAP10_TP10_CAP3D,2021,257,1814.0737107032953,7.058652570829943,0.6186770428015564,FIXED_TP,STRUCT_CAP10,3,0.1,,
FIXEDTP_STRUCT_CAP10_TP20_CAP3D,2021,257,3028.164003596477,11.782739313604969,0.46303501945525294,FIXED_TP,STRUCT_CAP10,3,0.2,,
TIME_STRUCT_CAP10_CAP4D,2021,253,-7416.213720778435,-29.3130977105867,0.0,TIME_ONLY,STRUCT_CAP10,4,,,
FIXEDTP_STRUCT_CAP10_TP10_CAP4D,2021,257,1814.0737107032953,7.058652570829943,0.6186770428015564,FIXED_TP,STRUCT_CAP10,4,0.1,,
FIXEDTP_STRUCT_CAP10_TP20_CAP4D,2021,257,3028.164003596477,11.782739313604969,0.46303501945525294,FIXED_TP,STRUCT_CAP10,4,0.2,,
TIME_STRUCT_CAP10_CAP5D,2021,253,-7416.213720778435,-29.3130977105867,0.0,TIME_ONLY,STRUCT_CAP10,5,,,
FIXEDTP_STRUCT_CAP10_TP10_CAP5D,2021,257,1814.0737107032953,7.058652570829943,0.6186770428015564,FIXED_TP,STRUCT_CAP10,5,0.1,,
FIXEDTP_STRUCT_CAP10_TP20_CAP5D,2021,257,3028.164003596477,11.782739313604969,0.46303501945525294,FIXED_TP,STRUCT_CAP10,5,0.2,,
TIME_STRUCT_CAP10_CAP6D,2021,253,-7416.213720778435,-29.3130977105867,0.0,TIME_ONLY,STRUCT_CAP10,6,,,
FIXEDTP_STRUCT_CAP10_TP10_CAP6D,2021,257,1814.0737107032953,7.058652570829943,0.6186770428015564,FIXED_TP,STRUCT_CAP10,6,0.1,,
FIXEDTP_STRUCT_CAP10_TP20_CAP6D,2021,257,3028.164003596477,11.782739313604969,0.46303501945525294,FIXED_TP,STRUCT_CAP10,6,0.2,,
TIME_STRUCT_CAP10_CAP7D,2021,253,-7416.213720778435,-29.3130977105867,0.0,TIME_ONLY,STRUCT_CAP10,7,,,
FIXEDTP_STRUCT_CAP10_TP10_CAP7D,2021,257,1814.0737107032953,7.058652570829943,0.6186770428015564,FIXED_TP,STRUCT_CAP10,7,0.1,,
FIXEDTP_STRUCT_CAP10_TP20_CAP7D,2021,257,3028.164003596477,11.782739313604969,0.46303501945525294,FIXED_TP,STRUCT_CAP10,7,0.2,,
TIME_STRUCT_CAP10_CAP30D,2021,253,-7416.213720778435,-29.3130977105867,0.0,TIME_ONLY,STRUCT_CAP10,30,,,
FIXEDTP_STRUCT_CAP10_TP10_CAP30D,2021,257,1814.0737107032953,7.058652570829943,0.6186770428015564,FIXED_TP,STRUCT_CAP10,30,0.1,,
FIXEDTP_STRUCT_CAP10_TP20_CAP30D,2021,257,3028.164003596477,11.782739313604969,0.46303501945525294,FIXED_TP,STRUCT_CAP10,30,0.2,,
FULL_TRAIL_FIXED5_GB30_CAP7D,2021,257,987.1963674487981,3.841231001746296,0.11673151750972763,FULL_TRAIL,FIXED5,7,,0.3,
FULL_TRAIL_FIXED5_GB30_CAP30D,2021,257,987.1963674487981,3.841231001746296,0.11673151750972763,FULL_TRAIL,FIXED5,30,,0.3,
FULL_TRAIL_FIXED5_GB30_CAP90D,2021,257,987.1963674487981,3.841231001746296,0.11673151750972763,FULL_TRAIL,FIXED5,90,,0.3,
FULL_TRAIL_FIXED5_GB30_CAP180D,2021,257,987.1963674487981,3.841231001746296,0.11673151750972763,FULL_TRAIL,FIXED5,180,,0.3,
FULL_TRAIL_FIXED5_GB30_CAP365D,2021,257,987.1963674487981,3.841231001746296,0.11673151750972763,FULL_TRAIL,FIXED5,365,,0.3,
HALF_TP_RUNNER_FIXED5_PT10_GB30_CAP7D,2021,257,1352.5423108315135,5.262810547982543,0.43190661478599224,HALF_TP_RUNNER,FIXED5,7,,0.3,0.1
HALF_TP_RUNNER_FIXED5_PT10_GB30_CAP30D,2021,257,1352.5423108315135,5.262810547982543,0.43190661478599224,HALF_TP_RUNNER,FIXED5,30,,0.3,0.1
HALF_TP_RUNNER_FIXED5_PT10_GB30_CAP90D,2021,257,1352.5423108315135,5.262810547982543,0.43190661478599224,HALF_TP_RUNNER,FIXED5,90,,0.3,0.1
HALF_TP_RUNNER_FIXED5_PT10_GB30_CAP180D,2021,257,1352.5423108315135,5.262810547982543,0.43190661478599224,HALF_TP_RUNNER,FIXED5,180,,0.3,0.1
HALF_TP_RUNNER_FIXED5_PT10_GB30_CAP365D,2021,257,1352.5423108315135,5.262810547982543,0.43190661478599224,HALF_TP_RUNNER,FIXED5,365,,0.3,0.1
HALF_TP_RUNNER_FIXED5_PT20_GB30_CAP7D,2021,257,1745.0009774844902,6.7898870719240865,0.28793774319066145,HALF_TP_RUNNER,FIXED5,7,,0.3,0.2
HALF_TP_RUNNER_FIXED5_PT20_GB30_CAP30D,2021,257,1745.0009774844902,6.7898870719240865,0.28793774319066145,HALF_TP_RUNNER,FIXED5,30,,0.3,0.2
HALF_TP_RUNNER_FIXED5_PT20_GB30_CAP90D,2021,257,1745.0009774844902,6.7898870719240865,0.28793774319066145,HALF_TP_RUNNER,FIXED5,90,,0.3,0.2
HALF_TP_RUNNER_FIXED5_PT20_GB30_CAP180D,2021,257,1745.0009774844902,6.7898870719240865,0.28793774319066145,HALF_TP_RUNNER,FIXED5,180,,0.3,0.2
HALF_TP_RUNNER_FIXED5_PT20_GB30_CAP365D,2021,257,1745.0009774844902,6.7898870719240865,0.28793774319066145,HALF_TP_RUNNER,FIXED5,365,,0.3,0.2
FULL_TRAIL_FIXED5_GB40_CAP7D,2021,257,1914.8046083270908,7.450601588821365,0.11673151750972763,FULL_TRAIL,FIXED5,7,,0.4,
FULL_TRAIL_FIXED5_GB40_CAP30D,2021,257,1914.8046083270908,7.450601588821365,0.11673151750972763,FULL_TRAIL,FIXED5,30,,0.4,
FULL_TRAIL_FIXED5_GB40_CAP90D,2021,257,1914.8046083270908,7.450601588821365,0.11673151750972763,FULL_TRAIL,FIXED5,90,,0.4,
FULL_TRAIL_FIXED5_GB40_CAP180D,2021,257,1914.8046083270908,7.450601588821365,0.11673151750972763,FULL_TRAIL,FIXED5,180,,0.4,
FULL_TRAIL_FIXED5_GB40_CAP365D,2021,257,1914.8046083270908,7.450601588821365,0.11673151750972763,FULL_TRAIL,FIXED5,365,,0.4,
HALF_TP_RUNNER_FIXED5_PT10_GB40_CAP7D,2021,257,1861.7356923311654,7.244107752261344,0.43190661478599224,HALF_TP_RUNNER,FIXED5,7,,0.4,0.1
HALF_TP_RUNNER_FIXED5_PT10_GB40_CAP30D,2021,257,1861.7356923311654,7.244107752261344,0.43190661478599224,HALF_TP_RUNNER,FIXED5,30,,0.4,0.1
HALF_TP_RUNNER_FIXED5_PT10_GB40_CAP90D,2021,257,1861.7356923311654,7.244107752261344,0.43190661478599224,HALF_TP_RUNNER,FIXED5,90,,0.4,0.1
HALF_TP_RUNNER_FIXED5_PT10_GB40_CAP180D,2021,257,1861.7356923311654,7.244107752261344,0.43190661478599224,HALF_TP_RUNNER,FIXED5,180,,0.4,0.1
HALF_TP_RUNNER_FIXED5_PT10_GB40_CAP365D,2021,257,1861.7356923311654,7.244107752261344,0.43190661478599224,HALF_TP_RUNNER,FIXED5,365,,0.4,0.1
HALF_TP_RUNNER_FIXED5_PT20_GB40_CAP7D,2021,257,2316.1700932185163,9.012334993068157,0.28793774319066145,HALF_TP_RUNNER,FIXED5,7,,0.4,0.2
HALF_TP_RUNNER_FIXED5_PT20_GB40_CAP30D,2021,257,2316.1700932185163,9.012334993068157,0.28793774319066145,HALF_TP_RUNNER,FIXED5,30,,0.4,0.2
HALF_TP_RUNNER_FIXED5_PT20_GB40_CAP90D,2021,257,2316.1700932185163,9.012334993068157,0.28793774319066145,HALF_TP_RUNNER,FIXED5,90,,0.4,0.2
HALF_TP_RUNNER_FIXED5_PT20_GB40_CAP180D,2021,257,2316.1700932185163,9.012334993068157,0.28793774319066145,HALF_TP_RUNNER,FIXED5,180,,0.4,0.2
HALF_TP_RUNNER_FIXED5_PT20_GB40_CAP365D,2021,257,2316.1700932185163,9.012334993068157,0.28793774319066145,HALF_TP_RUNNER,FIXED5,365,,0.4,0.2
FULL_TRAIL_FIXED5_GB50_CAP7D,2021,257,2610.19112899169,10.156385715920974,0.11673151750972763,FULL_TRAIL,FIXED5,7,,0.5,
FULL_TRAIL_FIXED5_GB50_CAP30D,2021,257,2610.19112899169,10.156385715920974,0.11673151750972763,FULL_TRAIL,FIXED5,30,,0.5,
FULL_TRAIL_FIXED5_GB50_CAP90D,2021,257,2610.19112899169,10.156385715920974,0.11673151750972763,FULL_TRAIL,FIXED5,90,,0.5,
FULL_TRAIL_FIXED5_GB50_CAP180D,2021,257,2610.19112899169,10.156385715920974,0.11673151750972763,FULL_TRAIL,FIXED5,180,,0.5,
FULL_TRAIL_FIXED5_GB50_CAP365D,2021,257,2610.19112899169,10.156385715920974,0.11673151750972763,FULL_TRAIL,FIXED5,365,,0.5,
HALF_TP_RUNNER_FIXED5_PT10_GB50_CAP7D,2021,257,2713.892266293222,10.559892086744053,0.43190661478599224,HALF_TP_RUNNER,FIXED5,7,,0.5,0.1
HALF_TP_RUNNER_FIXED5_PT10_GB50_CAP30D,2021,257,2713.892266293222,10.559892086744053,0.43190661478599224,HALF_TP_RUNNER,FIXED5,30,,0.5,0.1
HALF_TP_RUNNER_FIXED5_PT10_GB50_CAP90D,2021,257,2713.892266293222,10.559892086744053,0.43190661478599224,HALF_TP_RUNNER,FIXED5,90,,0.5,0.1
HALF_TP_RUNNER_FIXED5_PT10_GB50_CAP180D,2021,257,2713.892266293222,10.559892086744053,0.43190661478599224,HALF_TP_RUNNER,FIXED5,180,,0.5,0.1
HALF_TP_RUNNER_FIXED5_PT10_GB50_CAP365D,2021,257,2713.892266293222,10.559892086744053,0.43190661478599224,HALF_TP_RUNNER,FIXED5,365,,0.5,0.1
HALF_TP_RUNNER_FIXED5_PT20_GB50_CAP7D,2021,257,3142.3737259330555,12.227135120362083,0.28793774319066145,HALF_TP_RUNNER,FIXED5,7,,0.5,0.2
HALF_TP_RUNNER_FIXED5_PT20_GB50_CAP30D,2021,257,3142.3737259330555,12.227135120362083,0.28793774319066145,HALF_TP_RUNNER,FIXED5,30,,0.5,0.2
HALF_TP_RUNNER_FIXED5_PT20_GB50_CAP90D,2021,257,3142.3737259330555,12.227135120362083,0.28793774319066145,HALF_TP_RUNNER,FIXED5,90,,0.5,0.2
HALF_TP_RUNNER_FIXED5_PT20_GB50_CAP180D,2021,257,3142.3737259330555,12.227135120362083,0.28793774319066145,HALF_TP_RUNNER,FIXED5,180,,0.5,0.2
HALF_TP_RUNNER_FIXED5_PT20_GB50_CAP365D,2021,257,3142.3737259330555,12.227135120362083,0.28793774319066145,HALF_TP_RUNNER,FIXED5,365,,0.5,0.2
FULL_TRAIL_FIXED5_GB60_CAP7D,2021,257,4109.575894599081,15.990567683264906,0.11673151750972763,FULL_TRAIL,FIXED5,7,,0.6,
FULL_TRAIL_FIXED5_GB60_CAP30D,2021,257,4109.575894599081,15.990567683264906,0.11673151750972763,FULL_TRAIL,FIXED5,30,,0.6,
FULL_TRAIL_FIXED5_GB60_CAP90D,2021,257,4109.575894599081,15.990567683264906,0.11673151750972763,FULL_TRAIL,FIXED5,90,,0.6,
FULL_TRAIL_FIXED5_GB60_CAP180D,2021,257,4109.575894599081,15.990567683264906,0.11673151750972763,FULL_TRAIL,FIXED5,180,,0.6,
FULL_TRAIL_FIXED5_GB60_CAP365D,2021,257,4109.575894599081,15.990567683264906,0.11673151750972763,FULL_TRAIL,FIXED5,365,,0.6,
HALF_TP_RUNNER_FIXED5_PT10_GB60_CAP7D,2021,257,3376.575239376563,13.138425055939933,0.43190661478599224,HALF_TP_RUNNER,FIXED5,7,,0.6,0.1
HALF_TP_RUNNER_FIXED5_PT10_GB60_CAP30D,2021,257,3376.575239376563,13.138425055939933,0.43190661478599224,HALF_TP_RUNNER,FIXED5,30,,0.6,0.1
HALF_TP_RUNNER_FIXED5_PT10_GB60_CAP90D,2021,257,3376.575239376563,13.138425055939933,0.43190661478599224,HALF_TP_RUNNER,FIXED5,90,,0.6,0.1
HALF_TP_RUNNER_FIXED5_PT10_GB60_CAP180D,2021,257,3376.575239376563,13.138425055939933,0.43190661478599224,HALF_TP_RUNNER,FIXED5,180,,0.6,0.1
HALF_TP_RUNNER_FIXED5_PT10_GB60_CAP365D,2021,257,3376.575239376563,13.138425055939933,0.43190661478599224,HALF_TP_RUNNER,FIXED5,365,,0.6,0.1
HALF_TP_RUNNER_FIXED5_PT20_GB60_CAP7D,2021,257,3774.150233371989,14.685409468373498,0.28793774319066145,HALF_TP_RUNNER,FIXED5,7,,0.6,0.2
