signal_id,symbol,signal_time,stage,entry_time,raw_entry_open,entry_price,structural_support,round3h_initial_stop,round3h_initial_stop_pct,upgraded_to_attempt_within_72h,hours_to_attempt_upgrade,base_range_120h,range_24h,range_72h,atr24_pct,atr120_pct,distance_to_resistance,resistance_168h,rs_24h,rs_72h,volume_ratio_6h,trade_ratio_6h,volume_ratio_current,trade_ratio_current,taker_buy_6h,taker_buy_current,quote_volume_24h,ret_24h,ret_72h,prior_30d_return,distance_from_30d_high
EB1:TRXUSDT:2019-01-26T12:00:00+00:00,TRXUSDT,2019-01-26 12:00:00+00:00,BREAKOUT_ATTEMPT,2019-01-26 13:00:00+00:00,0.02795,0.027963975,0.02452,0.0251675775,-0.09999999999999998,False,,0.10929853181076665,0.028441410693970326,0.0620851229988284,0.0078292770221904,0.011790145549988062,0.027205882352941302,0.0272,0.03919705668028328,0.044544252945752705,1.5457653241425546,1.4651980011820966,4.085213855043598,3.8748697007146307,0.5562286558772914,0.5651301152174436,9738245.289284,0.04958677685950397,0.0491926398798348,,
EB1:LTCUSDT:2019-02-02T14:00:00+00:00,LTCUSDT,2019-02-02 14:00:00+00:00,PRE_BREAKOUT,2019-02-02 15:00:00+00:00,33.03,33.046515,29.91,29.76045,-0.09943756550425975,False,,0.12470745570043462,0.04569474665837725,0.09576547231270371,0.011643455444545368,0.010177616308406504,-0.01813317479191434,33.64,0.020460621125005907,0.03938787143007727,1.103566046416302,1.330267283858444,1.5468392073078794,1.46322233836046,0.5051496883576848,0.5109299738803935,10831138.4418255,0.02007411982705376,0.04031496062992135,-0.03041825095057027,-0.1904411764705881
EB1:ETCUSDT:2019-02-07T16:00:00+00:00,ETCUSDT,2019-02-07 16:00:00+00:00,PRE_BREAKOUT,2019-02-07 17:00:00+00:00,3.8805,3.8824402499999997,3.6536,3.635332,-0.06364766334781324,False,,0.09511167068097226,0.04509433962264153,0.0717374644186557,0.007069938903353864,0.006674658211097074,-0.030491614805928324,4.0011,0.042097873620542625,0.010849560667396618,2.1312365144016425,1.880783301054444,2.0792699069145257,1.5493867010974822,0.5919345002441354,0.5591951383579112,1176770.325478,0.03958299833842527,-0.005231439928195969,-0.19676334249497474,-0.22623820637105296
EB1:ETHUSDT:2019-02-08T10:00:00+00:00,ETHUSDT,2019-02-08 10:00:00+00:00,PRE_BREAKOUT,2019-02-08 11:00:00+00:00,108.43,108.484215,101.21,100.70394999999999,-0.07171794532504117,False,,0.08190890228238312,0.058891789962286056,0.08190890228238312,0.008043565147881715,0.007163499969255377,-0.024561403508772006,111.15,0.02015348561074548,0.017829089457099934,1.964665400976942,1.498520445275517,1.891077477676584,1.4979720388911528,0.5085738618558295,0.5077280602771956,23562710.3073313,0.023602719033232633,0.006872213967310525,-0.27582285255552574,-0.2799840616283703
EB1:VETUSDT:2019-02-08T14:00:00+00:00,VETUSDT,2019-02-08 14:00:00+00:00,PRE_BREAKOUT,2019-02-08 15:00:00+00:00,0.003809,0.0038109044999999997,0.003611,0.003592945,-0.0571936399875671,True,36.0,0.07864857380227086,0.039671682626539084,0.0653558571032955,0.008905185961236232,0.00868255631220534,-0.03439554881133022,0.003954,0.011920396462871352,-0.00022711642749451144,1.2289625686587464,1.3528724894908921,0.7161456172698955,1.0382998598785613,0.5112371081171695,0.6814013763385488,743637.9415950001,0.02579258463191847,0.00026198585276393516,-0.1357859531772575,-0.2101779064956557
EB1:ETHUSDT:2019-02-16T15:00:00+00:00,ETHUSDT,2019-02-16 15:00:00+00:00,PRE_BREAKOUT,2019-02-16 16:00:00+00:00,123.49,123.55174499999998,118.18,117.5891,-0.048260305833802475,False,,0.07014723303435422,0.029925187032419087,0.03663613655287268,0.0047469635627530584,0.008402159244264506,-0.023638232271325776,126.49,0.005232741308510036,0.009305243146648046,1.111477020142961,1.2411412367850576,0.8965368593951241,0.9572087575642383,0.5077283627914636,0.5399030774127207,24339636.618591998,0.018808777429467183,0.02023957042544411,0.007974084226264555,-0.023638232271325776
EB1:XRPUSDT:2019-02-16T17:00:00+00:00,XRPUSDT,2019-02-16 17:00:00+00:00,PRE_BREAKOUT,2019-02-16 18:00:00+00:00,0.3029,0.30305145,0.296,0.29452,-0.028151820425211582,True,62.0,0.0598986486486488,0.016989966555184033,0.03533783783783795,0.004810443490700994,0.0064209860239903245,-0.03452012877314892,0.31373,0.003114711702445705,-0.008536280495936022,1.249624979012962,1.165371323583021,0.7061308608236612,1.0115633065515683,0.5945714664843187,0.6407634790746563,9408178.288169999,0.011183441829410778,-0.0034873009606527505,-0.05987728548083737,-0.09797498511018454
EB1:ADAUSDT:2019-02-18T00:00:00+00:00,ADAUSDT,2019-02-18 00:00:00+00:00,PRE_BREAKOUT,2019-02-18 01:00:00+00:00,0.04195,0.041970975,0.0399,0.0397005,-0.05409631298772544,False,,0.06365914786967419,0.042663378545006125,0.05699999999999994,0.008055224473579644,0.00771354787445371,-0.024191672481972515,0.04299,0.006761775520573998,0.012082424501150157,1.6769595783786322,1.5916432584269662,2.428605801826251,1.867626404494382,0.5304795592718131,0.5468421536710156,2835765.914832,0.02768250857422827,0.0399107585523053,-0.045381984036487966,-0.08744833587122025
EB1:LINKUSDT:2019-02-18T12:00:00+00:00,LINKUSDT,2019-02-18 12:00:00+00:00,PRE_BREAKOUT,2019-02-18 13:00:00+00:00,0.4726,0.4728363,0.4183,0.42555267,-0.09999999999999998,False,,0.14750179297155142,0.09814687714481818,0.13207547169811318,0.019264851836098128,0.012755210548702683,-0.02041666666666664,0.48,0.027486816558338845,0.045448112773924576,1.5593960416043313,1.455221689341294,1.3934435946444135,1.4939806205344035,0.6950190320412779,0.3784679689405931,965717.1853149999,0.07082669095877936,0.08716763005780348,-0.13618677042801552,-0.1686704384724187
EB1:LTCUSDT:2019-02-18T12:00:00+00:00,LTCUSDT,2019-02-18 12:00:00+00:00,BREAKOUT_ATTEMPT,2019-02-18 13:00:00+00:00,46.19,46.213094999999996,40.31,41.5917855,-0.09999999999999987,False,,0.14611758868767066,0.08450704225352124,0.12518265952264973,0.01293850151580772,0.012276237909628996,-0.00043290043290045155,46.2,0.036894043728214365,0.04359188107099787,1.7930367276687558,1.638862681481582,3.8511806783310645,3.335880919574558,0.5770304667058924,0.5459620707027423,20172264.4768159,0.08023391812865488,0.08531139835487678,0.3185047883843066,-0.029628073124606136
EB1:ETCUSDT:2019-02-19T03:00:00+00:00,ETCUSDT,2019-02-19 03:00:00+00:00,PRE_BREAKOUT,2019-02-19 04:00:00+00:00,4.4587,4.46092935,4.0374,4.017213,-0.09946724442071697,True,3.0,0.12448605538217672,0.08516385018046235,0.11762099355029298,0.013153371298745947,0.007733397605488548,-0.017577092511013137,4.54,0.012929380407032953,0.009898704103630696,2.695505288398467,2.186299259766377,1.6399784939128248,1.278507552094476,0.5316058374935583,0.6689398048278001,4331721.9451,0.053200783961841136,0.08204754973313944,-0.06040360278189505,-0.017577092511013137
EB1:TRXUSDT:2019-02-19T08:00:00+00:00,TRXUSDT,2019-02-19 08:00:00+00:00,BREAKOUT_ATTEMPT,2019-02-19 09:00:00+00:00,0.02576,0.02577288,0.02312,0.023195592,-0.09999999999999998,False,,0.09256055363321791,0.05557877141663181,0.07810499359795142,0.012239684387530725,0.008022894838960038,0.018577075098814344,0.0253,0.027818950169582912,0.005575351812021845,1.5524756269985942,1.430575932990103,4.221335616813696,3.6127724277749618,0.5442466395806885,0.5678795178801171,14653308.306796001,0.07554257095158601,0.08642495784148396,-0.021109271523178763,-0.15784313725490184
EB1:BNBUSDT:2019-02-19T14:00:00+00:00,BNBUSDT,2019-02-19 14:00:00+00:00,BREAKOUT_ATTEMPT,2019-02-19 15:00:00+00:00,9.9952,10.0001976,8.4051,9.000177840000001,-0.09999999999999987,False,,0.15862987947793616,0.044814230690827905,0.09539610586819358,0.012868480725623578,0.011345038015206086,0.02645198389879244,9.7384,0.027422404302483105,0.010992649219584871,1.5559576122292362,1.4594782429632298,4.464963496229642,3.4582684461833484,0.5165039160690376,0.5842432036794327,29766786.035641998,0.06563755956632522,0.09795479009687824,0.32531180295937934,0.00969696969696976
EB1:XRPUSDT:2019-02-19T17:00:00+00:00,XRPUSDT,2019-02-19 17:00:00+00:00,PRE_BREAKOUT,2019-02-19 18:00:00+00:00,0.33435,0.33451717499999994,0.296,0.30106545749999997,-0.09999999999999998,False,,0.1748986486486488,0.09402919340631688,0.1650976582130057,0.019243806390508964,0.009341009919744781,-0.03858872243149225,0.34777,0.013528947750814702,0.011113337644108379,1.3772490871994687,1.4592548637796048,0.8439583201484677,1.1027370822507332,0.5203136815534788,0.4897144124906698,63018964.435889,0.033379694019471495,0.10382964674810169,-0.032352380347041354,-0.03858872243149225
EB1:ETCUSDT:2019-02-22T20:00:00+00:00,ETCUSDT,2019-02-22 20:00:00+00:00,PRE_BREAKOUT,2019-02-22 21:00:00+00:00,4.7295,4.73186475,4.0934,4.258678275,-0.09999999999999987,False,,0.17794498460937103,0.09275157698175951,0.09327440080196858,0.011226284111411836,0.013478412550744253,-0.01912148990003737,4.8218,0.06082438914789212,0.023339832528056714,1.2585716942678822,1.264823151125402,0.68616588257175,0.7732475884244373,0.553020082873472,0.552772995729165,2788752.5047420003,0.06852224205318191,0.02496532593619971,-0.038697587256968924,-0.01912148990003737
EB1:ADAUSDT:2019-02-23T18:00:00+00:00,ADAUSDT,2019-02-23 18:00:00+00:00,BREAKOUT_ATTEMPT,2019-02-23 19:00:00+00:00,0.04833,0.048354165,0.04401,0.04378995,-0.09439135181012837,False,,0.10202226766643951,0.05703589517727381,0.09270620313565092,0.010543830609007527,0.012864680322780885,-0.003505154639175334,0.0485,0.024179107377994224,-0.010837891373772335,2.0068354214285247,1.8896389069616135,3.608342782982205,3.479668184775537,0.5416918329222251,0.5801295061570857,6031234.988815,0.056162587412587284,0.024809160305343525,0.09071729957805919,-0.003505154639175334
EB1:ETHUSDT:2019-02-23T18:00:00+00:00,ETHUSDT,2019-02-23 18:00:00+00:00,BREAKOUT_ATTEMPT,2019-02-23 19:00:00+00:00,156.57,156.648285,139.6,140.9834565,-0.09999999999999998,False,,0.12700573065902598,0.07922897516806149,0.10252277505255791,0.00893731375053212,0.010964240102171128,-0.004639928812051219,157.33,0.026625321425556958,0.034536779387650984,2.533199211445085,2.021769955598604,3.1319240975737905,2.7251607134957427,0.5205137969863202,0.5628922329955867,71550665.0651152,0.05860880146015002,0.07018383106676684,0.2642392717815347,-0.004639928812051219
EB1:XRPUSDT:2019-02-24T01:00:00+00:00,XRPUSDT,2019-02-24 01:00:00+00:00,PRE_BREAKOUT,2019-02-24 02:00:00+00:00,0.33881,0.33897940499999996,0.31352,0.3119524,-0.07973052227169952,False,,0.1092434294462874,0.08163008219695778,0.09546440418474078,0.009072461629279785,0.010848337268791806,-0.025792909106593487,0.34777,0.010257585849099415,-0.014855354206404936,2.444071767018393,1.8120673375635385,2.771061976146753,1.907408403986243,0.5708190730587529,0.5666805659343104,27212753.308689002,0.053417076052484136,0.033557046979865834,0.014073396232368696,-0.025792909106593487
EB1:ADAUSDT:2019-03-05T15:00:00+00:00,ADAUSDT,2019-03-05 15:00:00+00:00,PRE_BREAKOUT,2019-03-05 16:00:00+00:00,0.0425,0.042521250000000003,0.03908,0.0388846,-0.08552547255783882,False,,0.1223132036847494,0.06800000000000006,0.09416581371545552,0.009635722679200941,0.00822953388170779,-0.029867761057911668,0.04386,0.031038788343971335,-0.00021143184320004949,2.410485511240867,2.1818557553213473,1.6998124513104167,1.8177309361438314,0.554066032259923,0.6483141546675026,3764439.5499859997,0.06374999999999997,0.005672417868116231,0.13263707571801575,-0.1579259845636256
EB1:ETCUSDT:2019-03-05T15:00:00+00:00,ETCUSDT,2019-03-05 15:00:00+00:00,PRE_BREAKOUT,2019-03-05 16:00:00+00:00,4.2586,4.2607293,3.9,3.8805,-0.08924042651571418,True,35.0,0.1312820512820514,0.06517094017094016,0.1312820512820514,0.010618576054817686,0.009764983338808857,-0.03413417951042608,4.412,0.024918094409691616,-0.019448664526131143,1.9792118187497112,1.8250999428897774,1.523924610420686,1.3672187321530556,0.5238431563229874,0.45878181316471867,2214628.128958,0.057629306065720254,-0.013564814814814863,0.0870575023608382,-0.1411930673115679
EB1:ETHUSDT:2019-03-06T10:00:00+00:00,ETHUSDT,2019-03-06 10:00:00+00:00,PRE_BREAKOUT,2019-03-06 11:00:00+00:00,137.21,137.278605,122.6,123.55074450000001,-0.09999999999999998,False,,0.136867862969005,0.09369114877589446,0.136867862969005,0.015269679300291541,0.010093537414965983,-0.02202580369235163,140.29,0.04021420461745229,0.01758577888010171,1.2693411002160069,1.1346959163730623,3.382191258227777,2.341205083377182,0.5224001024346531,0.5330907530058734,84476006.31215589,0.07095464834907483,0.025411061285500525,0.26707089552238816,-0.17349397590361448
EB1:XRPUSDT:2019-03-07T05:00:00+00:00,XRPUSDT,2019-03-07 05:00:00+00:00,PRE_BREAKOUT,2019-03-07 06:00:00+00:00,0.31562,0.31577781,0.29728,0.2957936,-0.06328566912285571,False,,0.08268299246501609,0.034320971784818965,0.08268299246501609,0.009088964927288298,0.007428265162796108,-0.024448290783210647,0.32354,0.0016860166721626157,-0.0013046171490656011,1.0733267235092676,1.0983386840382756,1.3427442135700125,1.373437646105414,0.5083679737699726,0.4065926088889438,22985889.525946002,0.012575791601167952,0.039145321656680165,0.05637444179565532,-0.09241740230612183
EB1:ADAUSDT:2019-03-08T16:00:00+00:00,ADAUSDT,2019-03-08 16:00:00+00:00,PRE_BREAKOUT,2019-03-08 17:00:00+00:00,0.04334,0.04336166999999999,0.03908,0.039025502999999996,-0.09999999999999987,False,,0.11054247697031738,0.026029342167534386,0.03827751196172269,0.009113982464236274,0.009708121827411171,-0.011855905152758917,0.04386,0.005874130356043894,0.0005344633508401753,1.2095429077050175,1.1382301908617698,2.0520851602171044,2.0467322151532676,0.529813189640974,0.6940432950810117,3774905.165856,0.009550430934078591,0.017609767551068245,0.1538251366120218,-0.1422917078962993
EB1:VETUSDT:2019-03-10T01:00:00+00:00,VETUSDT,2019-03-10 01:00:00+00:00,BREAKOUT_ATTEMPT,2019-03-10 02:00:00+00:00,0.004949,0.0049514745,0.004158,0.00445632705,-0.09999999999999987,False,,0.1724386724386724,0.1125057051574625,0.1535731187884526,0.01710437710437714,0.012114478114478112,0.015384615384615552,0.004875,0.10381057841286823,0.12363834865405443,1.4380638878786698,1.5206928549334984,1.940107707436336,2.019919579338076,0.5837157615614841,0.7709635959537385,3366955.253069,0.11839132399457752,0.1384544618215271,0.13927125506072868,-0.018246727489091508
EB1:XRPUSDT:2019-03-10T17:00:00+00:00,XRPUSDT,2019-03-10 17:00:00+00:00,PRE_BREAKOUT,2019-03-10 18:00:00+00:00,0.3141,0.31425705,0.305,0.303475,-0.03430965192348112,False,,0.05527868852459017,0.025885779000161868,0.04590163934426239,0.006148323835599001,0.007463149851962703,-0.02407879202137564,0.32186,0.009887059427626466,-0.006685395784840509,1.328937937935193,1.0992767007888968,1.4992479003495527,1.063508777986846,0.5387151044638143,0.49324413897663105,12925992.230185,0.007958155504925735,0.00019105238019423432,-0.003907615084029592,-0.09678810708226704
EB1:ETCUSDT:2019-03-10T21:00:00+00:00,ETCUSDT,2019-03-10 21:00:00+00:00,PRE_BREAKOUT,2019-03-10 22:00:00+00:00,4.3354,4.337567699999999,4.0901,4.0696495,-0.06176692066385492,False,,0.09505880051832483,0.026553767180791166,0.07493704310408078,0.007862596300226074,0.010048861312297243,-0.032039116747415775,4.4789,0.017303838446585118,-0.017012930851603603,1.146463353555669,1.084230229293402,2.0782773617514385,2.782405240992045,0.5418296740756433,0.5262448397376033,1628811.085647,0.017771204544920982,-0.008439494087779886,0.02507593245049211,-0.1262797259169689
EB1:ADAUSDT:2019-03-15T04:00:00+00:00,ADAUSDT,2019-03-15 04:00:00+00:00,BREAKOUT_ATTEMPT,2019-03-15 05:00:00+00:00,0.04916,0.04918458,0.0443,0.044266122,-0.09999999999999998,False,,0.0950338600451468,0.048366013071895475,0.062417871222076204,0.010164051355206873,0.012809931390530542,0.011544011544011745,0.04851,0.05563285544539576,0.024261368975663,1.4412099273784413,1.3174239713774598,4.458199650978289,3.991556350626118,0.5285138374513285,0.5524804848904739,7568188.330128999,0.060285220397579886,0.029152684563758413,0.11884057971014506,-0.028893726499109373
EB1:TRXUSDT:2019-03-15T12:00:00+00:00,TRXUSDT,2019-03-15 12:00:00+00:00,PRE_BREAKOUT,2019-03-15 13:00:00+00:00,0.02265,0.022661325,0.02171,0.02160145,-0.04677021312743179,False,,0.06678949792722255,0.033621081326669744,0.050458715596330306,0.007689477557027212,0.008366445916114788,-0.022020725388601003,0.02316,0.002270228112770001,0.0006509723322203342,1.5774470942444976,1.4027800490596893,1.491579364262998,1.8819296811120196,0.5616949351525999,0.4713619867614705,5088762.584499001,0.015239802779022815,0.005326231691078487,-0.09201459262261857,-0.17546414270112853
EB1:ETHUSDT:2019-03-15T14:00:00+00:00,ETHUSDT,2019-03-15 14:00:00+00:00,PRE_BREAKOUT,2019-03-15 15:00:00+00:00,135.39,135.45769499999997,128.52,127.87740000000001,-0.055960608217938246,False,,0.06201369436663562,0.054699657640834065,0.054699657640834065,0.0055056995839180955,0.007009995814560417,-0.028347925936558216,139.34,0.014457744498255432,0.006271192659395242,1.615717773301035,1.3571910583254603,1.6100192265201645,1.3675903366269118,0.5630047487731108,0.5480792519909423,32307033.33450879,0.0243625633653628,0.012337371018393828,0.1012617012617012,-0.18439759036144587
EB1:ETCUSDT:2019-03-15T15:00:00+00:00,ETCUSDT,2019-03-15 15:00:00+00:00,PRE_BREAKOUT,2019-03-15 16:00:00+00:00,4.4274,4.429613699999999,4.161,4.140194999999999,-0.0653372324543785,False,,0.06753184330689743,0.04360492434921537,0.06446201773304572,0.007352332113435456,0.007558848777843054,-0.0034669067987393998,4.442,0.02105253940817975,0.030909395897753322,1.434236018927385,1.422466216216216,1.0235341864466492,1.2983108108108108,0.5344622110207077,0.4435550970496405,2251425.41627,0.03292497958231233,0.045266712319063096,0.024582752975099487,-0.10790004030632816
EB1:XRPUSDT:2019-03-15T16:00:00+00:00,XRPUSDT,2019-03-15 16:00:00+00:00,PRE_BREAKOUT,2019-03-15 17:00:00+00:00,0.315,0.3151575,0.30585,0.30432075000000003,-0.0343851883582017,False,,0.06441065881968289,0.02019354838709675,0.06441065881968289,0.004017370698319002,0.0062027251473124045,-0.032130241130394754,0.32555,0.004166297861480928,0.006169507623392079,1.2258684019152832,1.1294181961061223,1.4747341604348851,1.3115956471479253,0.5379272990494046,0.5377184337184088,12607232.451538,0.015764023210831812,0.01406410916580847,0.01989263248032147,-0.09397015268712094
EB1:LTCUSDT:2019-03-15T18:00:00+00:00,LTCUSDT,2019-03-15 18:00:00+00:00,PRE_BREAKOUT,2019-03-15 19:00:00+00:00,58.45,58.479225,51.66,52.631302500000004,-0.09999999999999998,False,,0.13666279519938063,0.05535585909417673,0.13666279519938063,0.008292015729184461,0.010689861514788849,-0.022396790907571407,59.83,0.03127882127968129,0.02810243870080642,1.2194467283702488,1.3074953609094968,0.383796201173857,0.5733211190190967,0.500187893514841,0.5843579752491195,15804161.7984419,0.045771500089397454,0.04111783552865789,0.31982193064667297,-0.022396790907571407
EB1:BNBUSDT:2019-03-16T10:00:00+00:00,BNBUSDT,2019-03-16 10:00:00+00:00,BREAKOUT_ATTEMPT,2019-03-16 11:00:00+00:00,15.6399,15.64771995,14.011,14.082947955000002,-0.09999999999999998,False,,0.1011919206337879,0.031619623655913864,0.05407539655290794,0.00817854859335037,0.01012537297527707,0.013688686093539237,15.4288,0.003194613288262982,-0.0047099176652420915,1.179007202195521,1.4658700338774253,2.021516106162393,2.9154789036033257,0.5997805983840676,0.6393185435547233,48049419.934577,0.03439153439153442,0.03920956285423838,0.629418651776467,0.005141388174807249
EB1:BNBUSDT:2019-03-19T11:00:00+00:00,BNBUSDT,2019-03-19 11:00:00+00:00,PRE_BREAKOUT,2019-03-19 12:00:00+00:00,15.6499,15.65772495,14.563,14.490185,-0.07456638520144654,False,,0.09867472361463969,0.03920021047092881,0.05235464351486452,0.007002973394931171,0.008225079180484639,-0.021881249999999963,16.0,0.022115992994865552,-0.006164052406664733,1.0735184324344442,1.4240594188626414,1.4674347958890315,2.028878896100044,0.5831014738106698,0.4971929581687279,40337636.061716,0.02593367116157408,-0.013614103202465588,0.6231786172992606,-0.021881249999999963
EB1:VETUSDT:2019-03-19T18:00:00+00:00,VETUSDT,2019-03-19 18:00:00+00:00,PRE_BREAKOUT,2019-03-19 19:00:00+00:00,0.00538,0.00538269,0.005105,0.005079475,-0.05633149967767048,False,,0.06953966699314384,0.026336173508907823,0.04562365380849798,0.009040441632551808,0.010823719141545715,-0.015750915750915584,0.00546,0.021710840888192307,0.011949821576904274,1.4207946470107606,1.370883623901058,3.654221781440529,3.218596334376397,0.5638745116402938,0.6648268772115824,1288409.816776,0.028319938767700004,0.013197586726998667,0.2912087912087913,-0.02644927536231878
EB1:ADAUSDT:2019-03-20T17:00:00+00:00,ADAUSDT,2019-03-20 17:00:00+00:00,PRE_BREAKOUT,2019-03-20 18:00:00+00:00,0.05272,0.05274636,0.04866,0.0484167,-0.08208452678061573,False,,0.10398684751335785,0.05998421468034709,0.09655031639110012,0.012943296036411919,0.011013654466148298,-0.018428890543559118,0.05372,0.01542332330343854,0.02988821459660107,2.0018841077946106,2.037850689491203,0.8436452333748106,1.1400855920114124,0.5133928179187517,0.4789418825423668,9875079.176151,0.014623821435443496,0.0373795002951014,0.15196304849884523,-0.018428890543559118
