variant,family,signal_id,symbol,stage,year,duration_hours,exit_reason,pnl_usdt
TIME_STRUCT_CAP10_CAP7D,TIME_ONLY,EB1:NEARUSDT:2022-11-30T11:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2022,381.0,STOP,-30.70486499999999
FULL_TRAIL_FIXED7_GB30_CAP30D,FULL_TRAIL,EB1:NEARUSDT:2022-11-30T11:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2022,163.0,RUNNER_STOP,-0.7498499999999773
FULL_TRAIL_FIXED7_GB40_CAP30D,FULL_TRAIL,EB1:NEARUSDT:2022-11-30T11:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2022,163.0,RUNNER_STOP,-0.7498499999999773
HALF_TP_RUNNER_FIXED7_PT10_GB40_CAP30D,HALF_TP_RUNNER,EB1:NEARUSDT:2022-11-30T11:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2022,278.0,INITIAL_STOP,-21.718360500000056
HALF_TP_RUNNER_FIXED7_PT20_GB40_CAP30D,HALF_TP_RUNNER,EB1:NEARUSDT:2022-11-30T11:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2022,278.0,INITIAL_STOP,-21.718360500000056
FULL_TRAIL_FIXED7_GB60_CAP30D,FULL_TRAIL,EB1:NEARUSDT:2022-11-30T11:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2022,163.0,RUNNER_STOP,-0.7498499999999773
HALF_TP_RUNNER_FIXED7_PT10_GB60_CAP365D,HALF_TP_RUNNER,EB1:NEARUSDT:2022-11-30T11:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2022,278.0,INITIAL_STOP,-21.718360500000056
HALF_TP_RUNNER_FIXED7_PT20_GB60_CAP365D,HALF_TP_RUNNER,EB1:NEARUSDT:2022-11-30T11:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2022,278.0,INITIAL_STOP,-21.718360500000056
FULL_TRAIL_STRUCT_CAP10_GB60_CAP365D,FULL_TRAIL,EB1:NEARUSDT:2022-11-30T11:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2022,163.0,RUNNER_STOP,-0.7498499999999773
TIME_FIXED5_CAP7D,TIME_ONLY,EB1:NEARUSDT:2022-12-05T06:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2022,61.0,STOP,-15.727357499999984
FIXEDTP_FIXED5_TP10_CAP7D,FIXED_TP,EB1:NEARUSDT:2022-12-05T06:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2022,61.0,STOP,-15.727357499999984
FIXEDTP_FIXED5_TP20_CAP7D,FIXED_TP,EB1:NEARUSDT:2022-12-05T06:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2022,61.0,STOP,-15.727357499999984
TIME_FIXED7_CAP7D,TIME_ONLY,EB1:NEARUSDT:2022-12-05T06:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2022,76.0,STOP,-21.718360499999942
FIXEDTP_FIXED7_TP10_CAP7D,FIXED_TP,EB1:NEARUSDT:2022-12-05T06:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2022,76.0,STOP,-21.718360499999942
FIXEDTP_FIXED7_TP20_CAP7D,FIXED_TP,EB1:NEARUSDT:2022-12-05T06:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2022,76.0,STOP,-21.718360499999942
TIME_FIXED7_CAP30D,TIME_ONLY,EB1:NEARUSDT:2022-12-05T06:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2022,76.0,STOP,-21.718360499999942
FIXEDTP_FIXED7_TP10_CAP30D,FIXED_TP,EB1:NEARUSDT:2022-12-05T06:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2022,76.0,STOP,-21.718360499999942
FIXEDTP_FIXED7_TP20_CAP30D,FIXED_TP,EB1:NEARUSDT:2022-12-05T06:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2022,76.0,STOP,-21.718360499999942
TIME_STRUCT_CAP10_CAP7D,TIME_ONLY,EB1:NEARUSDT:2022-12-05T06:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2022,76.0,STOP,-18.96552969145392
FULL_TRAIL_FIXED7_GB30_CAP30D,FULL_TRAIL,EB1:NEARUSDT:2022-12-05T06:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2022,76.0,INITIAL_STOP,-21.718360499999942
FULL_TRAIL_FIXED7_GB40_CAP30D,FULL_TRAIL,EB1:NEARUSDT:2022-12-05T06:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2022,76.0,INITIAL_STOP,-21.718360499999942
HALF_TP_RUNNER_FIXED7_PT10_GB40_CAP30D,HALF_TP_RUNNER,EB1:NEARUSDT:2022-12-05T06:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2022,76.0,INITIAL_STOP,-21.718360499999942
HALF_TP_RUNNER_FIXED7_PT20_GB40_CAP30D,HALF_TP_RUNNER,EB1:NEARUSDT:2022-12-05T06:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2022,76.0,INITIAL_STOP,-21.718360499999942
FULL_TRAIL_FIXED7_GB60_CAP30D,FULL_TRAIL,EB1:NEARUSDT:2022-12-05T06:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2022,76.0,INITIAL_STOP,-21.718360499999942
HALF_TP_RUNNER_FIXED7_PT10_GB60_CAP365D,HALF_TP_RUNNER,EB1:NEARUSDT:2022-12-05T06:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2022,76.0,INITIAL_STOP,-21.718360499999942
HALF_TP_RUNNER_FIXED7_PT20_GB60_CAP365D,HALF_TP_RUNNER,EB1:NEARUSDT:2022-12-05T06:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2022,76.0,INITIAL_STOP,-21.718360499999942
FULL_TRAIL_STRUCT_CAP10_GB60_CAP365D,FULL_TRAIL,EB1:NEARUSDT:2022-12-05T06:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2022,76.0,INITIAL_STOP,-18.96552969145392
TIME_FIXED5_CAP7D,TIME_ONLY,EB1:NEARUSDT:2022-12-27T10:00:00+00:00,NEARUSDT,BREAKOUT_ATTEMPT,2022,18.0,STOP,-15.727357499999984
FIXEDTP_FIXED5_TP10_CAP7D,FIXED_TP,EB1:NEARUSDT:2022-12-27T10:00:00+00:00,NEARUSDT,BREAKOUT_ATTEMPT,2022,18.0,STOP,-15.727357499999984
FIXEDTP_FIXED5_TP20_CAP7D,FIXED_TP,EB1:NEARUSDT:2022-12-27T10:00:00+00:00,NEARUSDT,BREAKOUT_ATTEMPT,2022,18.0,STOP,-15.727357499999984
TIME_FIXED7_CAP7D,TIME_ONLY,EB1:NEARUSDT:2022-12-27T10:00:00+00:00,NEARUSDT,BREAKOUT_ATTEMPT,2022,57.0,STOP,-21.7183605
FIXEDTP_FIXED7_TP10_CAP7D,FIXED_TP,EB1:NEARUSDT:2022-12-27T10:00:00+00:00,NEARUSDT,BREAKOUT_ATTEMPT,2022,57.0,STOP,-21.7183605
FIXEDTP_FIXED7_TP20_CAP7D,FIXED_TP,EB1:NEARUSDT:2022-12-27T10:00:00+00:00,NEARUSDT,BREAKOUT_ATTEMPT,2022,57.0,STOP,-21.7183605
TIME_FIXED7_CAP30D,TIME_ONLY,EB1:NEARUSDT:2022-12-27T10:00:00+00:00,NEARUSDT,BREAKOUT_ATTEMPT,2022,57.0,STOP,-21.7183605
FIXEDTP_FIXED7_TP10_CAP30D,FIXED_TP,EB1:NEARUSDT:2022-12-27T10:00:00+00:00,NEARUSDT,BREAKOUT_ATTEMPT,2022,57.0,STOP,-21.7183605
FIXEDTP_FIXED7_TP20_CAP30D,FIXED_TP,EB1:NEARUSDT:2022-12-27T10:00:00+00:00,NEARUSDT,BREAKOUT_ATTEMPT,2022,57.0,STOP,-21.7183605
TIME_STRUCT_CAP10_CAP7D,TIME_ONLY,EB1:NEARUSDT:2022-12-27T10:00:00+00:00,NEARUSDT,BREAKOUT_ATTEMPT,2022,68.0,STOP,-24.72847030142139
FULL_TRAIL_FIXED7_GB30_CAP30D,FULL_TRAIL,EB1:NEARUSDT:2022-12-27T10:00:00+00:00,NEARUSDT,BREAKOUT_ATTEMPT,2022,57.0,INITIAL_STOP,-21.7183605
FULL_TRAIL_FIXED7_GB40_CAP30D,FULL_TRAIL,EB1:NEARUSDT:2022-12-27T10:00:00+00:00,NEARUSDT,BREAKOUT_ATTEMPT,2022,57.0,INITIAL_STOP,-21.7183605
HALF_TP_RUNNER_FIXED7_PT10_GB40_CAP30D,HALF_TP_RUNNER,EB1:NEARUSDT:2022-12-27T10:00:00+00:00,NEARUSDT,BREAKOUT_ATTEMPT,2022,57.0,INITIAL_STOP,-21.7183605
HALF_TP_RUNNER_FIXED7_PT20_GB40_CAP30D,HALF_TP_RUNNER,EB1:NEARUSDT:2022-12-27T10:00:00+00:00,NEARUSDT,BREAKOUT_ATTEMPT,2022,57.0,INITIAL_STOP,-21.7183605
FULL_TRAIL_FIXED7_GB60_CAP30D,FULL_TRAIL,EB1:NEARUSDT:2022-12-27T10:00:00+00:00,NEARUSDT,BREAKOUT_ATTEMPT,2022,57.0,INITIAL_STOP,-21.7183605
HALF_TP_RUNNER_FIXED7_PT10_GB60_CAP365D,HALF_TP_RUNNER,EB1:NEARUSDT:2022-12-27T10:00:00+00:00,NEARUSDT,BREAKOUT_ATTEMPT,2022,57.0,INITIAL_STOP,-21.7183605
HALF_TP_RUNNER_FIXED7_PT20_GB60_CAP365D,HALF_TP_RUNNER,EB1:NEARUSDT:2022-12-27T10:00:00+00:00,NEARUSDT,BREAKOUT_ATTEMPT,2022,57.0,INITIAL_STOP,-21.7183605
FULL_TRAIL_STRUCT_CAP10_GB60_CAP365D,FULL_TRAIL,EB1:NEARUSDT:2022-12-27T10:00:00+00:00,NEARUSDT,BREAKOUT_ATTEMPT,2022,68.0,INITIAL_STOP,-24.72847030142139
TIME_FIXED5_CAP7D,TIME_ONLY,EB1:NEARUSDT:2023-01-03T10:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,3785.0,STOP,-15.727357499999984
FIXEDTP_FIXED5_TP10_CAP7D,FIXED_TP,EB1:NEARUSDT:2023-01-03T10:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,19.0,TARGET,29.205165000000036
FIXEDTP_FIXED5_TP20_CAP7D,FIXED_TP,EB1:NEARUSDT:2023-01-03T10:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,29.0,TARGET,59.16018
TIME_FIXED7_CAP7D,TIME_ONLY,EB1:NEARUSDT:2023-01-03T10:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,3785.0,STOP,-21.7183605
FIXEDTP_FIXED7_TP10_CAP7D,FIXED_TP,EB1:NEARUSDT:2023-01-03T10:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,19.0,TARGET,29.205165000000036
FIXEDTP_FIXED7_TP20_CAP7D,FIXED_TP,EB1:NEARUSDT:2023-01-03T10:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,29.0,TARGET,59.16018
TIME_FIXED7_CAP30D,TIME_ONLY,EB1:NEARUSDT:2023-01-03T10:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,3785.0,STOP,-21.7183605
FIXEDTP_FIXED7_TP10_CAP30D,FIXED_TP,EB1:NEARUSDT:2023-01-03T10:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,19.0,TARGET,29.205165000000036
FIXEDTP_FIXED7_TP20_CAP30D,FIXED_TP,EB1:NEARUSDT:2023-01-03T10:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,29.0,TARGET,59.16018
TIME_STRUCT_CAP10_CAP7D,TIME_ONLY,EB1:NEARUSDT:2023-01-03T10:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,3785.0,STOP,-26.095934544623518
FULL_TRAIL_FIXED7_GB30_CAP30D,FULL_TRAIL,EB1:NEARUSDT:2023-01-03T10:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,262.0,RUNNER_STOP,155.7462642416804
FULL_TRAIL_FIXED7_GB40_CAP30D,FULL_TRAIL,EB1:NEARUSDT:2023-01-03T10:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,365.0,RUNNER_STOP,145.67733807471737
HALF_TP_RUNNER_FIXED7_PT10_GB40_CAP30D,HALF_TP_RUNNER,EB1:NEARUSDT:2023-01-03T10:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,365.0,RUNNER_STOP,87.44125153735871
HALF_TP_RUNNER_FIXED7_PT20_GB40_CAP30D,HALF_TP_RUNNER,EB1:NEARUSDT:2023-01-03T10:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,365.0,RUNNER_STOP,102.41875903735868
FULL_TRAIL_FIXED7_GB60_CAP30D,FULL_TRAIL,EB1:NEARUSDT:2023-01-03T10:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,1516.0,RUNNER_STOP,132.84084986913612
HALF_TP_RUNNER_FIXED7_PT10_GB60_CAP365D,HALF_TP_RUNNER,EB1:NEARUSDT:2023-01-03T10:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,1516.0,RUNNER_STOP,81.02300743456809
HALF_TP_RUNNER_FIXED7_PT20_GB60_CAP365D,HALF_TP_RUNNER,EB1:NEARUSDT:2023-01-03T10:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,1516.0,RUNNER_STOP,96.00051493456806
FULL_TRAIL_STRUCT_CAP10_GB60_CAP365D,FULL_TRAIL,EB1:NEARUSDT:2023-01-03T10:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,1516.0,RUNNER_STOP,132.84084986913612
TIME_FIXED5_CAP7D,TIME_ONLY,EB1:NEARUSDT:2023-03-29T19:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,35.0,STOP,-15.727357499999984
FIXEDTP_FIXED5_TP10_CAP7D,FIXED_TP,EB1:NEARUSDT:2023-03-29T19:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,35.0,STOP,-15.727357499999984
FIXEDTP_FIXED5_TP20_CAP7D,FIXED_TP,EB1:NEARUSDT:2023-03-29T19:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,35.0,STOP,-15.727357499999984
TIME_FIXED7_CAP7D,TIME_ONLY,EB1:NEARUSDT:2023-03-29T19:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,598.0,STOP,-21.7183605
FIXEDTP_FIXED7_TP10_CAP7D,FIXED_TP,EB1:NEARUSDT:2023-03-29T19:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,330.0,TARGET,29.205165000000036
FIXEDTP_FIXED7_TP20_CAP7D,FIXED_TP,EB1:NEARUSDT:2023-03-29T19:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,398.0,TARGET,59.16018
TIME_FIXED7_CAP30D,TIME_ONLY,EB1:NEARUSDT:2023-03-29T19:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,598.0,STOP,-21.7183605
FIXEDTP_FIXED7_TP10_CAP30D,FIXED_TP,EB1:NEARUSDT:2023-03-29T19:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,330.0,TARGET,29.205165000000036
FIXEDTP_FIXED7_TP20_CAP30D,FIXED_TP,EB1:NEARUSDT:2023-03-29T19:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,398.0,TARGET,59.16018
TIME_STRUCT_CAP10_CAP7D,TIME_ONLY,EB1:NEARUSDT:2023-03-29T19:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,672.0,STOP,-29.764188466384258
FULL_TRAIL_FIXED7_GB30_CAP30D,FULL_TRAIL,EB1:NEARUSDT:2023-03-29T19:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,318.0,RUNNER_STOP,-0.7498499999999773
FULL_TRAIL_FIXED7_GB40_CAP30D,FULL_TRAIL,EB1:NEARUSDT:2023-03-29T19:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,318.0,RUNNER_STOP,-0.7498499999999773
HALF_TP_RUNNER_FIXED7_PT10_GB40_CAP30D,HALF_TP_RUNNER,EB1:NEARUSDT:2023-03-29T19:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,544.0,RUNNER_STOP,14.22765750000003
HALF_TP_RUNNER_FIXED7_PT20_GB40_CAP30D,HALF_TP_RUNNER,EB1:NEARUSDT:2023-03-29T19:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,544.0,RUNNER_STOP,29.205165000000008
FULL_TRAIL_FIXED7_GB60_CAP30D,FULL_TRAIL,EB1:NEARUSDT:2023-03-29T19:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,318.0,RUNNER_STOP,-0.7498499999999773
HALF_TP_RUNNER_FIXED7_PT10_GB60_CAP365D,HALF_TP_RUNNER,EB1:NEARUSDT:2023-03-29T19:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,544.0,RUNNER_STOP,14.22765750000003
HALF_TP_RUNNER_FIXED7_PT20_GB60_CAP365D,HALF_TP_RUNNER,EB1:NEARUSDT:2023-03-29T19:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,544.0,RUNNER_STOP,29.205165000000008
FULL_TRAIL_STRUCT_CAP10_GB60_CAP365D,FULL_TRAIL,EB1:NEARUSDT:2023-03-29T19:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,318.0,RUNNER_STOP,-0.7498499999999773
TIME_FIXED5_CAP7D,TIME_ONLY,EB1:NEARUSDT:2023-04-02T13:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,11.0,STOP,-15.727357499999984
FIXEDTP_FIXED5_TP10_CAP7D,FIXED_TP,EB1:NEARUSDT:2023-04-02T13:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,11.0,STOP,-15.727357499999984
FIXEDTP_FIXED5_TP20_CAP7D,FIXED_TP,EB1:NEARUSDT:2023-04-02T13:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,11.0,STOP,-15.727357499999984
TIME_FIXED7_CAP7D,TIME_ONLY,EB1:NEARUSDT:2023-04-02T13:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,581.0,STOP,-21.7183605
FIXEDTP_FIXED7_TP10_CAP7D,FIXED_TP,EB1:NEARUSDT:2023-04-02T13:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,240.0,TARGET,29.205165000000093
FIXEDTP_FIXED7_TP20_CAP7D,FIXED_TP,EB1:NEARUSDT:2023-04-02T13:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,307.0,TARGET,59.16018
TIME_FIXED7_CAP30D,TIME_ONLY,EB1:NEARUSDT:2023-04-02T13:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,581.0,STOP,-21.7183605
FIXEDTP_FIXED7_TP10_CAP30D,FIXED_TP,EB1:NEARUSDT:2023-04-02T13:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,240.0,TARGET,29.205165000000093
FIXEDTP_FIXED7_TP20_CAP30D,FIXED_TP,EB1:NEARUSDT:2023-04-02T13:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,307.0,TARGET,59.16018
TIME_STRUCT_CAP10_CAP7D,TIME_ONLY,EB1:NEARUSDT:2023-04-02T13:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,582.0,STOP,-21.953572693042762
FULL_TRAIL_FIXED7_GB30_CAP30D,FULL_TRAIL,EB1:NEARUSDT:2023-04-02T13:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,92.0,RUNNER_STOP,-0.7498499999999773
FULL_TRAIL_FIXED7_GB40_CAP30D,FULL_TRAIL,EB1:NEARUSDT:2023-04-02T13:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,92.0,RUNNER_STOP,-0.7498499999999773
HALF_TP_RUNNER_FIXED7_PT10_GB40_CAP30D,HALF_TP_RUNNER,EB1:NEARUSDT:2023-04-02T13:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,461.0,RUNNER_STOP,14.227657500000058
HALF_TP_RUNNER_FIXED7_PT20_GB40_CAP30D,HALF_TP_RUNNER,EB1:NEARUSDT:2023-04-02T13:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,461.0,RUNNER_STOP,29.205165000000008
FULL_TRAIL_FIXED7_GB60_CAP30D,FULL_TRAIL,EB1:NEARUSDT:2023-04-02T13:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,92.0,RUNNER_STOP,-0.7498499999999773
HALF_TP_RUNNER_FIXED7_PT10_GB60_CAP365D,HALF_TP_RUNNER,EB1:NEARUSDT:2023-04-02T13:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,461.0,RUNNER_STOP,14.227657500000058
HALF_TP_RUNNER_FIXED7_PT20_GB60_CAP365D,HALF_TP_RUNNER,EB1:NEARUSDT:2023-04-02T13:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,461.0,RUNNER_STOP,29.205165000000008
FULL_TRAIL_STRUCT_CAP10_GB60_CAP365D,FULL_TRAIL,EB1:NEARUSDT:2023-04-02T13:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,92.0,RUNNER_STOP,-0.7498499999999773
TIME_FIXED5_CAP7D,TIME_ONLY,EB1:NEARUSDT:2023-04-05T13:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,20.0,STOP,-15.727357499999984
FIXEDTP_FIXED5_TP10_CAP7D,FIXED_TP,EB1:NEARUSDT:2023-04-05T13:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,20.0,STOP,-15.727357499999984
FIXEDTP_FIXED5_TP20_CAP7D,FIXED_TP,EB1:NEARUSDT:2023-04-05T13:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,20.0,STOP,-15.727357499999984
TIME_FIXED7_CAP7D,TIME_ONLY,EB1:NEARUSDT:2023-04-05T13:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,389.0,STOP,-21.718360500000056
FIXEDTP_FIXED7_TP10_CAP7D,FIXED_TP,EB1:NEARUSDT:2023-04-05T13:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,203.0,TARGET,29.205165000000036
FIXEDTP_FIXED7_TP20_CAP7D,FIXED_TP,EB1:NEARUSDT:2023-04-05T13:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,389.0,STOP,-21.718360500000056
TIME_FIXED7_CAP30D,TIME_ONLY,EB1:NEARUSDT:2023-04-05T13:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,389.0,STOP,-21.718360500000056
FIXEDTP_FIXED7_TP10_CAP30D,FIXED_TP,EB1:NEARUSDT:2023-04-05T13:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,203.0,TARGET,29.205165000000036
FIXEDTP_FIXED7_TP20_CAP30D,FIXED_TP,EB1:NEARUSDT:2023-04-05T13:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,389.0,STOP,-21.718360500000056
TIME_STRUCT_CAP10_CAP7D,TIME_ONLY,EB1:NEARUSDT:2023-04-05T13:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,436.0,STOP,-30.70486499999999
FULL_TRAIL_FIXED7_GB30_CAP30D,FULL_TRAIL,EB1:NEARUSDT:2023-04-05T13:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,362.0,RUNNER_STOP,-0.7498499999999773
FULL_TRAIL_FIXED7_GB40_CAP30D,FULL_TRAIL,EB1:NEARUSDT:2023-04-05T13:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,362.0,RUNNER_STOP,-0.7498499999999773
HALF_TP_RUNNER_FIXED7_PT10_GB40_CAP30D,HALF_TP_RUNNER,EB1:NEARUSDT:2023-04-05T13:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,362.0,RUNNER_STOP,14.22765750000003
HALF_TP_RUNNER_FIXED7_PT20_GB40_CAP30D,HALF_TP_RUNNER,EB1:NEARUSDT:2023-04-05T13:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,389.0,INITIAL_STOP,-21.718360500000056
FULL_TRAIL_FIXED7_GB60_CAP30D,FULL_TRAIL,EB1:NEARUSDT:2023-04-05T13:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,362.0,RUNNER_STOP,-0.7498499999999773
HALF_TP_RUNNER_FIXED7_PT10_GB60_CAP365D,HALF_TP_RUNNER,EB1:NEARUSDT:2023-04-05T13:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,362.0,RUNNER_STOP,14.22765750000003
HALF_TP_RUNNER_FIXED7_PT20_GB60_CAP365D,HALF_TP_RUNNER,EB1:NEARUSDT:2023-04-05T13:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,389.0,INITIAL_STOP,-21.718360500000056
FULL_TRAIL_STRUCT_CAP10_GB60_CAP365D,FULL_TRAIL,EB1:NEARUSDT:2023-04-05T13:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,362.0,RUNNER_STOP,-0.7498499999999773
TIME_FIXED5_CAP7D,TIME_ONLY,EB1:NEARUSDT:2023-04-18T10:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,21.0,STOP,-15.727357499999984
FIXEDTP_FIXED5_TP10_CAP7D,FIXED_TP,EB1:NEARUSDT:2023-04-18T10:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,21.0,STOP,-15.727357499999984
FIXEDTP_FIXED5_TP20_CAP7D,FIXED_TP,EB1:NEARUSDT:2023-04-18T10:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,21.0,STOP,-15.727357499999984
TIME_FIXED7_CAP7D,TIME_ONLY,EB1:NEARUSDT:2023-04-18T10:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,21.0,STOP,-21.718360500000056
FIXEDTP_FIXED7_TP10_CAP7D,FIXED_TP,EB1:NEARUSDT:2023-04-18T10:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,21.0,STOP,-21.718360500000056
FIXEDTP_FIXED7_TP20_CAP7D,FIXED_TP,EB1:NEARUSDT:2023-04-18T10:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,21.0,STOP,-21.718360500000056
TIME_FIXED7_CAP30D,TIME_ONLY,EB1:NEARUSDT:2023-04-18T10:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,21.0,STOP,-21.718360500000056
FIXEDTP_FIXED7_TP10_CAP30D,FIXED_TP,EB1:NEARUSDT:2023-04-18T10:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,21.0,STOP,-21.718360500000056
FIXEDTP_FIXED7_TP20_CAP30D,FIXED_TP,EB1:NEARUSDT:2023-04-18T10:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,21.0,STOP,-21.718360500000056
TIME_STRUCT_CAP10_CAP7D,TIME_ONLY,EB1:NEARUSDT:2023-04-18T10:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,21.0,STOP,-30.70486499999999
FULL_TRAIL_FIXED7_GB30_CAP30D,FULL_TRAIL,EB1:NEARUSDT:2023-04-18T10:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,21.0,INITIAL_STOP,-21.718360500000056
FULL_TRAIL_FIXED7_GB40_CAP30D,FULL_TRAIL,EB1:NEARUSDT:2023-04-18T10:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,21.0,INITIAL_STOP,-21.718360500000056
HALF_TP_RUNNER_FIXED7_PT10_GB40_CAP30D,HALF_TP_RUNNER,EB1:NEARUSDT:2023-04-18T10:00:00+00:00,NEARUSDT,PRE_BREAKOUT,2023,21.0,INITIAL_STOP,-21.718360500000056
